rebalance_date,train_start,train_end,val_start,val_end,oos_start,oos_end,selected_config_id,selected_smoothing_halflife,selected_threshold,oos_sharpe,oos_accuracy,oos_balanced_accuracy,oos_f1,validation_sharpe,validation_accuracy,validation_balanced_accuracy,validation_f1
2008-04-28,1993-04-28,2004-04-27,2004-04-28,2008-04-25,2008-04-28,2008-10-27,cfg_001,4,0.6,-0.5725082605492219,0.8976377952755905,0.7930825242718447,0.6976744186046512,-0.15530799544491064,0.8156312625250501,0.8186817037027877,0.8342342342342343
2008-10-28,1993-10-28,2004-10-27,2004-10-28,2008-10-27,2008-10-28,2009-04-27,cfg_001,4,0.6,0.9659000302368498,0.9105691056910569,0.8413533834586466,0.7843137254901961,-0.09932160609606179,0.8288288288288288,0.8315045248868779,0.8360498561840843
2009-04-28,1994-04-28,2005-04-27,2005-04-28,2009-04-27,2009-04-28,2009-10-27,cfg_001,4,0.6,1.648117609686254,0.8818897637795275,0.6154761904761905,0.935064935064935,-0.008391503754649237,0.8356713426853707,0.8353882855674077,0.8266384778012685
2009-10-28,1994-10-28,2005-10-27,2005-10-28,2009-10-27,2009-10-28,2010-04-27,cfg_001,4,0.6,1.1390866298431774,0.8617886178861789,0.8145652173913043,0.9128205128205128,0.4730805578082379,0.8486973947895792,0.8504757058861536,0.8543876567020251
2010-04-28,1995-04-28,2006-04-27,2006-04-28,2010-04-27,2010-04-28,2010-10-27,cfg_001,4,0.6,-0.40865766961335237,0.8031496062992126,0.8054590570719603,0.7863247863247863,0.6363423645751896,0.8647294589178357,0.8666840473563162,0.8705656759348035
2010-10-28,1995-10-30,2006-10-27,2006-10-30,2010-10-27,2010-10-28,2011-04-27,cfg_001,4,0.6,2.260592864445982,0.8951612903225806,0.6697851697851698,0.9422222222222222,0.5453572292272245,0.8547094188376754,0.856901420934102,0.8560079443892751
2011-04-28,1996-04-29,2007-04-27,2007-04-30,2011-04-27,2011-04-28,2011-10-27,cfg_001,4,0.6,-0.361035692656014,0.7952755905511811,0.7802197802197802,0.7291666666666666,0.7449183531871204,0.853,0.8552013638703037,0.8574199806013579
2011-10-28,1996-10-28,2007-10-26,2007-10-29,2011-10-27,2011-10-28,2012-04-27,cfg_001,4,0.6,-0.3502439248793487,0.782258064516129,0.6393939393939394,0.8656716417910447,0.5769622227868795,0.8601398601398601,0.860749231199329,0.8585858585858586
2012-04-30,1997-04-30,2008-04-29,2008-04-30,2012-04-27,2012-04-30,2012-10-26,cfg_001,4,0.6,-1.4034616892286857,0.7857142857142857,0.7515486129814166,0.8383233532934131,0.8802773823435238,0.851,0.8491162552966975,0.8712186689714779
2012-10-31,1997-10-31,2008-10-30,2008-10-31,2012-10-26,2012-10-31,2013-04-29,cfg_001,4,0.6,2.264850164144939,0.8852459016393442,0.8107843137254902,0.9306930693069307,0.7414955351980351,0.8366733466933868,0.8221518848706547,0.8731517509727627
