Date,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_threshold,predicted_label,predicted_bear_flag,predicted_bull_flag
2008-04-29,0.9965190887451172,0.9965190887451172,4,0.6,1,0,1
2008-04-30,0.984053373336792,0.9945357487372256,4,0.6,1,0,1
2008-05-01,0.9136117100715637,0.9816604440933717,4,0.6,1,0,1
2008-05-02,0.9952143430709839,0.9838169180079988,4,0.6,1,0,1
2008-05-05,0.9896712899208069,0.9847483695657645,4,0.6,1,0,1
2008-05-06,0.9908587336540222,0.9857205503963113,4,0.6,1,0,1
2008-05-07,0.9902438521385193,0.9864402239183858,4,0.6,1,0,1
2008-05-08,0.612514078617096,0.9269472337705902,4,0.6,1,0,1
2008-05-09,0.6407629251480103,0.8814142843706004,4,0.6,1,0,1
2008-05-12,0.34666338562965393,0.7963334994346178,4,0.6,1,0,1
2008-05-13,0.8733096122741699,0.8085806749272251,4,0.6,1,0,1
2008-05-14,0.7812216281890869,0.8042277525159461,4,0.6,1,0,1
2008-05-15,0.9331424236297607,0.8247385388165425,4,0.6,1,0,1
2008-05-16,0.9896544218063354,0.8509772469818174,4,0.6,1,0,1
2008-05-19,0.987882137298584,0.8727593058005121,4,0.6,1,0,1
2008-05-20,0.9721521139144897,0.8885730578694455,4,0.6,1,0,1
2008-05-21,0.8416574597358704,0.8811086180258776,4,0.6,1,0,1
2008-05-22,0.05590537190437317,0.7498158234236749,4,0.6,1,0,1
2008-05-23,0.19303980469703674,0.6612307629435018,4,0.6,1,0,1
2008-05-27,0.018027188256382942,0.5588947684891561,4,0.6,0,1,0
2008-05-28,0.0903075560927391,0.4843408632306171,4,0.6,0,1,0
2008-05-29,0.12663602828979492,0.4274287417104539,4,0.6,0,1,0
2008-05-30,0.8321292996406555,0.4918180512259708,4,0.6,0,1,0
2008-06-02,0.7892263531684875,0.5391367781983308,4,0.6,0,1,0
2008-06-03,0.10891742259263992,0.47068733649422845,4,0.6,0,1,0
2008-06-04,0.07431549578905106,0.4076231557455511,4,0.6,0,1,0
2008-06-05,0.15034228563308716,0.3666888470240146,4,0.6,0,1,0
2008-06-06,0.8946406841278076,0.45068787688061507,4,0.6,0,1,0
2008-06-09,0.003600520547479391,0.3795546757932733,4,0.6,0,1,0
2008-06-10,0.005627262406051159,0.32006148388846006,4,0.6,0,1,0
2008-06-11,0.007310875225812197,0.27030174091865006,4,0.6,0,1,0
2008-06-12,0.005409759934991598,0.2281564771736051,4,0.6,0,1,0
2008-06-13,0.0016206323634833097,0.1921138121907865,4,0.6,0,1,0
2008-06-16,0.10355613380670547,0.17802396810307056,4,0.6,0,1,0
2008-06-17,0.0726795494556427,0.16126329346325136,4,0.6,0,1,0
2008-06-18,0.03363250195980072,0.1409567770110466,4,0.6,0,1,0
2008-06-19,0.00330560514703393,0.11905598212295516,4,0.6,0,1,0
2008-06-20,0.01867455616593361,0.1030849374112492,4,0.6,0,1,0
2008-06-23,0.0021821807604283094,0.0870309471173215,4,0.6,0,1,0
2008-06-24,0.0022451868280768394,0.07354122871986342,4,0.6,0,1,0
2008-06-25,0.0028843977488577366,0.062299473625564046,4,0.6,0,1,0
2008-06-26,0.0056837694719433784,0.05329171214178783,4,0.6,0,1,0
2008-06-27,0.0021309684962034225,0.0451518544294896,4,0.6,0,1,0
2008-06-30,0.0009898277930915356,0.03812551768197772,4,0.6,0,1,0
2008-07-01,0.0009102369076572359,0.032204433103443814,4,0.6,0,1,0
2008-07-02,0.0011902881087735295,0.027269971456950703,4,0.6,0,1,0
2008-07-03,0.0009960439056158066,0.023089695398169127,4,0.6,0,1,0
2008-07-07,0.0010201713303104043,0.01957835500532838,4,0.6,0,1,0
2008-07-08,0.0006264956318773329,0.016563046241404828,4,0.6,0,1,0
2008-07-09,0.002412962494418025,0.014311717192799077,4,0.6,0,1,0
2008-07-10,0.0010107846464961767,0.012195491144213746,4,0.6,0,1,0
2008-07-11,0.0011285814689472318,0.010434706142815494,4,0.6,0,1,0
2008-07-14,0.0006225514225661755,0.008873557152738642,4,0.6,0,1,0
2008-07-15,0.0007922846707515419,0.007587797731542982,4,0.6,0,1,0
2008-07-16,0.0005686981603503227,0.006471033828075115,4,0.6,0,1,0
2008-07-17,0.0016634284984320402,0.005706126586083554,4,0.6,0,1,0
2008-07-18,0.0025809581857174635,0.005208901090649494,4,0.6,0,1,0
2008-07-21,0.010271122679114342,0.006014318692154286,4,0.6,0,1,0
2008-07-22,0.01204165630042553,0.006973289712106344,4,0.6,0,1,0
2008-07-23,0.10368280112743378,0.022360119657346758,4,0.6,0,1,0
2008-07-24,0.20445889234542847,0.05133268716991954,4,0.6,0,1,0
2008-07-25,0.00552911264821887,0.044045174269323334,4,0.6,0,1,0
2008-07-28,0.0041693891398608685,0.03770079391065323,4,0.6,0,1,0
2008-07-29,0.0019022250780835748,0.03200511328060475,4,0.6,0,1,0
2008-07-30,0.013399536721408367,0.029044899353765145,4,0.6,0,1,0
2008-07-31,0.3057370185852051,0.07306760739453388,4,0.6,0,1,0
2008-08-01,0.08301425725221634,0.07465015504310729,4,0.6,0,1,0
2008-08-04,0.03127970173954964,0.06774976045043989,4,0.6,0,1,0
2008-08-05,0.011440142057836056,0.05879069830848124,4,0.6,0,1,0
2008-08-06,0.4413209855556488,0.1196526382835319,4,0.6,0,1,0
2008-08-07,0.7264047265052795,0.21618907057190642,4,0.6,0,1,0
2008-08-08,0.035972416400909424,0.18751595486231917,4,0.6,0,1,0
2008-08-11,0.74944007396698,0.2769200965672694,4,0.6,0,1,0
2008-08-12,0.8235496282577515,0.36389081458740835,4,0.6,0,1,0
2008-08-13,0.6678332686424255,0.4122491485841448,4,0.6,0,1,0
2008-08-14,0.6281234622001648,0.4465955257350974,4,0.6,0,1,0
2008-08-15,0.5031316876411438,0.4555906317621458,4,0.6,0,1,0
2008-08-18,0.5307590961456299,0.4675502039054316,4,0.6,0,1,0
2008-08-19,0.19354480504989624,0.4239549627076802,4,0.6,0,1,0
2008-08-20,0.01696229912340641,0.3592009709659832,4,0.6,0,1,0
2008-08-21,0.025735458359122276,0.306145412520974,4,0.6,0,1,0
2008-08-22,0.15307359397411346,0.2817911374665355,4,0.6,0,1,0
2008-08-25,0.6243510246276855,0.3362936435041575,4,0.6,0,1,0
2008-08-26,0.0191305261105299,0.28583185457752436,4,0.6,0,1,0
2008-08-27,0.03780009597539902,0.24636911265300088,4,0.6,0,1,0
2008-08-28,0.3352363407611847,0.2605082072114788,4,0.6,0,1,0
2008-08-29,0.8201198577880859,0.3495444268840028,4,0.6,0,1,0
2008-09-02,0.20656731724739075,0.3267962562041551,4,0.6,0,1,0
2008-09-03,0.24894605576992035,0.3144100102418515,4,0.6,0,1,0
2008-09-04,0.06850339472293854,0.27528538619996584,4,0.6,0,1,0
2008-09-05,0.0014660493470728397,0.23171974813381988,4,0.6,0,1,0
2008-09-08,0.002115932060405612,0.19518895792511284,4,0.6,0,1,0
2008-09-09,0.03434307128190994,0.16959780076848457,4,0.6,0,1,0
2008-09-10,0.0007942163501866162,0.14274054536951117,4,0.6,0,1,0
2008-09-11,0.0012533869594335556,0.12022943127090227,4,0.6,0,1,0
2008-09-12,0.005742296576499939,0.10201411773369203,4,0.6,0,1,0
2008-09-15,0.007156576029956341,0.08692194280840741,4,0.6,0,1,0
2008-09-16,0.00036821875255554914,0.07315093503798058,4,0.6,0,1,0
2008-09-17,0.0009556381846778095,0.06166440450679788,4,0.6,0,1,0
2008-09-18,0.00037306794547475874,0.051912733146000305,4,0.6,0,1,0
2008-09-19,0.0004974668845534325,0.04373237997311936,4,0.6,0,1,0
2008-09-22,0.07616966217756271,0.04889326785127319,4,0.6,0,1,0
2008-09-23,0.0005342529620975256,0.04119917522760634,4,0.6,0,1,0
2008-09-24,0.0006104905041866004,0.03474136998797346,4,0.6,0,1,0
2008-09-25,0.0004603023990057409,0.029287129245638994,4,0.6,0,1,0
2008-09-26,0.0010161331156268716,0.0247891124170057,4,0.6,0,1,0
2008-09-29,0.004632402211427689,0.021582107566606203,4,0.6,0,1,0
2008-09-30,0.000567393028177321,0.018238591151122287,4,0.6,0,1,0
2008-10-01,0.0003397054097149521,0.015390814266700205,4,0.6,0,1,0
2008-10-02,0.0008843636023811996,0.013082785964061917,4,0.6,0,1,0
2008-10-03,0.0008969820919446647,0.011143980884992896,4,0.6,0,1,0
2008-10-06,0.0008490117616020143,0.009506014392609083,4,0.6,0,1,0
2008-10-07,0.0007907780236564577,0.00811938904439752,4,0.6,0,1,0
2008-10-08,0.0009890585206449032,0.006984927897642619,4,0.6,0,1,0
2008-10-09,0.0005795031902380288,0.0059658018648721224,4,0.6,0,1,0
2008-10-10,0.0006778777460567653,0.005124474181702256,4,0.6,0,1,0
2008-10-13,0.000750385457649827,0.004428540985707209,4,0.6,0,1,0
2008-10-14,0.0009404966258443892,0.0038735806242989716,4,0.6,0,1,0
2008-10-15,0.0007441349443979561,0.0033756745983579434,4,0.6,0,1,0
