strategy_name,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
predicted_strategy,0.06210252057470789,0.10333011633111576,0.503599069601436,-0.14693540146564288,1.9200401093814339,2.920040109381434,150,8.433734939759036,0.6233824185631415
buy_and_hold,0.0927133474694839,0.19920577969490175,0.47687616548242867,-0.5257845222788164,3.900148202698513,4.900148202698513,0,0.0,1.0
