strategy_name,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
predicted_strategy,0.043663845569246185,0.14912982737153482,0.27019601838978236,-0.2172848336548231,1.1385244584728644,2.1385244584728644,170,9.558232931726907,0.6249442213297635
buy_and_hold,0.07493162500634076,0.2541750943547262,0.3585510106059787,-0.5502770959398691,2.6516496918417287,3.6516496918417287,0,0.0,1.0
