penalty,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
0.0,0.4781050534532916,0.09552373805347969,3.997035203909531,-0.046246224299529626,815.4460269872209,816.4460269872209,451,26.28399629972248,0.6672062904717854
1.0,0.38962443729310636,0.09612767530299793,3.329688971713866,-0.046246224299529626,282.09921265236727,283.09921265236727,345,20.106382978723406,0.6704440333024977
2.0,0.32079936499063266,0.09644301759786873,2.792046431248635,-0.046246224299529515,117.41505672691005,118.41505672691005,265,15.444033302497688,0.6713691026827012
3.0,0.2740918820257974,0.09642463943671017,2.4189634206262927,-0.046246224299529515,62.842701717515304,63.842701717515304,241,14.045328399629973,0.6718316373728029
4.0,0.22255287797128176,0.09902078046594634,1.9409128354458913,-0.05516887162736339,30.434177285537785,31.434177285537785,209,12.180388529139686,0.6746068455134135
5.0,0.20818961997465335,0.09899931431448052,1.8218223204595532,-0.052445272994882886,24.664571711809486,25.664571711809486,183,10.665124884366328,0.6759944495837188
