Date,equity_buy_and_hold,equity_penalty_0_0,equity_penalty_1_0,equity_penalty_2_0,equity_penalty_3_0,equity_penalty_4_0,equity_penalty_5_0
2013-06-28,2.129190630060419,8.359324045538296,5.943976545174258,4.6036268228792085,3.7364103350596487,2.8252034032682904,2.8583256916115842
2013-07-01,2.1416673074538948,8.359337311664103,5.943985978178674,4.603634128768089,3.7364162646885632,2.8252078868250434,2.8583302277329277
2013-07-02,2.1396757346082325,8.359347261769623,5.943993053295454,4.603639608466257,3.7364207121387274,2.825211249665367,2.8583336299987194
2013-07-03,2.1406047658066645,8.35879715418891,5.944004843996733,4.603648740398096,3.736428123826472,2.8252168538478744,2.8583392998838764
2013-07-05,2.1637000581967523,8.448981417715332,6.0051635638981855,4.65101634376118,3.7748727696594586,2.8252213374259734,2.858343836026816
2013-07-08,2.1760427213284155,8.497177992397432,6.03941956469596,4.677547714287068,3.7964062455145293,2.839924987931324,2.8732198700678704
2013-07-09,2.1917050084115255,8.558337288494325,6.082888896483653,4.711214835997521,3.823731262582697,2.860365634624292,2.8939001600349843
2013-07-10,2.1924997734416376,8.561440747749423,6.085094698522901,4.712923235981381,3.8251178396450225,2.861402872104249,2.894949557941639
2013-07-11,2.2223653051183465,8.678061959275848,6.16798391505825,4.777121171095943,3.8772223731965756,2.900379988157725,2.9343836362355047
2013-07-12,2.223293076784243,8.681684793011673,6.170558865584573,4.779115477638117,3.8788409986547516,2.9015908108641217,2.935608654457441
2013-07-15,2.2317881199254366,8.7148568869767,6.194136127761917,4.797376134581287,3.893661771482895,2.9126775809232606,2.9468254042533553
2013-07-16,2.223426335326534,8.682205151156188,6.17092871321651,4.779401925686124,3.8790734865362,2.90176472485046,2.935784607386956
2013-07-17,2.229133277246403,8.704490054301747,6.186767840062512,4.791669374698594,3.889030032763451,2.9092127803523367,2.9433199828466257
2013-07-18,2.241344445181325,8.752173156485854,6.220658887242381,4.817918087604331,3.91033409713626,2.925149416435032,2.959443457814954
2013-07-19,2.2453258275271,8.76771996267502,6.231708871784472,4.826476332214443,3.917280167015832,2.9303454666317728,2.9647004257752316
2013-07-22,2.2497064816867347,8.784825875970155,6.24386700093265,4.835892837989189,3.924922821568553,2.936062601267731,2.970484587295587
2013-07-23,2.2449273114327624,8.76616380656042,6.230602824612971,4.825619695518892,3.9165849007994784,2.929825368472251,2.964174230057854
2013-07-24,2.2366992891891657,8.734034396212005,6.207766655989225,4.8079330176511235,3.9022299827054288,2.9190870839055862,2.953310051349437
2013-07-25,2.242140973556988,8.75528350138748,6.222869583295663,4.8196302780160485,3.911723750597774,2.9261889552342795,2.960495184021244
2013-07-26,2.244530306777467,8.764613552428557,6.229500972310641,4.824766307761503,3.915892271496713,2.9293072428721207,2.963650030025877
2013-07-29,2.237627312761569,8.737658213611619,6.210342305660409,4.80992786568299,3.903849047649202,2.9202982353718814,2.954535402185606
2013-07-30,2.237627312761569,8.737658213611619,6.210342305660409,4.80992786568299,3.903849047649202,2.9202982353718814,2.954535402185606
2013-07-31,2.239221125232415,8.743881854406231,6.214765795201554,4.813353870975504,3.906629673029022,2.9223782992500706,2.9566398524408846
2013-08-01,2.265103007404784,8.844947406769387,6.286598734891056,4.868988688072711,3.9517841813306194,2.956156406267719,2.9908139692463718
2013-08-02,2.268951383114775,8.859974838477827,6.297279570946072,4.8772610261245095,3.9584982028143414,2.9611788712380203,2.9958953168913673
2013-08-05,2.265633018695864,8.84701703538198,6.288069735680463,4.870127982388413,3.952708859029236,2.9568481170942897,2.991513789593631
2013-08-06,2.2527585809275714,8.796743946440765,6.2523378400792495,4.842453527118966,3.9302476290763626,2.9400458561986853,2.974514541348528
2013-08-07,2.2454578265368563,8.768235402500594,6.232075223692101,4.826760072813983,3.9175104574692914,2.9305177368186195,2.9648747156335795
2013-08-08,2.2536876121260034,8.800371698495535,6.254916286329881,4.844450541109608,3.931868451962529,2.9412583227045745,2.9757412226416315
2013-08-09,2.247185149456501,8.774980385103513,6.236869260010047,4.830473067644197,3.9205240102161585,2.9327720434430455,2.9671554514326073
2013-08-12,2.2445303067774676,8.76461355242856,6.2295009723106425,4.824766307761504,3.915892271496715,2.9293072428721216,2.9636500300258777
2013-08-13,2.2511647684567255,8.790520305646153,6.247914350538105,4.839027521826452,3.927467003696543,2.937965792320496,2.97241009109325
2013-08-14,2.239618633700725,8.745434075865678,6.215869045793611,4.8142083417122805,3.9073231813029854,2.9228970823699987,2.957164717701329
2013-08-15,2.2082948152540265,8.741078706560122,6.212773441274207,4.81181078716437,3.8526744656234455,2.882016775263759,2.9158051356098023
2013-08-16,2.200995824208862,8.741096045653045,6.212785765137156,4.811820332031447,3.85075577068317,2.8805814837399546,2.9143530169295344
2013-08-19,2.186926090064062,8.741116851570105,6.212800553065885,4.811831785324514,3.8507649364107595,2.8805883402187216,2.9143599537926965
2013-08-20,2.1976777116964583,8.741130723595548,6.212810412690096,4.811839421631645,3.850771047518765,2.880592911670565,2.9143645788395998
2013-08-21,2.1841389964687665,8.741144595643005,6.212820272329953,4.811847057950895,3.8507771586364687,2.880597483129663,2.914369203893843
2013-08-22,2.2040481753562053,8.74115500021311,6.212827667439754,4.811852785484572,3.8507817422102177,2.880600911900132,2.914372672862736
2013-08-23,2.2114806768501687,8.7411654047956,6.212835062558358,4.811858513025066,3.8507863257894224,2.8806043406746826,2.914376141835758
2013-08-26,2.203252150793558,8.741179276898096,6.212844922237335,4.811866149374613,3.8507924369313726,2.8806089121519185,2.914380766908352
2013-08-27,2.167813691458793,8.741196616190512,6.212857246242075,4.811875694351508,3.8508000754906546,2.880614626223062,2.9143865479704636
2013-08-28,2.175512458130832,8.741207020822538,6.212864641395886,4.811881421919272,3.8508046590916813,2.8806180550139366,2.9143900169600014
2013-08-29,2.178963325372513,8.741213957597527,6.212869571749778,4.811885240492452,3.850807714981489,2.8806203409910593,2.9143923297375993
2013-08-30,2.1720603313566147,8.741224362250193,6.21287696691826,4.811890968071578,3.8508122985916096,2.8806237697887362,2.914395798734019
2013-09-03,2.181882921790579,8.741231299038944,6.212881897281933,4.811894786652333,3.85081535448748,2.880626055770394,2.9143981115162054
