Date,equity_single_threshold_055_baseline,equity_single_threshold_055_dd20_pf46,equity_single_threshold_055_dd20_pf48,equity_single_threshold_055_dd20_pf50,equity_single_threshold_055_dd20_pf52,equity_buy_and_hold
2000-05-26,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0326087633950403
2000-05-30,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.034873210867487
2000-05-31,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0529889662060379
2000-06-01,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0713310170667028
2000-06-02,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,1.066122796658024
2000-06-05,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,1.061367606191017
2000-06-06,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,1.0687271263110856
2000-06-07,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,1.0645377624288517
2000-06-08,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,1.0622728760589608
2000-06-09,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,1.0498188099682038
2000-06-12,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,1.0695199506538826
2000-06-13,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,1.0713310170667028
2000-06-14,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,1.073595552318638
2000-06-15,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,1.0647738014742214
2000-06-16,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,1.0783934036171996
2000-06-19,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,1.0745343539513015
2000-06-20,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,1.0740802706557646
2000-06-21,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,1.0577375732113854
2000-06-22,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,1.0486588918032653
2000-06-23,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,1.0621641172723437
2000-06-26,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,1.0543332212974459
2000-06-27,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,1.0572839288132925
2000-06-28,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,1.0472967296961435
2000-06-29,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,1.0552409489910757
2000-06-30,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,1.0697682788276839
2000-07-03,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,1.050474610528992
2000-07-05,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,1.0586457398024596
2000-07-06,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,1.075669430520911
2000-07-07,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,1.0738533606772296
2000-07-10,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,1.0761231626984928
2000-07-11,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,1.0831605320946833
2000-07-12,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,1.0879263438798348
2000-07-13,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0985949751685
2000-07-14,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.0967789053248187
2000-07-17,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,1.0878129327803117
2000-07-18,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,1.0790746602297392
2000-07-19,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,1.0940550200080186
2000-07-20,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,1.0727189863435311
2000-07-21,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,1.0665902224358588
2000-07-24,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,1.06999518880622
2000-07-25,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,1.0595537308345566
2000-07-26,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,1.0559225567215702
2000-07-27,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,1.0320888454829078
2000-07-28,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,1.0386715171271397
2000-07-31,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,1.0450271032338585
2000-08-01,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,1.0502478761094345
2000-08-02,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,1.0575107510123396
2000-08-03,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,1.0631855194039639
2000-08-04,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,1.0758964282789356
2000-08-07,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,1.0799823001438802
2000-08-08,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,1.0709026531613832
2000-08-09,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,1.0656823191832512
2000-08-10,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,1.070675830962337
2000-08-11,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,1.0842951697668488
2000-08-14,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,1.0833870909552636
2000-08-15,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,1.0795283924073207
2000-08-16,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,1.0908769636161926
2000-08-17,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,1.0872453506057624
2000-08-18,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,1.0931472045348996
2000-08-21,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,1.0913310469117294
2000-08-22,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,1.0956435654167431
2000-08-23,0.9848684804922957,0.9848684804922957,0.9848684804922957,0.9848684804922957,0.9848684804922957,1.0990487951255705
2000-08-24,0.9844618079464366,0.9844618079464366,0.9844618079464366,0.9844618079464366,0.9844618079464366,1.0985949751685
2000-08-25,0.9878178397006109,0.9878178397006109,0.9878178397006109,0.9878178397006109,0.9878178397006109,1.102340087057942
2000-08-28,0.9880210973134735,0.9880210973134735,0.9880210973134735,0.9880210973134735,0.9880210973134735,1.1025669092569885
2000-08-29,0.97856324684994,0.97856324684994,0.97856324684994,0.97856324684994,0.97856324684994,1.0920125668627345
2000-08-30,0.9783116030890278,0.9783116030890278,0.9783116030890278,0.9783116030890278,0.9783116030890278,1.10653937002241
2000-08-31,0.9788256011110646,0.9788256011110646,0.9788256011110646,0.9788256011110646,0.9788256011110646,1.1076740076945752
2000-09-01,0.9710033426921673,0.9710033426921673,0.9710033426921673,0.9710033426921673,0.9710033426921673,1.098822060706013
2000-09-05,0.9707500159461158,0.9707500159461158,0.9707500159461158,0.9707500159461158,0.9707500159461158,1.0863380618095768
2000-09-06,0.9709817675002496,0.9709817675002496,0.9709817675002496,0.9709817675002496,0.9709817675002496,1.0956435654167433
2000-09-07,0.9712113963549774,0.9712113963549774,0.9712113963549774,0.9712113963549774,0.9712113963549774,1.0881535171968366
2000-09-08,0.9714399897841368,0.9714399897841368,0.9714399897841368,0.9714399897841368,0.9714399897841368,1.0865644451111793
2000-09-11,0.9716679101884459,0.9716679101884459,0.9716679101884459,0.9716679101884459,0.9716679101884459,1.0786202258162472
2000-09-12,0.971895884067711,0.971895884067711,0.971895884067711,0.971895884067711,0.971895884067711,1.081457697791548
2000-09-13,0.9721257291031619,0.9721257291031619,0.9721257291031619,0.9721257291031619,0.9721257291031619,1.0869054684251482
2000-09-14,0.972355628494991,0.972355628494991,0.972355628494991,0.972355628494991,0.972355628494991,1.0631256537926057
2000-09-15,0.972585945859362,0.972585945859362,0.972585945859362,0.972585945859362,0.972585945859362,1.0533413130740625
2000-09-18,0.972817045054439,0.972817045054439,0.972817045054439,0.972817045054439,0.972817045054439,1.062898568255093
2000-09-19,0.9730478354541273,0.9730478354541273,0.9730478354541273,0.9730478354541273,0.9730478354541273,1.0550477463362384
2000-09-20,0.9732786806063601,0.9732786806063601,0.9732786806063601,0.9732786806063601,0.9732786806063601,1.0390054303025162
2000-09-21,0.973509580524127,0.973509580524127,0.973509580524127,0.973509580524127,0.973509580524127,1.057892240670643
2000-09-22,0.9737412631192993,0.9737412631192993,0.9737412631192993,0.9737412631192993,0.9737412631192993,1.0503828809632019
2000-09-25,0.9739730008519104,0.9739730008519104,0.9739730008519104,0.9739730008519104,0.9739730008519104,1.036957008151994
2000-09-26,0.9742055218438486,0.9742055218438486,0.9742055218438486,0.9742055218438486,0.9742055218438486,1.0424186479448239
2000-09-27,0.9744399184555602,0.9744399184555602,0.9744399184555602,0.9744399184555602,0.9744399184555602,1.0558444329765426
2000-09-28,0.9746736433474193,0.9746736433474193,0.9746736433474193,0.9746736433474193,0.9746736433474193,1.0458321289255983
2000-09-29,0.9749088807449443,0.9749088807449443,0.9749088807449443,0.9749088807449443,0.9749088807449443,1.047424975529274
2000-10-02,0.9751430823704976,0.9751430823704976,0.9751430823704976,0.9751430823704976,0.9751430823704976,1.0376401081337974
2000-10-03,0.9753773402581308,0.9753773402581308,0.9753773402581308,0.9753773402581308,0.9753773402581308,1.0462872655750006
2000-10-04,0.9756120188126766,0.9756120188126766,0.9756120188126766,0.9756120188126766,0.9756120188126766,1.0499279198727767
2000-10-05,0.9758463893525579,0.9758463893525579,0.9758463893525579,0.9758463893525579,0.9758463893525579,1.0271725796539617
2000-10-06,0.9760808161950972,0.9760808161950972,0.9760808161950972,0.9760808161950972,0.9760808161950972,1.019435871070541
2000-10-09,0.9763163932136644,0.9763163932136644,0.9763163932136644,0.9763163932136644,0.9763163932136644,1.0025968683965143
2000-10-10,0.9765505681885421,0.9765505681885421,0.9765505681885421,0.9765505681885421,0.9765505681885421,0.9941773231697566
2000-10-11,0.9767833395341065,0.9767833395341065,0.9767833395341065,0.9767833395341065,0.9767833395341065,0.9693744385953076
2000-10-12,0.977016166363228,0.977016166363228,0.977016166363228,0.977016166363228,0.977016166363228,1.0016869462156646
2000-10-13,0.9772523340294145,0.9772523340294145,0.9772523340294145,0.9772523340294145,0.9772523340294145,1.0062374349148016
2000-10-16,0.9774892886585332,0.9774892886585332,0.9774892886585332,0.9774892886585332,0.9774892886585332,0.981206938125907
2000-10-17,0.977726300742103,0.977726300742103,0.977726300742103,0.977726300742103,0.977726300742103,0.9775659327101758
2000-10-18,0.9779641003868935,0.9779641003868935,0.9779641003868935,0.9779641003868935,0.9779641003868935,1.0144294557066023
2000-10-19,0.9782015927504971,0.9782015927504971,0.9782015927504971,0.9782015927504971,0.9782015927504971,1.018753473324648
2000-10-20,0.9784402383052818,0.9784402383052818,0.9784402383052818,0.9784402383052818,0.9784402383052818,1.0233040498032735
2000-10-23,0.9786793072741108,0.9786793072741108,0.9786793072741108,0.9786793072741108,0.9786793072741108,1.01647743895968
2000-10-24,0.9789198954440708,0.9789198954440708,0.9789198954440708,0.9789198954440708,0.9789198954440708,0.9925845643455696
2000-10-25,0.979159446948828,0.979159446948828,0.979159446948828,0.979159446948828,0.979159446948828,0.9953150331240294
2000-10-26,0.9793986916468043,0.9793986916468043,0.9793986916468043,0.9793986916468043,0.9793986916468043,1.0142022823896004
2000-10-27,0.9796394566626099,0.9796394566626099,0.9796394566626099,0.9796394566626099,0.9796394566626099,1.0233040498032735
2000-10-30,0.9798799153616545,0.9798799153616545,0.9798799153616545,0.9798799153616545,0.9798799153616545,1.0409393002201603
2000-10-31,0.9801200674549742,0.9801200674549742,0.9801200674549742,0.9801200674549742,0.9801200674549742,1.0374128470373067
2000-11-01,0.9803602784055343,0.9803602784055343,0.9803602784055343,0.9803602784055343,0.9803602784055343,1.0391191047405055
2000-11-02,0.9806009140348336,0.9806009140348336,0.9806009140348336,0.9806009140348336,0.9806009140348336,1.03968774026892
2000-11-03,0.9808430719746153,0.9808430719746153,0.9808430719746153,0.9808430719746153,0.9808430719746153,1.0469696633208936
2000-11-06,0.9810852897149406,0.9810852897149406,0.9810852897149406,0.9810852897149406,0.9810852897149406,1.046741963326959
2000-11-07,0.9813272013300341,0.9813272013300341,0.9813272013300341,0.9813272013300341,0.9813272013300341,1.023531662017719
2000-11-08,0.9815688065295716,0.9815688065295716,0.9815688065295716,0.9815688065295716,0.9815688065295716,1.0196636588439638
2000-11-09,0.9818093725417224,0.9818093725417224,0.9818093725417224,0.9818093725417224,0.9818093725417224,0.9948598964746268
2000-11-10,0.9820507301738228,0.9820507301738228,0.9820507301738228,0.9820507301738228,0.9820507301738228,0.9871234512296724
2000-11-13,0.9822914142973567,0.9822914142973567,0.9822914142973567,0.9822914142973567,0.9822914142973567,1.0130644846558383
2000-11-14,0.9825325239361714,0.9825325239361714,0.9825325239361714,0.9825325239361714,0.9825325239361714,1.016249914524723
2000-11-15,0.9827725928010264,0.9827725928010264,0.9827725928010264,0.9827725928010264,0.9827725928010264,1.000321009590524
2000-11-16,0.9830127203235425,0.9830127203235425,0.9830127203235425,0.9830127203235425,0.9830127203235425,0.9949740098100605
2000-11-17,0.9832532733835476,0.9832532733835476,0.9832532733835476,0.9832532733835476,0.9832532733835476,0.9807520648149703
2000-11-20,0.9834938853092963,0.9834938853092963,0.9834938853092963,0.9834938853092963,0.9834938853092963,0.985758041281465
2000-11-21,0.9837345561151934,0.9837345561151934,0.9837345561151934,0.9837345561151934,0.9837345561151934,0.9622061899813236
2000-11-22,0.9839752858156477,0.9839752858156477,0.9839752858156477,0.9839752858156477,0.9839752858156477,0.9818894236512882
2000-11-27,0.9842131356638251,0.9842131356638251,0.9842131356638251,0.9842131356638251,0.9842131356638251,0.9649723184803427
2000-11-28,0.9844495724435242,0.9844495724435242,0.9844495724435242,0.9844495724435242,0.9844495724435242,0.9631675778242857
2000-11-29,0.9846849624734952,0.9846849624734952,0.9846849624734952,0.9846849624734952,0.9846849624734952,0.9548215332986115
2000-11-30,0.9849211446967504,0.9849211446967504,0.9849211446967504,0.9849211446967504,0.9849211446967504,0.9543708049538657
2000-12-01,0.9851544383966191,0.9851544383966191,0.9851544383966191,0.9851544383966191,0.9851544383966191,0.9624910502411972
2000-12-04,0.9853852079043197,0.9853852079043197,0.9853852079043197,0.9853852079043197,0.9853852079043197,0.9940702266482554
2000-12-05,0.9856164001522687,0.9856164001522687,0.9856164001522687,0.9856164001522687,0.9856164001522687,0.978167608305764
2000-12-06,0.9858483840783142,0.9858483840783142,0.9858483840783142,0.9858483840783142,0.9858483840783142,0.964746606255194
2000-12-07,0.9860796849972073,0.9860796849972073,0.9860796849972073,0.9860796849972073,0.9860796849972073,0.9670021622691907
2000-12-08,0.9863106712411821,0.9863106712411821,0.9863106712411821,0.9863106712411821,0.9863106712411821,1.0006116175310666
2000-12-11,0.9865409734301624,0.9865409734301624,0.9865409734301624,0.9865409734301624,0.9865409734301624,0.996325869675446
2000-12-12,0.986771329394388,0.986771329394388,0.986771329394388,0.986771329394388,0.986771329394388,0.9826786333205635
2000-12-13,0.9870017391464154,0.9870017391464154,0.9870017391464154,0.9870017391464154,0.9870017391464154,0.9701602191310068
2000-12-14,0.9872307249224098,0.9872307249224098,0.9872307249224098,0.9872307249224098,0.9872307249224098,0.9482475124680629
2000-12-15,0.9874571757776677,0.9874571757776677,0.9874571757776677,0.9874571757776677,0.9874571757776677,0.9609177646810909
2000-12-18,0.9876829386520436,0.9876829386520436,0.9876829386520436,0.9876829386520436,0.9876829386520436,0.9413467570941705
2000-12-19,0.9879046801400065,0.9879046801400065,0.9879046801400065,0.9879046801400065,0.9879046801400065,0.9140823039363237
2000-12-20,0.988110133451899,0.988110133451899,0.988110133451899,0.988110133451899,0.988110133451899,0.9204179086154045
2000-12-21,0.9883115335338051,0.9883115335338051,0.9883115335338051,0.9883115335338051,0.9883115335338051,0.9480212781637504
2000-12-22,0.9885345280897827,0.9885345280897827,0.9885345280897827,0.9885345280897827,0.9885345280897827,0.9582031270557276
2000-12-26,0.9887538644215902,0.9887538644215902,0.9887538644215902,0.9887538644215902,0.9887538644215902,0.9652164775026126
2000-12-27,0.988977700234974,0.988977700234974,0.988977700234974,0.988977700234974,0.988977700234974,0.9681582195642284
2000-12-28,0.9892023282024889,0.9892023282024889,0.9892023282024889,0.9892023282024889,0.9892023282024889,0.9498310655850575
2000-12-29,0.9894262655398807,0.9894262655398807,0.9894262655398807,0.9894262655398807,0.9894262655398807,0.9326357792330014
2001-01-02,0.9896435709216006,0.9896435709216006,0.9896435709216006,0.9896435709216006,0.9896435709216006,0.9774349572125673
2001-01-03,0.989849013107076,0.989849013107076,0.989849013107076,0.989849013107076,0.989849013107076,0.9669134088113455
