Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,y_true,selected_smoothing_halflife,next_ret,next_rf_daily,next_excess_ret,forward_ret_1d,forward_rf_1d,forward_excess_ret_1d,forward_ret_5d,forward_rf_5d,forward_excess_ret_5d,forward_ret_10d,forward_rf_10d,forward_excess_ret_10d,forward_ret_20d,forward_rf_20d,forward_excess_ret_20d
2000-07-06,2000-05-26,0.0876478031277656,0.0876478031277656,0,0,0.0160806302603435,0.0002327500798466,0.0158478801804968,0.016080630260343565,0.0002327500798466886,0.015844192443440486,0.027658548064283472,0.0011788963085508364,0.026448471750019742,0.0334477142581866,0.0023685532137649457,0.03100572234112553,-0.001072113878558767,0.004769378795184576,-0.005813764628006313
2000-07-07,2000-05-26,0.2936470806598663,0.2936470806598663,0,0,-0.0016883159381054,0.0002349953040232,-0.0019233112421287,-0.001688315938105367,0.00023499530402326663,-0.0019228593792042226,0.02131281599820789,0.001183763963202411,0.020105252162025078,-0.002742891164947081,0.0023719277661811144,-0.0051027156581756605,-0.011605713393659234,0.004776516564132693,-0.01630435195063229
2000-07-10,2000-05-26,0.4275200963020324,0.4275200963020324,0,0,0.0021136982984639,0.0002349953040232,0.0018787029944407,0.002113698298463973,0.00023499530402326663,0.0018782616117822837,0.021348859618161242,0.0011856357913446747,0.020139345897506322,-0.006763622024510085,0.0023760495149500738,-0.009118006704053716,0.0019025573476976199,0.004783275205223925,-0.002867004187483091
2000-07-11,2000-05-26,0.4165190160274505,0.4165190160274505,1,0,0.0065395575898055,0.0002376131344081,0.0063019444553973,0.006539557589805511,0.00023761313440817666,0.00630044738634572,0.01086285518890362,0.001187881883929709,0.009663494215260249,-0.005694491211309272,0.00237979675043265,-0.008055118417108487,0.003586148481099949,0.004789283489864404,-0.0011974003191850269
2000-07-12,2000-05-26,0.7703361511230469,0.7703361511230469,1,0,0.0043999127035536,0.000237986969833,0.0041619257337206,0.004399912703553666,0.00023798696983301504,0.004160935485292727,-0.00377217572453703,0.0011882560745144488,-0.004954544531415528,-0.02179436986544747,0.002380171386491714,-0.024117138329363574,-0.011316770294052647,0.004792286796678535,-0.016032226065436417
2000-07-13,2000-05-26,0.9319322109222412,0.9319322109222412,1,0,0.0098063911667201,0.0002376131344081,0.0095687780323119,0.009806391166720108,0.00023761313440817666,0.00956650490509614,0.005633355753044134,0.0011882560745142268,0.004439824030655792,-0.02941723705681254,0.0023816695793779097,-0.03172335209355337,-0.020446259824222324,0.004794914573768461,-0.025120722678715013
2000-07-14,2000-05-26,0.9357149600982666,0.9357149600982666,1,0,-0.0016530840616696,0.0002368653583333,-0.0018899494200029,-0.0016530840616696407,0.000236865358333338,-0.00188950186246728,-0.02355371124922545,0.0011867589604881434,-0.024711144038102484,-0.060537442086326165,0.0023827933842353044,-0.06277066594302838,-0.025413500732497485,0.004799418714709347,-0.030068607609122333
2000-07-17,2000-05-26,0.9677498936653136,0.9677498936653136,0,0,-0.0081748222006984,0.0002372392639105,-0.0084120614646089,-0.008174822200698428,0.00023723926391050476,-0.008410066266678395,-0.027524857327575036,0.0011890039979092215,-0.028679760975025892,-0.052980038105737925,0.00238728755861195,-0.05523546273137714,-0.01138218058111895,0.004803923724004289,-0.016108719246571312
2000-07-18,2000-05-26,0.3164814412593841,0.3164814412593841,0,0,-0.008032881653869,0.000237986969833,-0.008270868623702,-0.00803288165386895,0.00023798696983301504,-0.008268900733072626,-0.016379419141994922,0.001190500692297869,-0.01754902770466127,-0.0393319735931964,0.0023906583611463805,-0.04162312528187062,-0.004068568861132493,0.004808428329373227,-0.008834517048453616
2000-07-19,2000-05-26,0.1199395433068275,0.1199395433068275,0,0,0.0138825980540493,0.000237986969833,0.0136446110842163,0.013882598054049344,0.00023798696983301504,0.01364136461718668,-0.018090434438545966,0.001190500692298091,-0.019258008458441944,-0.02671435553325563,0.0023932798573924607,-0.029038138997489193,0.00042048265454175393,0.004811806637472049,-0.004370294968592758
2000-07-20,2000-05-26,0.2814723551273346,0.2814723551273346,0,0,-0.0195017922081569,0.0002361174419138,-0.0197379096500708,-0.019501792208156843,0.00023611744191387452,-0.019733250285492665,-0.03485424644015489,0.0011919971070601942,-0.036003327684770325,-0.033402587920496773,0.0023951525351848524,-0.03571220427906563,-0.0029048414693093605,0.004815184956928231,-0.0076830312099319675
2000-07-21,2000-05-26,0.144735962152481,0.144735962152481,0,0,-0.0057132986231211,0.0002391082657355,-0.0059524068888567,-0.005713298623121088,0.00023910826573558808,-0.005950983959402745,-0.03787584761514751,0.001194616701672091,-0.03902384577888862,-0.008887198847913114,0.0023988987833187814,-0.011259088218203983,0.013541630610777844,0.004820441380650076,0.008679350927758511
2000-07-24,2000-05-26,0.0059003438800573,0.0059003438800573,0,0,0.0031923847591486,0.0002387345354899,0.0029536502236586,0.0031923847591486254,0.00023873453548994839,0.0029529452536452006,-0.026175662144135026,0.001196860488796636,-0.027339800705695416,0.008725193281655663,0.0024015195608859674,0.0063085236777571385,0.024898955137982792,0.004823818775294031,0.019978762433355612
2000-07-25,2000-05-26,0.1082108169794082,0.1082108169794082,0,0,-0.0097584158142923,0.000237986969833,-0.0099964027841253,-0.009758415814292265,0.00023798696983301504,-0.00999402433655694,-0.02333476433685433,0.001198730579264451,-0.024504121076865948,0.009333790882558146,0.002403766264287288,0.006913406405182787,0.01994014396393129,0.004826821337231335,0.015040723740422202
2000-07-26,2000-05-26,0.0017468101577833,0.0017468101577833,0,0,-0.0034270787854489,0.0002394819609343,-0.0036665607463832,-0.0034270787854489004,0.00023948196093437346,-0.0036656828814586317,-0.008782805868459587,0.0012013489583273529,-0.00997217476502077,0.010711039937434608,0.0024063877948126144,0.008284715903388529,0.03406135388128062,0.0048309500690300045,0.029089872092656455
