term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.006313249057893172,0.0016055846908379053,3.932056087678864,8.422240827331284e-05,0.0031663608897220005,0.009460137226064343
predicted_probability_smoothed,0.0014902244297883731,0.0020633994503767147,0.7222180996104768,0.470160397099593,-0.0025539641786697298,0.0055344130382464765
