term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.0004765888282621907,0.0004554876259155291,1.0463266204087285,0.2954102589250567,-0.00041615051393589927,0.0013693281704602808
predicted_probability_smoothed,-0.00026380580132507724,0.0005734578753629628,-0.4600264686540485,0.6454972219304478,-0.0013877625836873435,0.000860150981037189
