term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.0005701907580783654,0.0004555002434008387,1.2517902379617378,0.2106463082111848,-0.00032257331393650693,0.0014629548300932379
predicted_probability_smoothed,-0.00029647591743309925,0.0005734731472000016,-0.5169830860967966,0.6051679659642969,-0.0014204626320459394,0.0008275107971797408
