term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.002995471164168653,0.0011769263080158745,2.5451645899721442,0.010922624095729864,0.0006887379879998447,0.005302204340337461
predicted_probability_smoothed,0.0010563038321588342,0.0014920136422627794,0.7079719663667752,0.47896266655345565,-0.0018679891711186414,0.00398059683543631
