term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.004464723374054491,0.0016054334467558535,2.7810080717307146,0.005419038976992465,0.0013181316388370156,0.007611315109271966
predicted_probability_smoothed,0.0021054490693486172,0.002063275382122329,1.0204401640186815,0.3075197537011173,-0.001938496369799265,0.006149394508496499
