term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.0018620552112939344,0.0008927656164015139,2.0857156425886485,0.03700438863364896,0.00011226675651126571,0.003611843666076603
predicted_probability_smoothed,-1.8123695318896958e-06,0.0011307759671458993,-0.001602766228277872,0.9987211781193999,-0.0022180925397213,0.0022144678006575202
