term,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
const,0.0013953657275773532,0.000892767050095474,1.5629673243744047,0.11806028065793076,-0.00035442553719384215,0.0031451569923485485
predicted_probability_smoothed,0.00015938022192460433,0.0011307601816335998,0.14094962354824792,0.8879097395022246,-0.0020568690092292214,0.00237562945307843
