Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,rebalance_date,predicted_label,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger,equity_predicted_strategy
2000-05-26,0.0,0.0,0.00022638173304612152,0.00022638173304612152,0.0,2000-05-26,0,0.0019663844723254442,0.0019663844723254442,8,,0.5,bear,0,0,0,1.0002263817330461
2000-05-30,0.0,0.0,0.00021737376450348123,0.00021737376450348123,0.0,2000-05-26,0,0.19292856752872467,0.01781547356681602,8,,0.5,bear,0,0,0,1.0004438047069992
2000-05-31,0.0,0.0,0.00022150494454731273,0.00022150494454731273,0.0,2000-05-26,0,0.1538040041923523,0.029101971779273275,8,,0.5,bear,0,0,0,1.0006654079564836
2000-06-01,0.0,0.0,0.00022638173304612152,0.00022638173304612152,0.0,2000-05-26,0,0.3151674270629883,0.052844247946636544,8,,0.5,bear,1,0,0,1.0008919403257361
2000-06-02,0.0,0.0,0.00023050358995235776,0.00023050358995235776,0.0,2000-05-26,0,0.8891642093658447,0.12225542333165618,8,,0.5,bear,1,0,0,1.0011226495111356
2000-06-05,0.0,0.0,0.0002308780928923504,0.0002308780928923504,0.0,2000-05-26,0,0.7073924541473389,0.17081943106058153,8,,0.5,bear,0,0,0,1.0013537867992062
2000-06-06,0.0,0.0,0.0002282558329096407,0.0002282558329096407,0.0,2000-05-26,0,0.1987646222114563,0.17313876893797675,8,,0.5,bear,1,0,0,1.0015823516418492
2000-06-07,0.0,0.0,0.00022788108344018454,0.00022788108344018454,0.0,2000-05-26,0,0.7655757069587708,0.22230863944990747,8,,0.5,bear,0,0,0,1.001810593313296
2000-06-08,0.0,0.0,0.0002282558329096407,0.0002282558329096407,0.0,2000-05-26,0,0.1597491204738617,0.21711645231583504,8,,0.5,bear,0,0,0,1.0020392624246903
2000-06-09,0.0,0.0,0.00022863054714061803,0.00022863054714061803,0.0,2000-05-26,0,0.19271457195281982,0.21509119490750145,8,,0.5,bear,0,0,0,1.002268359209515
2000-06-12,0.0,0.0,0.00022675662353544013,0.00022675662353544013,0.0,2000-05-26,0,0.04370621591806412,0.20086693459592578,8,,0.5,bear,1,0,0,1.0024956301985257
2000-06-13,0.0,0.0,0.00022450675139285003,0.00022450675139285003,0.0,2000-05-26,0,0.5393533706665039,0.22895994021984428,8,,0.5,bear,1,0,0,1.0027206972357472
2000-06-14,0.0,0.0,0.00022525684992213968,0.00022525684992213968,0.0,2000-05-26,0,0.4709119498729706,0.2490409787595581,8,,0.5,bear,1,0,0,1.0029465669413582
2000-06-15,0.0,0.0,0.00022488181830659926,0.00022488181830659926,0.0,2000-05-26,0,0.33317431807518005,0.2560237057544442,8,,0.5,bear,0,0,0,1.0031721113889964
2000-06-16,0.0,0.0,0.00022525684992213968,0.00022525684992213968,0.0,2000-05-26,0,0.0907362550497055,0.2423055156369437,8,,0.5,bear,1,0,0,1.0033980827787377
2000-06-19,0.0,0.0,0.00022338133879551414,0.00022338133879551414,0.0,2000-05-26,0,0.650479793548584,0.2761823303714627,8,,0.5,bear,0,0,0,1.0036222231858136
2000-06-20,0.0,0.0,0.00022413164917400863,0.00022413164917400863,0.0,2000-05-26,0,0.15126532316207886,0.26581472383811094,8,,0.5,bear,1,0,0,1.0038471666898439
2000-06-21,0.0,0.0,0.00022525684992213968,0.00022525684992213968,0.0,2000-05-26,0,0.24681425094604492,0.26423776141087024,8,,0.5,bear,0,0,0,1.0040732901404157
2000-06-22,0.0,0.0,0.00022600680728523947,0.00022600680728523947,0.0,2000-05-26,0,0.02484280802309513,0.2443689482024787,8,,0.5,bear,0,0,0,1.0043002175390008
2000-06-23,0.0,0.0,0.00022450675139285003,0.00022450675139285003,0.0,2000-05-26,0,0.0023840407375246286,0.22428517927739572,8,,0.5,bear,0,0,0,1.0045256897182635
2000-06-26,0.0,0.0,0.00022488181830659926,0.00022488181830659926,0.0,2000-05-26,0,0.06938961893320084,0.21142947404328066,8,,0.5,bear,0,0,0,1.004751589281903
2000-06-27,0.0,0.0,0.00022413164917400863,0.00022413164917400863,0.0,2000-05-26,0,0.006373661570250988,0.19441067069063805,8,,0.5,bear,0,0,0,1.0049767859126189
2000-06-28,0.0,0.0,0.00022563184624613264,0.00022563184624613264,0.0,2000-05-26,0,0.09662923961877823,0.18629520726201257,8,,0.5,bear,0,0,0,1.0052035406802589
2000-06-29,0.0,0.0,0.00022675662353544013,0.00022675662353544013,0.0,2000-05-26,0,0.0013330690562725067,0.17094409763071733,8,,0.5,bear,0,0,0,1.0054314772411095
2000-06-30,0.0,0.0,0.00023125256064071564,0.00023125256064071564,0.0,2000-05-26,0,0.044385235756635666,0.16044022379855005,8,,0.5,bear,0,0,0,1.0056639858447702
2000-07-03,0.0,0.0,0.0002308780928923504,0.0002308780928923504,0.0,2000-05-26,0,0.41406601667404175,0.18149013914622536,8,,0.5,bear,0,0,0,1.0058961716279127
2000-07-05,0.0,0.0,0.000232001390587655,0.000232001390587655,0.0,2000-05-26,0,0.009567041881382465,0.16722121719351335,8,,0.5,bear,0,0,0,1.0061295409385171
2000-07-06,0.0,0.0,0.0002327500798466886,0.0002327500798466886,0.0,2000-05-26,0,0.04571611434221268,0.15713678492685482,8,,0.5,bear,0,0,0,1.0063637176695066
