version,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
paper_baseline_gspc_to_spy,0.06937561991635999,0.10238286465521894,0.5244011370741228,-0.18729431176394462,4.574095426824724,5.574095426824724,246,9.603718048024788,0.6347017815646785
buy_and_hold,0.0836473077280444,0.19216512266731844,0.417187269690817,-0.5569273201989486,6.828125337747283,7.828125337747283,0,0.0,1.0
