switch_type,count,avg_future_5d_strategy_return,avg_future_20d_strategy_return,avg_future_60d_strategy_return,avg_future_5d_bh_return,avg_future_20d_bh_return,avg_future_60d_bh_return,avg_switches_per_year
overall_position_switch,176,0.001652696079695641,0.005265514272269963,0.02237661089149012,0.0033267564036166385,0.00836806669309174,0.025887769862501925,6.805420283717976
position_0_to_1,88,0.0027029234625712537,0.00673468085294581,0.02404038944306703,0.003361168619446482,0.007586122804877671,0.022072338444344697,3.402710141858988
position_1_to_0,88,0.0006024686968200284,0.0037963476915941156,0.020693486077685574,0.0032923441877867952,0.009150010581305809,0.029747566762265625,3.402710141858988
bull_to_bear_zone,28,0.0014289463878113886,-0.0001339020851796919,0.01833388421275056,0.006128484341252587,-0.0018010424342182394,0.015106205689266643,1.0826804996824053
bear_to_bull_zone,36,0.0006707829222343469,0.0007496188702306604,0.018584217469127265,0.002363922836807811,0.00554475275116446,0.020058115398053966,1.3920177853059497
hold_to_bull_zone,52,0.004109789990496804,0.010878185302517837,0.02789180495408333,0.004051569545888639,0.008999378995909895,0.023494142947608744,2.0106923565530384
hold_to_bear_zone,58,0.0003896484775010053,0.006318306526404443,0.022759577449068962,0.002193519879128347,0.014334825391810292,0.036888273244201415,2.2426953207706966
