Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,signal_zone,rebalance_date,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,selected_rising_entry_floor,predicted_probability_raw,predicted_probability_smoothed,y_true,equity_predicted_strategy,predicted_label,predicted_bull_flag,predicted_bear_flag,equity_buy_and_hold,bh_ret
2000-06-16,0,0.0,0.0002248818183065,0.00022488181830659926,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.7303810119628906,0.45631531998309083,0,1.0031721113889964,0,0,1,1.0647738014742214,-0.008217015081111612
2000-06-19,0,0.0,0.0002252568499221,0.00022525684992213968,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.08597615361213684,0.397393031041521,1,1.0033980827787377,0,0,1,1.0783934036171996,0.012791075554377196
2000-06-20,0,0.0,0.0002233813387955,0.00022338133879551414,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.7897897958755493,0.45982476296946007,1,1.0036222231858136,0,0,1,1.0745343539513015,-0.003578517499229772
2000-06-21,0,0.0,0.000224131649174,0.00022413164917400863,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.3038563132286072,0.4350096235083695,0,1.0038471666898439,0,0,1,1.0740802706557646,-0.00042258611264223145
2000-06-22,0,0.0,0.0002252568499221,0.00022525684992213968,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.32425060868263245,0.4173874672066278,0,1.0040732901404157,0,0,1,1.0577375732113854,-0.0152155270801142
2000-06-23,0,0.0,0.0002260068072852,0.00022600680728523947,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.02265258878469467,0.35458373302530904,0,1.0043002175390008,0,0,1,1.0486588918032653,-0.008583113276912746
2000-06-26,0,0.0,0.0002245067513928,0.00022450675139285003,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.0069373431615531445,0.29927194617388075,0,1.0045256897182635,0,0,1,1.0621641172723437,0.012878568593315265
2000-06-27,0,0.0,0.0002248818183065,0.00022488181830659926,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.09901358187198639,0.2674101225380218,0,1.004751589281903,0,0,1,1.0543332212974459,-0.007372585693261491
2000-06-28,0,0.0,0.000224131649174,0.00022413164917400863,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.00977074634283781,0.22641877421357123,0,1.0049767859126189,0,0,1,1.0572839288132925,0.0027986479570618616
2000-06-29,0,0.0,0.0002256318462461,0.00022563184624613264,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.06915818899869919,0.2013980513665864,0,1.0052035406802589,0,0,1,1.0472967296961435,-0.009446089971649085
2000-06-30,0,0.0,0.0002267566235354,0.00022675662353544013,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.002929265610873699,0.16982095609261,0,1.0054314772411095,0,0,1,1.0552409489910757,0.0075854522120364365
2000-07-03,0,0.0,0.0002312525606407,0.00023125256064071564,0.0,bear,2000-05-26,4,0.49,0.67,0.52,0.011773353442549706,0.14467501595042886,0,1.0056639858447702,0,0,1,1.0697682788276839,0.013766836712030495
