jump_penalty,rebalance_date,split,bull_state,bear_state,bull_days,bear_days,bull_cagr,bear_cagr,cagr_spread_bull_minus_bear,bull_sortino,bear_sortino,sortino_spread_bull_minus_bear,bull_sortino_finite,bear_sortino_finite,sortino_spread_bull_minus_bear_finite
0.0,2005-06-01,oos,0,1,71,57,0.6134784301119383,-0.32011284300217135,0.9335912731141096,11.331354878817367,-4.362108557160675,15.693463435978042,11.331354878817367,-4.362108557160675,15.693463435978042
0.0,2005-06-01,train,0,1,1496,1283,0.9437981043337151,-0.4115408397206465,1.3553389440543615,12.901566936402117,-3.4923147134660892,16.393881649868206,12.901566936402117,-3.4923147134660892,16.393881649868206
0.0,2005-06-01,validation,0,1,422,581,1.3319045534774463,-0.47153578251182826,1.8034403359892746,15.43449755542206,-3.802089168339218,19.236586723761278,15.43449755542206,-3.802089168339218,19.236586723761278
0.0,2005-12-01,oos,0,1,77,47,0.6022541753277011,-0.4957047968029832,1.0979589721306842,15.443999995641011,-6.544179644579362,21.988179640220373,15.443999995641011,-6.544179644579362,21.988179640220373
0.0,2005-12-01,train,0,1,1439,1336,0.9643538711512929,-0.3867438569958619,1.3510977281471548,13.192647843119083,-3.251732774403164,16.444380617522246,13.192647843119083,-3.251732774403164,16.444380617522246
0.0,2005-12-01,validation,0,1,464,543,1.2225073062816598,-0.4725301103932409,1.6950374166749007,15.24621812146625,-3.9976874679282752,19.243905589394526,15.24621812146625,-3.9976874679282752,19.243905589394526
0.0,2006-06-01,oos,0,1,87,41,0.6041599239498399,-0.33069200748003513,0.934851931429875,13.502545742301354,-3.893539060564138,17.39608480286549,13.502545742301354,-3.893539060564138,17.39608480286549
0.0,2006-06-01,train,0,1,1469,1305,0.8985025257111421,-0.40972580015110494,1.3082283258622471,12.474444262731643,-3.418199577381863,15.892643840113506,12.474444262731643,-3.418199577381863,15.892643840113506
0.0,2006-06-01,validation,0,1,536,471,0.9874614843988692,-0.49766875214941186,1.485130236548281,12.529608736142288,-4.298569784862315,16.828178521004602,12.529608736142288,-4.298569784862315,16.828178521004602
0.0,2006-12-01,oos,0,1,103,20,0.3362240856875651,-0.31233727995537464,0.6485613656429398,6.472141822048173,-2.298079973139806,8.770221795187979,6.472141822048173,-2.298079973139806,8.770221795187979
0.0,2006-12-01,train,0,1,1560,1214,0.8720802953251412,-0.4598714596867316,1.3319517550118727,11.270469565706476,-3.5948526756016523,14.865322241308128,11.270469565706476,-3.5948526756016523,14.865322241308128
0.0,2006-12-01,validation,0,1,636,372,0.6893664153001144,-0.4640196585534604,1.1533860738535748,10.073570507207219,-5.000115497299956,15.073686004507174,10.073570507207219,-5.000115497299956,15.073686004507174
0.0,2007-06-01,oos,0,1,50,78,1.0235165330552385,-0.4276383218475479,1.4511548549027864,13.888278190437912,-3.0514408937548296,16.939719084192742,13.888278190437912,-3.0514408937548296,16.939719084192742
0.0,2007-06-01,train,0,1,1580,1193,0.8981199280338683,-0.4887997714795881,1.3869196995134563,11.019274407197736,-3.810806333016639,14.830080740214376,11.019274407197736,-3.810806333016639,14.830080740214376
0.0,2007-06-01,validation,0,1,696,311,0.5297462779219504,-0.43807230615838977,0.9678185840803402,8.493814199314322,-5.13394056256061,13.627754761874932,8.493814199314322,-5.13394056256061,13.627754761874932
0.0,2007-12-03,oos,0,1,36,89,1.8705299768542534,-0.4594635926434234,2.3299935694976766,25.46052919566965,-3.3903061579167195,28.85083535358637,25.46052919566965,-3.3903061579167195,28.85083535358637
0.0,2007-12-03,train,0,1,1584,1188,0.9073617311066511,-0.48737074796160373,1.3947324790682547,11.040757668351642,-3.7615398180040946,14.802297486355737,11.040757668351642,-3.7615398180040946,14.802297486355737
0.0,2007-12-03,validation,0,1,643,363,0.5276711026975187,-0.40706877416879816,0.9347398768663169,9.103179330307032,-4.083291957930096,13.18647128823713,9.103179330307032,-4.083291957930096,13.18647128823713
0.0,2008-06-03,oos,0,1,5,123,30.796307075771807,-0.6816929935959448,31.478000069367752,inf,-2.5161287577649945,inf,,-2.5161287577649945,
0.0,2008-06-03,train,0,1,1575,1197,0.9185923186413549,-0.48636872654436347,1.4049610451857184,11.080431746419801,-3.7524884164461945,14.832920162865996,11.080431746419801,-3.7524884164461945,14.832920162865996
0.0,2008-06-03,validation,0,1,587,419,0.5888259693391968,-0.4074329586202817,0.9962589279594786,10.346346779881946,-3.7086171359503637,14.05496391583231,10.346346779881946,-3.7086171359503637,14.05496391583231
0.0,2008-12-03,oos,0,1,46,78,11.035250144665442,-0.6741294266278546,11.709379571293297,22.720148108144564,-3.4898293706546264,26.20997747879919,22.720148108144564,-3.4898293706546264,26.20997747879919
0.0,2008-12-03,train,0,1,1532,1239,0.9962227846010197,-0.48455340794308754,1.4807761925441072,11.869239569015797,-3.766141144951361,15.635380713967157,11.869239569015797,-3.766141144951361,15.635380713967157
0.0,2008-12-03,validation,0,1,511,496,0.6549379424770172,-0.49882530323001906,1.1537632457070361,11.859808874257231,-2.7591592973733285,14.61896817163056,11.859808874257231,-2.7591592973733285,14.61896817163056
0.0,2009-06-03,oos,0,1,93,35,1.403354830257431,-0.6909365631841693,2.0942913934416003,13.958774257547956,-5.333258360984262,19.292032618532218,13.958774257547956,-5.333258360984262,19.292032618532218
0.0,2009-06-03,train,0,1,1537,1234,1.0211980375481682,-0.4928210236409819,1.51401906118915,12.114170351693723,-3.8472628249397,15.961433176633422,12.114170351693723,-3.8472628249397,15.961433176633422
0.0,2009-06-03,validation,0,1,491,515,0.9842891032447156,-0.5379590637331376,1.5222481669778531,13.0897766763389,-2.813175965077893,15.902952641416793,13.0897766763389,-2.813175965077893,15.902952641416793
0.0,2009-12-03,oos,0,1,77,47,0.8346148554999577,-0.6489856071838206,1.4836004626837784,11.199474710539128,-4.8179435152798264,16.017418225818954,11.199474710539128,-4.8179435152798264,16.017418225818954
0.0,2009-12-03,train,0,1,1544,1227,1.0258718640624749,-0.49217073768462394,1.5180426017470987,12.176946323518916,-3.8310564163297816,16.0080027398487,12.176946323518916,-3.8310564163297816,16.0080027398487
0.0,2009-12-03,validation,0,1,503,503,1.1395298446768107,-0.5623986320881411,1.7019284767649518,13.725320040226864,-2.9270771304738132,16.652397170700677,13.725320040226864,-2.9270771304738132,16.652397170700677
0.0,2010-06-03,oos,0,1,74,54,1.0402241057999104,-0.38198300103023697,1.4222071068301474,12.431722051024227,-2.663192221763537,15.094914272787765,12.431722051024227,-2.663192221763537,15.094914272787765
0.0,2010-06-03,train,0,1,1547,1223,0.9743622541594446,-0.4925866729266192,1.4669489270860638,11.211948777914749,-3.838965465989718,15.050914243904467,11.211948777914749,-3.838965465989718,15.050914243904467
0.0,2010-06-03,validation,0,1,507,499,1.1910791361578652,-0.5841708799547746,1.7752500161126399,13.203520350524988,-3.0338985646404253,16.237418915165414,13.203520350524988,-3.0338985646404253,16.237418915165414
0.0,2010-12-03,oos,0,1,98,27,0.5745799581288082,-0.6225335039384368,1.197113462067245,7.801891600356114,-6.694171852047236,14.49606345240335,7.801891600356114,-6.694171852047236,14.49606345240335
0.0,2010-12-03,train,0,1,1520,1250,0.993613803811098,-0.48878690659469215,1.4824007104057901,11.250241408452217,-3.825536410389021,15.075777818841239,11.250241408452217,-3.825536410389021,15.075777818841239
0.0,2010-12-03,validation,0,1,490,517,1.319409622208593,-0.5779782250525762,1.8973878472611692,13.378918213950266,-2.985675694851342,16.36459390880161,13.378918213950266,-2.985675694851342,16.36459390880161
0.0,2011-06-03,oos,0,1,37,91,4.5353805774144815,-0.5702221441276184,5.1056027215421,18.326132922194425,-3.125549547128138,21.451682469322563,18.326132922194425,-3.125549547128138,21.451682469322563
0.0,2011-06-03,train,0,1,1548,1220,0.961729972985145,-0.4950507119694133,1.4567806849545581,10.960790370933301,-3.870251935730198,14.831042306663498,10.960790370933301,-3.870251935730198,14.831042306663498
0.0,2011-06-03,validation,0,1,489,520,1.424525079264059,-0.597068113790997,2.0215931930550557,13.629958866792053,-3.1660087228407723,16.795967589632827,13.629958866792053,-3.1660087228407723,16.795967589632827
0.0,2011-12-05,oos,0,1,87,38,0.9643554932655962,-0.745260228782615,1.7096157220482113,15.12318220534386,-8.830875694544975,23.954057899888834,15.12318220534386,-8.830875694544975,23.954057899888834
0.0,2011-12-05,train,0,1,1517,1250,0.9685189419324041,-0.4963899124211075,1.4649088543535116,10.64682541051393,-3.8473324033636125,14.494157813877543,10.64682541051393,-3.8473324033636125,14.494157813877543
0.0,2011-12-05,validation,0,1,487,521,1.6633683076350545,-0.629876682396998,2.2932449900320524,14.31107615121054,-3.3190835339876865,17.630159685198226,14.31107615121054,-3.3190835339876865,17.630159685198226
0.0,2012-06-05,oos,0,1,82,44,0.781193594837772,-0.408856135984792,1.190049730822564,11.693035715700933,-4.060062987156886,15.75309870285782,11.693035715700933,-4.060062987156886,15.75309870285782
0.0,2012-06-05,train,0,1,1505,1262,0.9564757567290376,-0.5042464724659947,1.4607222291950324,10.368774301903548,-3.8843508762356107,14.253125178139157,10.368774301903548,-3.8843508762356107,14.253125178139157
0.0,2012-06-05,validation,0,1,553,455,1.395498218047523,-0.6681508158586935,2.0636490339062163,12.267565891903754,-3.5477392637150937,15.815305155618848,12.267565891903754,-3.5477392637150937,15.815305155618848
0.0,2012-12-05,oos,0,1,119,5,0.599879701155325,-0.9759730138995003,1.5758527150548254,8.763419542534258,-14.818776302176934,23.582195844711194,8.763419542534258,-14.818776302176934,23.582195844711194
0.0,2012-12-05,train,0,1,1504,1263,0.9217655918994916,-0.5533609710547003,1.4751265629541919,9.701803647070305,-3.6904181393275337,13.392221786397839,9.701803647070305,-3.6904181393275337,13.392221786397839
0.0,2012-12-05,validation,0,1,653,353,1.0787923679160492,-0.6283751606505013,1.7071675285665504,9.589599359529487,-4.130159663871828,13.719759023401314,9.589599359529487,-4.130159663871828,13.719759023401314
0.0,2013-06-05,oos,0,1,104,24,0.5557630567472549,-0.6032416694875413,1.1590047262347962,8.84510196280156,-6.57243434550406,15.417536308305621,8.84510196280156,-6.57243434550406,15.417536308305621
0.0,2013-06-05,train,0,1,1511,1256,0.9781889308614471,-0.5729053551535159,1.551094286014963,9.36632271552299,-3.7078406060163465,13.074163321539338,9.36632271552299,-3.7078406060163465,13.074163321539338
0.0,2013-06-05,validation,0,1,732,274,0.8146640005817385,-0.6628861189476866,1.477550119529425,8.58034410448922,-5.004435441241042,13.58477954573026,8.58034410448922,-5.004435441241042,13.58477954573026
0.0,2013-12-05,oos,0,1,108,16,0.3417204201815396,-0.568355339176714,0.9100757593582536,5.25192609056132,-4.919732044644142,10.171658135205462,5.25192609056132,-4.919732044644142,10.171658135205462
0.0,2013-12-05,train,0,1,1539,1228,0.9677427846243545,-0.5772778355858071,1.5450206202101615,9.219223069473516,-3.7937078045912602,13.012930874064777,9.219223069473516,-3.7937078045912602,13.012930874064777
0.0,2013-12-05,validation,0,1,721,285,0.778629591708967,-0.6428724028557687,1.4215019945647356,9.46115910688247,-4.901185707564325,14.362344814446795,9.46115910688247,-4.901185707564325,14.362344814446795
0.0,2014-06-05,oos,0,1,102,26,0.5301565958506704,-0.6210621347667149,1.1512187306173853,10.721503979907622,-6.605082472511203,17.326586452418823,10.721503979907622,-6.605082472511203,17.326586452418823
0.0,2014-06-05,train,0,1,1528,1239,0.9134901582808952,-0.5705138802119278,1.484004038492823,8.964353395604665,-3.7071654457815395,12.671518841386204,8.964353395604665,-3.7071654457815395,12.671518841386204
0.0,2014-06-05,validation,0,1,748,258,0.7151961094859034,-0.6263576226350034,1.3415537321209068,9.025618603046393,-4.844179652780752,13.869798255827146,9.025618603046393,-4.844179652780752,13.869798255827146
0.0,2014-12-05,oos,0,1,91,33,0.5477454583598329,-0.6726911302143288,1.2204365885741617,8.5156609929388,-7.5147457317859985,16.0304067247248,8.5156609929388,-7.5147457317859985,16.0304067247248
0.0,2014-12-05,train,0,1,1546,1221,0.9102410001749184,-0.5734244012344221,1.4836654014093404,9.068252038945229,-3.7093182561209157,12.777570295066145,9.068252038945229,-3.7093182561209157,12.777570295066145
0.0,2014-12-05,validation,0,1,767,240,0.6400920922059781,-0.6426665804636433,1.2827586726696214,8.540887967031399,-5.07751594193888,13.61840390897028,8.540887967031399,-5.07751594193888,13.61840390897028
0.0,2015-06-05,oos,0,1,73,55,0.8045057255172132,-0.5473125259866629,1.3518182515038761,12.700156276063643,-4.165373078223983,16.865529354287624,12.700156276063643,-4.165373078223983,16.865529354287624
0.0,2015-06-05,train,0,1,1591,1176,0.8398931243538019,-0.5735382109145826,1.4134313352683845,8.654967545271992,-3.7311357283310866,12.386103273603078,8.654967545271992,-3.7311357283310866,12.386103273603078
0.0,2015-06-05,validation,0,1,748,258,0.6685901994506007,-0.6386756399705114,1.307265839421112,9.17571549049,-5.13217277544298,14.307888265932979,9.17571549049,-5.13217277544298,14.307888265932979
0.0,2015-12-07,oos,0,1,78,47,0.6438357915993325,-0.5414249855895721,1.1852607771889045,8.385180743642378,-4.6178051760602745,13.002985919702652,8.385180743642378,-4.6178051760602745,13.002985919702652
0.0,2015-12-07,train,0,1,1590,1176,0.868356415961244,-0.5769993717445084,1.4453557877057523,8.61619136059522,-3.642545559787285,12.258736920382505,8.61619136059522,-3.642545559787285,12.258736920382505
0.0,2015-12-07,validation,0,1,773,232,0.586280303344195,-0.6267230413163482,1.2130033446605433,9.13716046275777,-6.10681495301486,15.24397541577263,9.13716046275777,-6.10681495301486,15.24397541577263
0.0,2016-06-07,oos,0,1,97,31,0.4915230520711169,-0.5785679524330573,1.070091004504174,11.292694072698623,-5.467298897077351,16.759992969775972,11.292694072698623,-5.467298897077351,16.759992969775972
0.0,2016-06-07,train,0,1,1602,1165,0.892496829302128,-0.5808928915904098,1.4733897208925377,9.140422428927723,-3.7316133756621555,12.872035804589878,9.140422428927723,-3.7316133756621555,12.872035804589878
0.0,2016-06-07,validation,0,1,752,253,0.5867207279163908,-0.5940923667505351,1.180813094666926,9.196885622636811,-5.559334172881911,14.756219795518723,9.196885622636811,-5.559334172881911,14.756219795518723
0.0,2016-12-07,oos,0,1,121,3,0.2709310545208632,-0.8357375435326253,1.1066685980534885,6.9391941276311835,-10.058599574514906,16.99779370214609,6.9391941276311835,-10.058599574514906,16.99779370214609
0.0,2016-12-07,train,0,1,1613,1156,0.879654270987315,-0.567750056657949,1.447404327645264,9.236959349548007,-3.63061251681531,12.867571866363317,9.236959349548007,-3.63061251681531,12.867571866363317
0.0,2016-12-07,validation,0,1,746,261,0.5593360415002675,-0.5672587026412419,1.1265947441415094,9.169973578247257,-5.19312609848782,14.363099676735077,9.169973578247257,-5.19312609848782,14.363099676735077
0.0,2017-06-07,oos,0,1,120,8,0.2962990548872595,-0.7537338114143244,1.0500328663015839,8.841489282706279,-10.529619396597294,19.371108679303575,8.841489282706279,-10.529619396597294,19.371108679303575
0.0,2017-06-07,train,0,1,1684,1085,0.8606553615030315,-0.5759850879734251,1.4366404494764566,9.346327369508995,-3.636065163213373,12.982392532722368,9.346327369508995,-3.636065163213373,12.982392532722368
0.0,2017-06-07,validation,0,1,749,258,0.5116546105623752,-0.553069050895771,1.0647236614581461,9.085940148089536,-5.0643167983145885,14.150256946404124,9.085940148089536,-5.0643167983145885,14.150256946404124
0.0,2017-12-07,oos,0,1,68,56,0.8682509023451899,-0.4057651892599098,1.2740160916050995,15.976257580179478,-2.7501360085200868,18.726393588699565,15.976257580179478,-2.7501360085200868,18.726393588699565
0.0,2017-12-07,train,0,1,1679,1090,0.8800924820335059,-0.5572203714630515,1.4373128534965574,10.66167290837605,-3.593029930318356,14.254702838694406,10.66167290837605,-3.593029930318356,14.254702838694406
0.0,2017-12-07,validation,0,1,733,274,0.521200013462626,-0.5399128671199029,1.061112880582529,10.36068411153428,-5.068144434485743,15.428828546020021,10.36068411153428,-5.068144434485743,15.428828546020021
0.0,2018-06-07,oos,0,1,81,46,0.35775236285761447,-0.4992340672370138,0.8569864300946283,7.539975323390083,-3.7903804849661027,11.330355808356185,7.539975323390083,-3.7903804849661027,11.330355808356185
0.0,2018-06-07,train,0,1,1705,1064,0.8429756176780143,-0.5589889650579821,1.4019645827359963,10.85037356198826,-3.606614432062277,14.456987994050536,10.85037356198826,-3.606614432062277,14.456987994050536
0.0,2018-06-07,validation,0,1,697,310,0.5786928979949268,-0.5230486555113563,1.1017415535062831,12.11397793085719,-4.6396185059780555,16.753596436835245,12.11397793085719,-4.6396185059780555,16.753596436835245
0.0,2018-12-07,oos,0,1,76,48,0.6090822626070602,-0.3771232279846375,0.9862054905916977,8.507032710293446,-2.7370800147561263,11.244112725049572,8.507032710293446,-2.7370800147561263,11.244112725049572
0.0,2018-12-07,train,0,1,1696,1073,0.8283392026792125,-0.5490033606269789,1.3773425633061913,11.08882061304897,-3.514920499770425,14.603741112819396,11.08882061304897,-3.514920499770425,14.603741112819396
0.0,2018-12-07,validation,0,1,677,330,0.5743404937030683,-0.5187058171285427,1.0930463108316109,12.030748458046153,-4.46498285562869,16.495731313674842,12.030748458046153,-4.46498285562869,16.495731313674842
0.0,2019-06-07,oos,0,1,95,33,0.5009367767973019,-0.32782087240050406,0.8287576491978059,10.105878599795773,-2.2350657384494865,12.34094433824526,10.105878599795773,-2.2350657384494865,12.34094433824526
0.0,2019-06-07,train,0,1,1702,1067,0.8363392768978499,-0.5606014713309151,1.396940748228765,11.155025999795036,-3.619460085427826,14.774486085222861,11.155025999795036,-3.619460085427826,14.774486085222861
0.0,2019-06-07,validation,0,1,679,328,0.5379664884375381,-0.48087665732777973,1.018843145765318,10.66476659956561,-3.8691184400369405,14.53388503960255,10.66476659956561,-3.8691184400369405,14.53388503960255
0.0,2019-12-09,oos,0,1,80,45,1.955322377383928,-0.8304401981694494,2.7857625755533775,15.614068634628408,-2.8811526237814666,18.495221258409874,15.614068634628408,-2.8811526237814666,18.495221258409874
0.0,2019-12-09,train,0,1,1720,1049,0.7987641784991288,-0.5634891052722266,1.3622532837713555,10.252637567636295,-3.5867861480401224,13.839423715676418,10.252637567636295,-3.5867861480401224,13.839423715676418
0.0,2019-12-09,validation,0,1,717,289,0.5117021976037348,-0.48188294134807486,0.9935851389518097,10.42295068854401,-3.8630731671744973,14.286023855718508,10.42295068854401,-3.8630731671744973,14.286023855718508
0.0,2020-06-09,oos,0,1,95,33,1.1918775757228839,-0.7055817387026838,1.8974593144255678,9.884195440944456,-4.4824106887763,14.366606129720756,9.884195440944456,-4.4824106887763,14.366606129720756
0.0,2020-06-09,train,0,1,1738,1031,0.8118685317854617,-0.577619630350648,1.3894881621361097,10.319521325204494,-3.675256003450141,13.994777328654635,10.319521325204494,-3.675256003450141,13.994777328654635
0.0,2020-06-09,validation,0,1,733,273,0.5739436101711599,-0.5631316202554237,1.1370752304265836,10.365264223192762,-2.91320104597266,13.278465269165421,10.365264223192762,-2.91320104597266,13.278465269165421
0.0,2020-12-09,oos,0,1,111,13,0.751856677181931,-0.8910270465021417,1.6428837236840728,10.126369242017658,-9.728372222010648,19.854741464028308,10.126369242017658,-9.728372222010648,19.854741464028308
0.0,2020-12-09,train,0,1,1745,1024,0.818953868294978,-0.5837261498446971,1.402680018139675,10.47746751605632,-3.711401195969369,14.18886871202569,10.47746751605632,-3.711401195969369,14.18886871202569
0.0,2020-12-09,validation,0,1,737,269,0.6352143927826717,-0.5848956846206803,1.220110077403352,9.681339092184091,-2.952004456344479,12.63334354852857,9.681339092184091,-2.952004456344479,12.63334354852857
0.0,2021-06-09,oos,0,1,103,25,0.6864199450488955,-0.6610775279618353,1.3474974730107308,12.706014759170236,-6.4545462206116175,19.160560979781852,12.706014759170236,-6.4545462206116175,19.160560979781852
0.0,2021-06-09,train,0,1,1768,1001,0.7947101997329584,-0.5797145206031997,1.3744247203361581,10.616256549611181,-3.6258209851368637,14.242077534748045,10.616256549611181,-3.6258209851368637,14.242077534748045
0.0,2021-06-09,validation,0,1,724,282,0.7197210357523371,-0.5928461372974956,1.3125671730498327,10.168147444805196,-3.054438541225002,13.222585986030198,10.168147444805196,-3.054438541225002,13.222585986030198
0.0,2021-12-09,oos,0,1,35,90,2.276573307409533,-0.5656548297426729,2.8422281371522056,15.622110188340805,-4.024873986121021,19.646984174461828,15.622110188340805,-4.024873986121021,19.646984174461828
0.0,2021-12-09,train,0,1,1781,988,0.784331599800832,-0.586332955167298,1.37066455496813,10.65204192281828,-3.6731382932872982,14.325180216105577,10.65204192281828,-3.6731382932872982,14.325180216105577
0.0,2021-12-09,validation,0,1,708,298,0.7944691475635026,-0.5954108066211687,1.3898799541846714,10.662305004947832,-3.1317986230955475,13.79410362804338,10.662305004947832,-3.1317986230955475,13.79410362804338
0.0,2022-06-09,oos,0,1,47,80,2.270033571590161,-0.5572776114456394,2.8273111830358006,14.819710088343895,-3.7728905055444195,18.592600593888314,14.819710088343895,-3.7728905055444195,18.592600593888314
0.0,2022-06-09,train,0,1,1658,1112,0.8939785350561316,-0.556780593465571,1.4507591285217025,12.721534507553864,-3.514548853882982,16.236083361436847,12.721534507553864,-3.514548853882982,16.236083361436847
0.0,2022-06-09,validation,0,1,662,345,0.8191892370263747,-0.5774119856200796,1.3966012226464541,10.416523559953252,-3.084113552194307,13.500637112147558,10.416523559953252,-3.084113552194307,13.500637112147558
0.0,2022-12-09,oos,0,1,69,55,1.5511670726417757,-0.554281794230021,2.1054488668717966,18.50030156851601,-5.564676224725321,24.064977793241333,18.50030156851601,-5.564676224725321,24.064977793241333
