Date,rebalance_date,split,selected_smoothing_halflife,selected_threshold,selected_drawdown_threshold,selected_drawdown_prob_floor,predicted_probability_raw,predicted_probability_smoothed,predicted_label,y_true,drawdown_from_peak,drawdown_entry_trigger,signal_zone
2006-03-16,2005-12-01,oos,8,0.55,0.2,0.52,0.994575023651123,0.6963647320742762,1,1,-0.14542443701534213,0,bull
2006-03-17,2005-12-01,oos,8,0.55,0.2,0.52,0.9931151270866394,0.7209938150377191,1,1,-0.1441674194866247,0,bull
2006-03-20,2005-12-01,oos,8,0.55,0.2,0.52,0.9932529330253601,0.7435902210313556,1,1,-0.14558810742660888,0,bull
2006-03-21,2005-12-01,oos,8,0.55,0.2,0.52,0.6186699867248535,0.7332223466619908,1,1,-0.1507273423569434,0,bull
2006-03-22,2005-12-01,oos,8,0.55,0.2,0.52,0.9681342244148254,0.7527190827186746,1,1,-0.14561424034872028,0,bull
2006-03-23,2005-12-01,oos,8,0.55,0.2,0.52,0.9031999111175537,0.7652083830509933,1,1,-0.14782051429590715,0,bull
2006-03-24,2005-12-01,oos,8,0.55,0.2,0.52,0.9133198261260986,0.7775010339813484,1,1,-0.14698258252728857,0,bull
2006-03-27,2005-12-01,oos,8,0.55,0.2,0.52,0.8225654363632202,0.7812411971744416,1,1,-0.14785983355486376,0,bull
2006-03-28,2005-12-01,oos,8,0.55,0.2,0.52,0.4440266788005829,0.7532537555767272,1,1,-0.15334606893721003,0,bull
2006-03-29,2005-12-01,oos,8,0.55,0.2,0.52,0.7376877665519714,0.7519618414241521,1,1,-0.14702182186905222,0,bull
2006-03-30,2005-12-01,oos,8,0.55,0.2,0.52,0.8298401236534119,0.7584254239713462,1,1,-0.1487501910020913,0,bull
2006-03-31,2005-12-01,oos,8,0.55,0.2,0.52,0.4469711184501648,0.7325759758865911,1,1,-0.1522723814492376,0,bull
2006-04-03,2005-12-01,oos,8,0.55,0.2,0.52,0.7127023339271545,0.7309265439571598,1,1,-0.15034757585580127,0,bull
2006-04-04,2005-12-01,oos,8,0.55,0.2,0.52,0.890633761882782,0.7441815973160169,1,1,-0.14503156409454776,0,bull
2006-04-05,2005-12-01,oos,8,0.55,0.2,0.52,0.986979603767395,0.7643328501694474,1,1,-0.14134570323613482,0,bull
2006-04-06,2005-12-01,oos,8,0.55,0.2,0.52,0.9233143329620361,0.7775276704465585,1,0,-0.14299551376845365,0,bull
2006-04-07,2005-12-01,oos,8,0.55,0.2,0.52,0.41968077421188354,0.7478278249073228,1,0,-0.15185992881615784,0,bull
2006-04-10,2005-12-01,oos,8,0.55,0.2,0.52,0.5582326054573059,0.7320921882652482,1,0,-0.15112668857037093,0,bull
2006-04-11,2005-12-01,oos,8,0.55,0.2,0.52,0.0291831623762846,0.6737535811215212,1,0,-0.15770627107016788,0,bull
2006-04-12,2005-12-01,oos,8,0.55,0.2,0.52,0.05252930521965027,0.6221944779585601,1,0,-0.15669148255343746,0,bull
2006-04-13,2005-12-01,oos,8,0.55,0.2,0.52,0.12934544682502747,0.5812900010639818,1,0,-0.1560368009083708,0,bull
2006-04-17,2005-12-01,oos,8,0.55,0.2,0.52,0.04411012679338455,0.5367062434276992,0,1,-0.15851806991667516,0,bear
2006-04-18,2005-12-01,oos,8,0.55,0.2,0.52,0.826117753982544,0.56072622865378,1,1,-0.14414775985714645,0,bull
2006-04-19,2005-12-01,oos,8,0.55,0.2,0.52,0.9623911380767822,0.594062792122451,1,1,-0.14241283751428124,0,bull
2006-04-20,2005-12-01,oos,8,0.55,0.2,0.52,0.9788708686828613,0.6260003066191524,1,1,-0.14141123533439592,0,bull
2006-04-21,2005-12-01,oos,8,0.55,0.2,0.52,0.965825080871582,0.6542043889009894,1,1,-0.14152903327687982,0,bull
2006-04-24,2005-12-01,oos,8,0.55,0.2,0.52,0.8640540838241577,0.6716210651143456,1,1,-0.14360440286193055,0,bull
2006-04-25,2005-12-01,oos,8,0.55,0.2,0.52,0.49171027541160583,0.6566891969851636,1,1,-0.14777472174431738,0,bull
2006-04-26,2005-12-01,oos,8,0.55,0.2,0.52,0.7913820147514343,0.6678681562691341,1,1,-0.14537201133673328,0,bull
2006-04-27,2005-12-01,oos,8,0.55,0.2,0.52,0.8484346866607666,0.6828544482242005,1,1,-0.14255037500343648,0,bull
2006-04-28,2005-12-01,oos,8,0.55,0.2,0.52,0.9451471567153931,0.7046236825258653,1,1,-0.14196769874926396,0,bull
2006-05-01,2005-12-01,oos,8,0.55,0.2,0.52,0.6058074831962585,0.6964223375156267,1,1,-0.14551610203571463,0,bull
2006-05-02,2005-12-01,oos,8,0.55,0.2,0.52,0.9210882782936096,0.715068702229818,1,1,-0.14026554245552925,0,bull
2006-05-03,2005-12-01,oos,8,0.55,0.2,0.52,0.8906913995742798,0.7296446760308981,1,1,-0.14359784965210443,0,bull
2006-05-04,2005-12-01,oos,8,0.55,0.2,0.52,0.9176070094108582,0.7452447897312505,1,1,-0.14089401126129153,0,bull
2006-05-05,2005-12-01,oos,8,0.55,0.2,0.52,0.9916715025901794,0.7656972105449051,1,1,-0.1320492558430656,0,bull
2006-05-08,2005-12-01,oos,8,0.55,0.2,0.52,0.9879543781280518,0.7841436568230881,1,1,-0.13276938966920038,0,bull
2006-05-09,2005-12-01,oos,8,0.55,0.2,0.52,0.9802481532096863,0.8004195371325599,1,1,-0.13245515526631924,0,bull
2006-05-10,2005-12-01,oos,8,0.55,0.2,0.52,0.9649561643600464,0.8140754119371815,1,0,-0.13395440180702367,0,bull
2006-05-11,2005-12-01,oos,8,0.55,0.2,0.52,0.2447235882282257,0.7668215125752913,1,0,-0.14503811730437388,0,bull
2006-05-12,2005-12-01,oos,8,0.55,0.2,0.52,0.008482599630951881,0.7038824489203463,1,0,-0.15464887901751723,0,bull
2006-05-15,2005-12-01,oos,8,0.55,0.2,0.52,0.028932925313711166,0.6478643674200624,1,0,-0.1525146104612245,0,bull
2006-05-16,2005-12-01,oos,8,0.55,0.2,0.52,0.011128748767077923,0.5950178855242924,1,0,-0.1540989688124753,0,bull
2006-05-17,2005-12-01,oos,8,0.55,0.2,0.52,0.0023663693573325872,0.5458302058938133,0,0,-0.16834484780250092,0,bear
2006-05-18,2005-12-01,oos,8,0.55,0.2,0.52,0.0018809804460033774,0.5006846194796942,0,0,-0.1739161150782006,0,bear
2006-05-19,2005-12-01,oos,8,0.55,0.2,0.52,0.0028972658328711987,0.45937028178316147,0,0,-0.17049869607107904,0,bear
2006-05-22,2005-12-01,oos,8,0.55,0.2,0.52,0.0021669205743819475,0.4214242513695985,0,0,-0.1737459713743008,0,bear
2006-05-23,2005-12-01,oos,8,0.55,0.2,0.52,0.002764625707641244,0.3866771951662102,0,0,-0.17734016721234125,0,bear
2006-05-24,2005-12-01,oos,8,0.55,0.2,0.52,0.0028330872301012278,0.35481968616780335,0,0,-0.17603735713203406,0,bear
2006-05-25,2005-12-01,oos,8,0.55,0.2,0.52,0.00562063604593277,0.32583757689091875,0,0,-0.16666882443087772,0,bear
2006-05-26,2005-12-01,oos,8,0.55,0.2,0.52,0.05029711872339249,0.3029688329294817,0,0,-0.16190272287466623,0,bear
2006-05-30,2005-12-01,oos,8,0.55,0.2,0.52,0.003167073242366314,0.27808649903532634,0,0,-0.17518623902657027,0,bear
2006-06-01,2006-06-01,oos,8,0.55,0.2,0.52,0.5177316665649414,0.5177316665649414,0,0,-0.15826928769486204,0,bear
2006-06-02,2006-06-01,oos,8,0.55,0.2,0.52,0.42111384868621826,0.50971277832662,0,0,-0.15662603037236933,0,bear
2006-06-05,2006-06-01,oos,8,0.55,0.2,0.52,0.0023693204857409,0.4676053226192657,0,0,-0.17163783574011948,0,bear
2006-06-06,2006-06-01,oos,8,0.55,0.2,0.52,0.004538677167147398,0.42917266331996384,0,0,-0.17258061886595588,0,bear
2006-06-07,2006-06-01,oos,8,0.55,0.2,0.52,0.005900380667299032,0.3940427752362631,0,0,-0.17762163556609178,0,bear
2006-06-08,2006-06-01,oos,8,0.55,0.2,0.52,0.005995792802423239,0.3618364446476264,0,0,-0.17645628305774685,0,bear
2006-06-09,2006-06-01,oos,8,0.55,0.2,0.52,0.0016266281018033624,0.33194048627633593,0,0,-0.1801421439161598,0,bear
2006-06-12,2006-06-01,oos,8,0.55,0.2,0.52,0.0020319344475865364,0.30455941036234757,0,0,-0.18987078348898,0,bear
2006-06-13,2006-06-01,oos,8,0.55,0.2,0.52,0.0009915337432175875,0.27936450399001655,0,0,-0.19887265610864646,0,bear
2006-06-14,2006-06-01,oos,8,0.55,0.2,0.52,0.0018855168018490076,0.2563348699577358,0,0,-0.1947153637287189,0,bear
2006-06-15,2006-06-01,oos,8,0.55,0.2,0.52,0.028681766241788864,0.23744058279740457,0,0,-0.17761508235626577,0,bear
2006-06-16,2006-06-01,oos,8,0.55,0.2,0.52,0.01755671203136444,0.21919111055931664,0,0,-0.18063970835978593,0,bear
2006-06-19,2006-06-01,oos,8,0.55,0.2,0.52,0.0022403434850275517,0.20118507406850553,0,0,-0.18810964830681043,0,bear
2006-06-20,2006-06-01,oos,8,0.55,0.2,0.52,0.003931648097932339,0.18481383724892125,0,0,-0.18811620151663655,0,bear
2006-06-21,2006-06-01,oos,8,0.55,0.2,0.52,0.07684820145368576,0.17585312600507969,0,0,-0.1802076760144209,0,bear
2006-06-22,2006-06-01,oos,8,0.55,0.2,0.52,0.009059312753379345,0.16200991388671343,0,0,-0.18452855888842212,0,bear
2006-06-23,2006-06-01,oos,8,0.55,0.2,0.52,0.008309929631650448,0.1492534366340375,0,0,-0.1852486927145569,0,bear
2006-06-26,2006-06-01,oos,8,0.55,0.2,0.52,0.10719872266054153,0.14576306541005335,0,0,-0.18128128358520035,0,bear
2006-06-27,2006-06-01,oos,8,0.55,0.2,0.52,0.0022564781829714775,0.1338525988967094,0,0,-0.18871853740028732,0,bear
2006-06-28,2006-06-01,oos,8,0.55,0.2,0.52,0.03287485986948013,0.12547185483111548,0,1,-0.18426667024695687,0,bear
2006-06-29,2006-06-01,oos,8,0.55,0.2,0.52,0.7560837268829346,0.17781009051854965,0,1,-0.16667537764070384,0,bear
2006-06-30,2006-06-01,oos,8,0.55,0.2,0.52,0.6898579001426697,0.22030798840325586,0,1,-0.1684234064032213,0,bear
2006-07-03,2006-06-01,oos,8,0.55,0.2,0.52,0.9715569019317627,0.28265861077300547,0,1,-0.16188314316238084,0,bear
2006-07-05,2006-06-01,oos,8,0.55,0.2,0.52,0.589087188243866,0.3080909437496311,0,1,-0.16795852809153267,0,bear
2006-07-06,2006-06-01,oos,8,0.55,0.2,0.52,0.7197378277778625,0.3422559707513699,0,0,-0.16588323842367492,0,bear
2006-07-07,2006-06-01,oos,8,0.55,0.2,0.52,0.4146684408187866,0.3482659129885282,0,0,-0.17151348458780946,0,bear
2006-07-10,2006-06-01,oos,8,0.55,0.2,0.52,0.46276921033859253,0.3577692237083169,0,1,-0.17029578631804865,0,bear
2006-07-11,2006-06-01,oos,8,0.55,0.2,0.52,0.7118735313415527,0.38715844952568473,0,0,-0.1669633992042805,0,bear
2006-07-12,2006-06-01,oos,8,0.55,0.2,0.52,0.1880950778722763,0.370636994532406,0,0,-0.1760176975025558,0,bear
2006-07-13,2006-06-01,oos,8,0.55,0.2,0.52,0.0054461099207401276,0.3403276276511283,0,0,-0.1867020667864785,0,bear
2006-07-14,2006-06-01,oos,8,0.55,0.2,0.52,0.0025351704098284245,0.31229221946414143,0,0,-0.1906825823354873,0,bear
2006-07-17,2006-06-01,oos,8,0.55,0.2,0.52,0.0020890196319669485,0.2865466080930975,0,0,-0.1918020623750495,0,bear
2006-07-18,2006-06-01,oos,8,0.55,0.2,0.52,0.003974015358835459,0.2630942253949807,0,0,-0.19025047007292928,0,bear
2006-07-19,2006-06-01,oos,8,0.55,0.2,0.52,0.738203227519989,0.3025263516084196,0,0,-0.1752254783683339,0,bear
2006-07-20,2006-06-01,oos,8,0.55,0.2,0.52,0.09772731363773346,0.28552885950127965,0,0,-0.18221751350121063,0,bear
2006-07-21,2006-06-01,oos,8,0.55,0.2,0.52,0.008216451853513718,0.26251305089733706,0,0,-0.1880048768667857,0,bear
2006-07-24,2006-06-01,oos,8,0.55,0.2,0.52,0.7962719798088074,0.3068128839003944,0,1,-0.17450534454219913,0,bear
2006-07-25,2006-06-01,oos,8,0.55,0.2,0.52,0.8613430857658386,0.3528366485761238,0,1,-0.16928755101114434,0,bear
2006-07-26,2006-06-01,oos,8,0.55,0.2,0.52,0.8523479104042053,0.3942940636815874,0,0,-0.16960178541402537,0,bear
2006-07-27,2006-06-01,oos,8,0.55,0.2,0.52,0.7771075367927551,0.42606603415659167,0,1,-0.17300617791868778,0,bear
2006-07-28,2006-06-01,oos,8,0.55,0.2,0.52,0.9747081398963928,0.4716011106606704,0,1,-0.1629567507331603,0,bear
2006-07-31,2006-06-01,oos,8,0.55,0.2,0.52,0.9830601811408997,0.5140501455768265,0,1,-0.16419410863239947,0,bear
2006-08-01,2006-06-01,oos,8,0.55,0.2,0.52,0.8933817148208618,0.5455331321089087,0,1,-0.16795197488170654,0,bear
2006-08-02,2006-06-01,oos,8,0.55,0.2,0.52,0.9764317274093628,0.5812959733076332,1,1,-0.16370309739859945,0,bull
2006-08-03,2006-06-01,oos,8,0.55,0.2,0.52,0.9743612408638,0.6139188012714691,1,1,-0.16183071748377198,0,bull
2006-08-04,2006-06-01,oos,8,0.55,0.2,0.52,0.9832305908203125,0.6445701866008705,1,1,-0.16242650015759674,0,bull
2006-08-07,2006-06-01,oos,8,0.55,0.2,0.52,0.9009323120117188,0.665847206485428,1,1,-0.16477678488657188,0,bull
2006-08-08,2006-06-01,oos,8,0.55,0.2,0.52,0.8162124752998352,0.6783269158394665,1,0,-0.16758539471740963,0,bull
2006-08-09,2006-06-01,oos,8,0.55,0.2,0.52,0.3590453565120697,0.6518278373359847,1,1,-0.17120580339475444,0,bull
2006-08-10,2006-06-01,oos,8,0.55,0.2,0.52,0.6386927366256714,0.6507376770849292,1,0,-0.16736929862753414,0,bull
2006-08-11,2006-06-01,oos,8,0.55,0.2,0.52,0.48743516206741333,0.6371842286039671,1,0,-0.17068857932165005,0,bull
2006-08-14,2006-06-01,oos,8,0.55,0.2,0.52,0.6007308959960938,0.6341587493857982,1,1,-0.16972621648352848,0,bull
2006-08-15,2006-06-01,oos,8,0.55,0.2,0.52,0.9907757639884949,0.6637565197222427,1,1,-0.15835439950540853,0,bull
2006-08-16,2006-06-01,oos,8,0.55,0.2,0.52,0.9977433681488037,0.6914760777644616,1,1,-0.1519057213677476,0,bull
2006-08-17,2006-06-01,oos,8,0.55,0.2,0.52,0.9968076944351196,0.7168173674299074,1,1,-0.15056367194567677,0,bull
2006-08-18,2006-06-01,oos,8,0.55,0.2,0.52,0.9962749481201172,0.7400112167229992,1,1,-0.1474080616628275,0,bull
2006-08-21,2006-06-01,oos,8,0.55,0.2,0.52,0.9928205609321594,0.7609933701324381,1,1,-0.1505374591063724,0,bull
2006-08-22,2006-06-01,oos,8,0.55,0.2,0.52,0.9899314641952515,0.7799943062960802,1,1,-0.14968642091810147,0,bull
2006-08-23,2006-06-01,oos,8,0.55,0.2,0.52,0.8850137591362,0.7887104962666679,1,1,-0.15350318613865055,0,bull
2006-08-24,2006-06-01,oos,8,0.55,0.2,0.52,0.9568250775337219,0.8026633267901732,1,1,-0.15149326873466784,0,bull
2006-08-25,2006-06-01,oos,8,0.55,0.2,0.52,0.9086958169937134,0.8114635947660073,1,1,-0.15212837066744922,0,bull
2006-08-28,2006-06-01,oos,8,0.55,0.2,0.52,0.9897558093070984,0.8262611277010032,1,1,-0.147748508905013,0,bull
2006-08-29,2006-06-01,oos,8,0.55,0.2,0.52,0.9904794096946716,0.8398905811383528,1,1,-0.1461118047923463,0,bull
2006-08-30,2006-06-01,oos,8,0.55,0.2,0.52,0.9901008605957031,0.8523574270024092,1,1,-0.14539822417603776,0,bull
2006-08-31,2006-06-01,oos,8,0.55,0.2,0.52,0.972322940826416,0.862314079604676,1,1,-0.1464130126927683,0,bull
2006-09-01,2006-06-01,oos,8,0.55,0.2,0.52,0.9887096285820007,0.8728043991267199,1,1,-0.1417058101077987,0,bull
2006-09-05,2006-06-01,oos,8,0.55,0.2,0.52,0.9783647656440735,0.8815654827454933,1,1,-0.14023932961622487,0,bull
2006-09-06,2006-06-01,oos,8,0.55,0.2,0.52,0.7878782749176025,0.8737898232923347,1,1,-0.14874363779226518,0,bull
2006-09-07,2006-06-01,oos,8,0.55,0.2,0.52,0.394869863986969,0.8340414030414058,1,1,-0.15282884486410564,0,bull
2006-09-08,2006-06-01,oos,8,0.55,0.2,0.52,0.7800759673118591,0.8295624900691553,1,1,-0.14962088881984048,0,bull
2006-09-11,2006-06-01,oos,8,0.55,0.2,0.52,0.8578510284423828,0.8319103243777827,1,1,-0.14921498939658684,0,bull
2006-09-12,2006-06-01,oos,8,0.55,0.2,0.52,0.9661571383476257,0.8430522671499343,1,1,-0.1404030000274915,0,bull
2006-09-13,2006-06-01,oos,8,0.55,0.2,0.52,0.9955410361289978,0.8557082184318936,1,1,-0.13708379925056857,0,bull
2006-09-14,2006-06-01,oos,8,0.55,0.2,0.52,0.9943557977676392,0.86721540693622,1,1,-0.13825562505154654,0,bull
2006-09-15,2006-06-01,oos,8,0.55,0.2,0.52,0.9946395754814148,0.8777910977234776,1,1,-0.13604279789453355,0,bull
2006-09-18,2006-06-01,oos,8,0.55,0.2,0.52,0.99483722448349,0.8875054530031122,1,1,-0.13504766900728138,0,bull
2006-09-19,2006-06-01,oos,8,0.55,0.2,0.52,0.9849343299865723,0.895591655867849,1,1,-0.1373652676043191,0,bull
2006-09-20,2006-06-01,oos,8,0.55,0.2,0.52,0.994044840335846,0.9037628721123174,1,1,-0.13242894242701486,0,bull
2006-09-21,2006-06-01,oos,8,0.55,0.2,0.52,0.9283379912376404,0.9058025076374828,1,1,-0.13710993217267997,0,bull
2006-09-22,2006-06-01,oos,8,0.55,0.2,0.52,0.9146943688392639,0.9065404961656159,1,1,-0.13923764751914658,0,bull
2006-09-25,2006-06-01,oos,8,0.55,0.2,0.52,0.9653280377388,0.9114196244261276,1,1,-0.13164990962963818,0,bull
2006-09-26,2006-06-01,oos,8,0.55,0.2,0.52,0.9932138919830322,0.9182082179223859,1,1,-0.12511619959862386,0,bull
2006-09-27,2006-06-01,oos,8,0.55,0.2,0.52,0.9877356886863708,0.9239787168820022,1,1,-0.12495908239718334,0,bull
2006-09-28,2006-06-01,oos,8,0.55,0.2,0.52,0.9960632920265198,0.9299614451663062,1,1,-0.1234598358564789,0,bull
2006-09-29,2006-06-01,oos,8,0.55,0.2,0.52,0.9937853813171387,0.9352585738135885,1,1,-0.12544354042115724,0,bull
2006-10-02,2006-06-01,oos,8,0.55,0.2,0.52,0.9283714890480042,0.9346869736239383,1,1,-0.1284092674534354,0,bull
2006-10-03,2006-06-01,oos,8,0.55,0.2,0.52,0.9280495047569275,0.9341360905446215,1,1,-0.12658268009019769,0,bull
2006-10-04,2006-06-01,oos,8,0.55,0.2,0.52,0.9942905902862549,0.9391286708062228,1,1,-0.11604887479788939,0,bull
2006-10-05,2006-06-01,oos,8,0.55,0.2,0.52,0.9938278794288635,0.9436684839618061,1,1,-0.11407172344303729,0,bull
2006-10-06,2006-06-01,oos,8,0.55,0.2,0.52,0.9957460761070251,0.9479907135494955,1,1,-0.11644822101131691,0,bull
2006-10-09,2006-06-01,oos,8,0.55,0.2,0.52,0.9929932951927185,0.9517257458712347,1,1,-0.11574766689746752,0,bull
2006-10-10,2006-06-01,oos,8,0.55,0.2,0.52,0.9938615560531616,0.9552228477526301,1,1,-0.11394073916370817,0,bull
2006-10-11,2006-06-01,oos,8,0.55,0.2,0.52,0.9646089673042297,0.9560018577254105,1,1,-0.11621254520915603,0,bull
2006-10-12,2006-06-01,oos,8,0.55,0.2,0.52,0.9965167045593262,0.9593644262028075,1,1,-0.10778024242400996,0,bull
2006-10-13,2006-06-01,oos,8,0.55,0.2,0.52,0.9969168901443481,0.9624811288776578,1,1,-0.10595365506077226,0,bull
2006-10-16,2006-06-01,oos,8,0.55,0.2,0.52,0.996071457862854,0.965268990370854,1,1,-0.10370150864480265,0,bull
2006-10-17,2006-06-01,oos,8,0.55,0.2,0.52,0.9906638860702515,0.9673766640371431,1,1,-0.10698147007996195,0,bull
2006-10-18,2006-06-01,oos,8,0.55,0.2,0.52,0.9951327443122864,0.9696803064764665,1,1,-0.10583577720109527,0,bull
2006-10-19,2006-06-01,oos,8,0.55,0.2,0.52,0.9937720894813538,0.9716798270578626,1,1,-0.10507640403319696,0,bull
2006-10-20,2006-06-01,oos,8,0.55,0.2,0.52,0.9941715598106384,0.9735465499376641,1,1,-0.10400271654522453,0,bull
2006-10-23,2006-06-01,oos,8,0.55,0.2,0.52,0.993438184261322,0.9751974751605789,1,1,-0.09849026832357388,0,bull
2006-10-24,2006-06-01,oos,8,0.55,0.2,0.52,0.9958315491676331,0.97691001987538,1,1,-0.098254592521413,0,bull
2006-10-25,2006-06-01,oos,8,0.55,0.2,0.52,0.9969320297241211,0.9785717657397417,1,1,-0.09508595573610445,0,bull
2006-10-26,2006-06-01,oos,8,0.55,0.2,0.52,0.9985865354537964,0.9802329107021978,1,1,-0.09059484924101047,0,bull
2006-10-27,2006-06-01,oos,8,0.55,0.2,0.52,0.984836757183075,0.980615011345817,1,1,-0.09828080536071748,0,bull
2006-10-30,2006-06-01,oos,8,0.55,0.2,0.52,0.9768930673599243,0.9803061050435691,1,1,-0.09789448564974912,0,bull
2006-10-31,2006-06-01,oos,8,0.55,0.2,0.52,0.967875063419342,0.9792743788500038,1,1,-0.09788801235711608,0,bull
2006-11-01,2006-06-01,oos,8,0.55,0.2,0.52,0.8947510719299316,0.9722592861206671,1,1,-0.10451986070113595,0,bull
2006-11-02,2006-06-01,oos,8,0.55,0.2,0.52,0.9501187801361084,0.970421713642546,1,1,-0.10482762181138394,0,bull
2006-11-03,2006-06-01,oos,8,0.55,0.2,0.52,0.91024249792099,0.965427082054543,1,1,-0.10681779966869531,0,bull
2006-11-06,2006-06-01,oos,8,0.55,0.2,0.52,0.9650495052337646,0.9653957447050387,1,1,-0.09668334058981443,0,bull
2006-11-07,2006-06-01,oos,8,0.55,0.2,0.52,0.9856389164924622,0.9670758461161082,1,1,-0.09468005631285092,0,bull
2006-11-08,2006-06-01,oos,8,0.55,0.2,0.52,0.9961573481559753,0.9694894932029523,1,1,-0.09279456997837121,0,bull
2006-11-09,2006-06-01,oos,8,0.55,0.2,0.52,0.9816828966140747,0.9705014963856498,1,1,-0.09763267692547695,0,bull
2006-11-10,2006-06-01,oos,8,0.55,0.2,0.52,0.9887790679931641,0.9720184609291106,1,1,-0.09595010034402751,0,bull
2006-11-13,2006-06-01,oos,8,0.55,0.2,0.52,0.9856386780738831,0.9731488838828012,1,1,-0.09364560816664202,0,bull
2006-11-14,2006-06-01,oos,8,0.55,0.2,0.52,0.9958639144897461,0.9750341395816597,1,1,-0.08788445764037134,0,bull
2006-11-15,2006-06-01,oos,8,0.55,0.2,0.52,0.9966323971748352,0.9768267076357173,1,1,-0.08569129011283672,0,bull
2006-11-16,2006-06-01,oos,8,0.55,0.2,0.52,0.9980581402778625,0.9785888307019877,1,1,-0.08360281410813375,0,bull
2006-11-17,2006-06-01,oos,8,0.55,0.2,0.52,0.9980803728103638,0.9802065498886888,1,1,-0.08266011089949044,0,bull
2006-11-20,2006-06-01,oos,8,0.55,0.2,0.52,0.9963542222976685,0.9815467414102896,1,1,-0.08311835608415985,0,bull
2006-11-21,2006-06-01,oos,8,0.55,0.2,0.52,0.9952855706214905,0.9826870086859208,1,1,-0.08160600312380328,0,bull
2006-11-22,2006-06-01,oos,8,0.55,0.2,0.52,0.9962335228919983,0.9838113145936958,1,1,-0.07945870806505129,0,bull
2006-11-24,2006-06-01,oos,8,0.55,0.2,0.52,0.9894569516181946,0.9842798796402631,1,1,-0.08282378131075707,0,bull
2006-11-27,2006-06-01,oos,8,0.55,0.2,0.52,0.7833626866340637,0.9676045649700818,1,1,-0.09525617935719721,0,bull
2006-11-28,2006-06-01,oos,8,0.55,0.2,0.52,0.7855488061904907,0.9524946730800701,1,1,-0.09213988833330455,0,bull
2006-11-29,2006-06-01,oos,8,0.55,0.2,0.52,0.9203493595123291,0.9498267420240296,1,1,-0.08378614414887875,0,bull
2006-12-01,2006-12-01,oos,8,0.55,0.2,0.52,0.9324448108673096,0.9324448108673096,1,1,-0.08559962509246422,0,bull
2006-12-04,2006-12-01,oos,8,0.55,0.2,0.52,0.9871168732643127,0.9369823709959227,1,1,-0.07747500350037306,0,bull
2006-12-05,2006-12-01,oos,8,0.55,0.2,0.52,0.9860089421272278,0.9410513781753597,1,1,-0.073782589432134,0,bull
2006-12-06,2006-12-01,oos,8,0.55,0.2,0.52,0.991915762424469,0.9452729164129197,1,1,-0.07500028770189482,0,bull
2006-12-07,2006-12-01,oos,8,0.55,0.2,0.52,0.912154495716095,0.9425242213996365,1,1,-0.07867304214065551,0,bull
2006-12-08,2006-12-01,oos,8,0.55,0.2,0.52,0.9747734665870667,0.9452007783598945,1,1,-0.0770036518960514,0,bull
2006-12-11,2006-12-01,oos,8,0.55,0.2,0.52,0.9881654977798462,0.9487666763565963,1,1,-0.07490862268152232,0,bull
2006-12-12,2006-12-01,oos,8,0.55,0.2,0.52,0.9351246953010559,0.947634447086308,1,1,-0.07587753872947012,0,bull
2006-12-13,2006-12-01,oos,8,0.55,0.2,0.52,0.962235689163208,0.9488462911428804,1,1,-0.07479737794886454,0,bull
2006-12-14,2006-12-01,oos,8,0.55,0.2,0.52,0.9957370758056641,0.9527380366808519,1,1,-0.06675786816731977,0,bull
2006-12-15,2006-12-01,oos,8,0.55,0.2,0.52,0.9934158325195312,0.9561141292668082,1,1,-0.06571039351865171,0,bull
2006-12-18,2006-12-01,oos,8,0.55,0.2,0.52,0.9928641319274902,0.9591642308998624,1,1,-0.06872846631234575,0,bull
2006-12-19,2006-12-01,oos,8,0.55,0.2,0.52,0.9915090799331665,0.9618487225927819,1,1,-0.06671854890836315,0,bull
2006-12-20,2006-12-01,oos,8,0.55,0.2,0.52,0.9927628636360168,0.9644144713071708,1,1,-0.0680410186181486,0,bull
2006-12-21,2006-12-01,oos,8,0.55,0.2,0.52,0.9667744636535645,0.9646103411299894,1,1,-0.07146499083509628,0,bull
2006-12-22,2006-12-01,oos,8,0.55,0.2,0.52,0.8482247591018677,0.9549508083923842,1,1,-0.07640131601240063,0,bull
2006-12-26,2006-12-01,oos,8,0.55,0.2,0.52,0.9310281276702881,0.9529653226167446,1,1,-0.07238156112162819,0,bull
2006-12-27,2006-12-01,oos,8,0.55,0.2,0.52,0.9772858023643494,0.9549838241031186,1,1,-0.06587406392991835,0,bull
2006-12-28,2006-12-01,oos,8,0.55,0.2,0.52,0.9424929022789001,0.9539471280950619,1,1,-0.0672554326109458,0,bull
2006-12-29,2006-12-01,oos,8,0.55,0.2,0.52,0.8429056406021118,0.944731133596608,1,1,-0.07146499083509628,0,bull
2007-01-03,2006-12-01,oos,8,0.55,0.2,0.52,0.8623890280723572,0.9378970717640809,1,1,-0.07257799758202543,0,bull
2007-01-04,2006-12-01,oos,8,0.55,0.2,0.52,0.8436768651008606,0.9300771755626133,1,1,-0.07143885791298488,0,bull
2007-01-05,2006-12-01,oos,8,0.55,0.2,0.52,0.8538219928741455,0.9237483037147812,1,1,-0.07708876370659778,0,bull
2007-01-08,2006-12-01,oos,8,0.55,0.2,0.52,0.8782842755317688,0.9199749731959623,1,1,-0.07503960696085143,0,bull
2007-01-09,2006-12-01,oos,8,0.55,0.2,0.52,0.9086998105049133,0.9190391802803957,1,1,-0.07551751177499921,0,bull
