strategy_name,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
predicted_strategy,0.08556560194167018,0.10462725218957962,0.70750821477926,-0.19338586525408297,3.305536181634868,4.305536181634868,182,10.235215353715688,0.6768578442311984
buy_and_hold,0.11272171808163223,0.19845521004357952,0.56924804490119,-0.5148148346329285,5.7807337351205605,6.7807337351205605,0,0.0,1.0
