Date,Ticker,Adj_Close,ret,rf_daily,excess_ret,log_downside_dev_hl5,log_downside_dev_hl21,ewm_return_hl5,ewm_return_hl10,ewm_return_hl21,sortino_hl5,sortino_hl10,sortino_hl21
1981-09-01,^GSPC,123.0199966430664,0.0018730818944880934,0.0006235642371530403,0.001249517657335053,-26.937873935368604,-26.937873935368604,0.001249517657335053,0.001249517657335053,0.001249517657335053,624758828.6675261,1249517657.335053,624758828.6675261
1981-09-02,^GSPC,123.48999786376952,0.003820527016162867,0.0006113288984033183,0.0032091981177595486,-26.937873935368604,-26.937873935368604,0.001503197189056596,0.0013807515953134534,0.0013131449965465176,751598594.5282975,1380751595.3134534,656572498.2732584
1981-09-03,^GSPC,121.23999786376952,-0.018220099108610666,0.000621867128496989,-0.018841966237107655,-4.993901112083193,-5.685415384033826,-0.0011304727561086635,2.6496679080953347e-05,0.0006587443811366336,-0.1667568937138702,0.005434189451190995,0.19402667998182055
1981-09-04,^GSPC,120.06999969482422,-0.009650265502808342,0.0006109884912530728,-0.010261253994061414,-4.916625076153246,-5.568228746798309,-0.0023124472440279654,-0.0006624432073145868,0.00030419145537195953,-0.3157439034547799,-0.12251999387337006,0.0796889362243048
1981-09-08,^GSPC,117.9800033569336,-0.017406482411948532,0.0006075828200875488,-0.01801406523203608,-4.665114603272313,-5.305684672598913,-0.004345012847915061,-0.00182442942629423,-0.0002905697598110084,-0.4613437002641068,-0.2606135940713915,-0.05854367624359832
1981-09-09,^GSPC,118.4000015258789,0.0035599097897518472,0.000602468851839566,0.0029574409379122812,-4.7344293213130655,-5.322188176891254,-0.0033997143187836252,-0.0015042018731445228,-0.00018511262912055928,-0.3868823824497287,-0.222447547562806,-0.03791691595570504
1981-09-10,^GSPC,120.13999938964844,0.014695927714065249,0.0005857173557681783,0.01411021035829707,-4.803744039352725,-5.338691681183483,-0.0011330644326082336,-0.00045855139709379564,0.0002790310837074198,-0.1381955745579866,-0.07020386423812157,0.058105457304408505
1981-09-11,^GSPC,121.61000061035156,0.012235735210348153,0.0005809182563234483,0.011654816954024705,-4.873058757391211,-5.3551951854755995,0.0005223196095273796,0.0003526446437933262,0.0006483826188096659,0.06827769625714664,0.055893562134653754,0.13726603301672738
1981-09-14,^GSPC,120.66000366210938,-0.007811832443666011,0.0005640757635709814,-0.008375908207236993,-4.860353890401668,-5.321542351092553,-0.0006295509690155277,-0.000231880428853045,0.0003553799456047699,-0.08125606211602535,-0.035848853338261884,0.07274604632779942
1981-09-15,^GSPC,119.7699966430664,-0.0073761560751754995,0.0005602849953039168,-0.007936441070479416,-4.857172841426703,-5.295614228798325,-0.0015754237767071546,-0.0007478318065460188,8.615926441429839e-05,-0.20269393705616637,-0.11370676139436163,0.01718533571032198
1981-09-16,^GSPC,118.87000274658205,-0.007514351855302137,0.000558215783123428,-0.008072567638425565,-4.8521032773206985,-5.270406056404403,-0.0024164753897906476,-0.0012383474529901464,-0.0001787400876301902,-0.30933143440879435,-0.18517430937899215,-0.03476403945947184
1981-09-17,^GSPC,117.1500015258789,-0.014469598561127284,0.0005609744940795469,-0.01503057305520683,-4.702136101477148,-5.160834991095929,-0.0040493632271064485,-0.0021619715416200526,-0.0006609526897476367,-0.4461680801546868,-0.28672155288431234,-0.115210625084902
1981-09-18,^GSPC,116.26000213623048,-0.007597092428989982,0.0005571807741093782,-0.00815427320309936,-4.714771801226298,-5.14453984571147,-0.004580741511218851,-0.0025632580576983406,-0.0009042474797666068,-0.5111344607944464,-0.33802756083663776,-0.15507170928145442
1981-09-21,^GSPC,117.23999786376952,0.008429345514639586,0.0005540741336942379,0.007875271380945348,-4.784086519266275,-5.161043350004809,-0.0029683176587519803,-0.0018642209684374034,-0.0006191921169433402,-0.3549872476529122,-0.2545122373042156,-0.10795383285672266
1981-09-22,^GSPC,116.68000030517578,-0.00477650604569646,0.0005723340393610776,-0.005348840085057538,-4.823868010506731,-5.16316395623008,-0.003276474945898179,-0.002097575486311107,-0.000772755374676098,-0.40774262055370786,-0.29095401571271456,-0.1350130193603343
1981-09-23,^GSPC,115.6500015258789,-0.008827552079215928,0.0005526926270922328,-0.00938024470630816,-4.8009293967510915,-5.136517130791753,-0.004066604503153402,-0.0025852740576012816,-0.001052225244648768,-0.49459427182733806,-0.35056100830162407,-0.17900689650718404
1981-09-24,^GSPC,115.01000213623048,-0.005533933257278911,0.0005526926270922328,-0.006086625884371144,-4.831075178377228,-5.135346419400469,-0.004328095133081824,-0.002819749115017194,-0.0012156832796187359,-0.542507928753311,-0.3865037912710139,-0.20657276189419374
