strategy_name,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth
ew_bull_signal_strategy,0.05326266092210541,0.08529289557553926,0.4922031452714249,-0.1168592374890467,1.5354241733308385,2.5354241733308385
buy_and_hold_equal_weight,0.08779939461868747,0.15354189966445117,0.5369061561908203,-0.3515241566909796,3.5213486816902,4.5213486816902
