rebalance_date,split,state0_annualized_cagr,state1_annualized_cagr
2008-12-03,oos,11.035250144665442,-0.6741294266278546
2008-12-03,train,0.9962227846010197,-0.48455340794308754
2008-12-03,validation,0.6549379424770172,-0.49882530323001906
2009-06-03,oos,1.403354830257431,-0.6909365631841693
2009-06-03,train,1.0211980375481682,-0.4928210236409819
2009-06-03,validation,0.9842891032447156,-0.5379590637331376
2009-12-03,oos,0.8346148554999577,-0.6489856071838206
2009-12-03,train,1.0258718640624749,-0.49217073768462394
2009-12-03,validation,1.1395298446768107,-0.5623986320881411
2010-06-03,oos,1.0402241057999104,-0.38198300103023697
2010-06-03,train,0.9743622541594446,-0.4925866729266192
2010-06-03,validation,1.1910791361578652,-0.5841708799547746
2010-12-03,oos,0.5745799581288082,-0.6225335039384368
2010-12-03,train,0.993613803811098,-0.48878690659469215
2010-12-03,validation,1.319409622208593,-0.5779782250525762
2011-06-03,oos,4.5353805774144815,-0.5702221441276184
2011-06-03,train,0.961729972985145,-0.4950507119694133
2011-06-03,validation,1.424525079264059,-0.597068113790997
2011-12-05,oos,0.9643554932655962,-0.745260228782615
2011-12-05,train,0.9685189419324041,-0.4963899124211075
2011-12-05,validation,1.6633683076350545,-0.629876682396998
2012-06-05,oos,0.781193594837772,-0.408856135984792
2012-06-05,train,0.9564757567290376,-0.5042464724659947
2012-06-05,validation,1.395498218047523,-0.6681508158586935
2012-12-05,oos,0.599879701155325,-0.9759730138995003
2012-12-05,train,0.9217655918994916,-0.5533609710547003
2012-12-05,validation,1.0787923679160492,-0.6283751606505013
2013-06-05,oos,0.5557630567472549,-0.6032416694875413
2013-06-05,train,0.9781889308614471,-0.5729053551535159
2013-06-05,validation,0.8146640005817385,-0.6628861189476866
2013-12-05,oos,0.3417204201815396,-0.568355339176714
2013-12-05,train,0.9677427846243545,-0.5772778355858071
2013-12-05,validation,0.778629591708967,-0.6428724028557687
2014-06-05,oos,0.5301565958506704,-0.6210621347667149
2014-06-05,train,0.9134901582808952,-0.5705138802119278
2014-06-05,validation,0.7151961094859034,-0.6263576226350034
2014-12-05,oos,0.5477454583598329,-0.6726911302143288
2014-12-05,train,0.9102410001749184,-0.5734244012344221
2014-12-05,validation,0.6400920922059781,-0.6426665804636433
2015-06-05,oos,0.8045057255172132,-0.5473125259866629
2015-06-05,train,0.8398931243538019,-0.5735382109145826
2015-06-05,validation,0.6685901994506007,-0.6386756399705114
2015-12-07,oos,0.6438357915993325,-0.5414249855895721
2015-12-07,train,0.868356415961244,-0.5769993717445084
2015-12-07,validation,0.586280303344195,-0.6267230413163482
2016-06-07,oos,0.4915230520711169,-0.5785679524330573
2016-06-07,train,0.892496829302128,-0.5808928915904098
2016-06-07,validation,0.5867207279163908,-0.5940923667505351
2016-12-07,oos,0.2709310545208632,-0.8357375435326253
2016-12-07,train,0.879654270987315,-0.567750056657949
2016-12-07,validation,0.5593360415002675,-0.5672587026412419
2017-06-07,oos,0.2962990548872595,-0.7537338114143244
2017-06-07,train,0.8606553615030315,-0.5759850879734251
2017-06-07,validation,0.5116546105623752,-0.553069050895771
2017-12-07,oos,0.8682509023451899,-0.4057651892599098
2017-12-07,train,0.8800924820335059,-0.5572203714630515
2017-12-07,validation,0.521200013462626,-0.5399128671199029
2018-06-07,oos,0.35775236285761447,-0.4992340672370138
2018-06-07,train,0.8429756176780143,-0.5589889650579821
2018-06-07,validation,0.5786928979949268,-0.5230486555113563
2018-12-07,oos,0.6090822626070602,-0.3771232279846375
2018-12-07,train,0.8283392026792125,-0.5490033606269789
2018-12-07,validation,0.5743404937030683,-0.5187058171285427
2019-06-07,oos,0.5009367767973019,-0.32782087240050406
2019-06-07,train,0.8363392768978499,-0.5606014713309151
2019-06-07,validation,0.5379664884375381,-0.48087665732777973
2019-12-09,oos,1.955322377383928,-0.8304401981694494
2019-12-09,train,0.7987641784991288,-0.5634891052722266
2019-12-09,validation,0.5117021976037348,-0.48188294134807486
2020-06-09,oos,1.1918775757228839,-0.7055817387026838
2020-06-09,train,0.8118685317854617,-0.577619630350648
2020-06-09,validation,0.5739436101711599,-0.5631316202554237
2020-12-09,oos,0.751856677181931,-0.8910270465021417
2020-12-09,train,0.818953868294978,-0.5837261498446971
2020-12-09,validation,0.6352143927826717,-0.5848956846206803
2021-06-09,oos,0.6864199450488955,-0.6610775279618353
2021-06-09,train,0.7947101997329584,-0.5797145206031997
2021-06-09,validation,0.7197210357523371,-0.5928461372974956
2021-12-09,oos,2.276573307409533,-0.5656548297426729
2021-12-09,train,0.784331599800832,-0.586332955167298
2021-12-09,validation,0.7944691475635026,-0.5954108066211687
2022-06-09,oos,2.270033571590161,-0.5572776114456394
2022-06-09,train,0.8939785350561316,-0.556780593465571
2022-06-09,validation,0.8191892370263747,-0.5774119856200796
2022-12-09,oos,1.5511670726417757,-0.554281794230021
2022-12-09,train,0.8466318452651589,-0.565701178102999
2022-12-09,validation,0.9761867794664019,-0.5796747052043655
2023-06-09,oos,0.7963861945813091,-0.39745470205787314
2023-06-09,train,0.8191799177636423,-0.5616072353205339
2023-06-09,validation,1.0779725251841974,-0.6017110568010782
2023-12-11,oos,0.6255547600664295,-0.5316908051347656
2023-12-11,train,0.8479983133910791,-0.51037427643693
2023-12-11,validation,1.1821113750599168,-0.5577108230723771
2024-06-11,oos,0.6254084578520778,-0.41807033877289457
2024-06-11,train,0.8059544925144011,-0.5009444214111539
2024-06-11,validation,1.0238941539529254,-0.5063061078258139
2024-12-11,oos,1.4222402458026635,-0.4201411826074174
2024-12-11,train,0.804411269822922,-0.5108357318789281
2024-12-11,validation,0.8950154161226238,-0.49144482244380583
2025-06-11,oos,0.6081032945286888,-0.6162533408344839
2025-06-11,train,0.8031812526007196,-0.5027359252376156
2025-06-11,validation,0.9935570174482522,-0.4631651550940771
2025-12-11,oos,1.0967115816321407,-0.3339948180255071
2025-12-11,train,0.7956349892428114,-0.5023589636938
2025-12-11,validation,0.9704893842485014,-0.44721308659697145
