Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,rebalance_date,predicted_label,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger,equity_predicted_strategy
2004-05-24,0.0,0.0,4.223565419558817e-05,4.223565419558817e-05,0.0,2003-12-01,0,0.0,0.0,0,,0.5,bear,0,0,0,0.8992623904005573
2004-05-25,1.0,0.0005,0.0034867239274458672,0.0029867239274458672,0.002944095651696566,2003-12-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9019482388990189
2004-05-26,1.0,0.0,0.005613049590271757,0.005613049590271757,0.005571206596323819,2003-12-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9070109190918173
2004-05-27,1.0,0.0,-8.848596655186558e-05,-8.848596655186558e-05,-0.00013111424230116686,2003-12-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9069306613539684
2004-05-28,1.0,0.0,-0.001329335145697108,-0.001329335145697108,-0.0013754952754467809,2003-12-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9057250465511202
2004-06-02,1.0,0.0,-0.009192832625773084,-0.009192832625773084,-0.009238992755522757,2004-06-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.8973988677932052
2004-06-03,1.0,0.0,0.007940475149204484,0.007940475149204484,0.007892746310962817,2004-06-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9045246412018414
2004-06-04,1.0,0.0,0.015223516612163701,0.015223516612163701,0.01517461164774847,2004-06-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.918294687103289
2004-06-07,1.0,0.0,0.0013950845213919205,0.0013950845213919205,0.0013450037778850454,2004-06-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9195757858073432
2004-06-08,1.0,0.0,-0.009315926001489006,-0.009315926001489006,-0.00936600674499588,2004-06-01,1,1.0,1.0,0,,0.5,bull,1,0,0,0.9110090858340009
