Date,gspc_predicted_label,gspc_predicted_bull_flag,gspc_predicted_bear_flag,gspc_smoothed_prob,mid_predicted_label,mid_predicted_bull_flag,mid_predicted_bear_flag,mid_smoothed_prob,rut_predicted_label,rut_predicted_bull_flag,rut_predicted_bear_flag,rut_smoothed_prob
2008-06-10,0,0,1,0.32006148388846006,1,1,0,0.7535957070401829,1,1,0,0.7986288252148169
2008-06-11,0,0,1,0.27030174091865006,1,1,0,0.6719128179747682,1,1,0,0.7607333240920957
2008-06-12,0,0,1,0.2281564771736051,0,0,1,0.566804214923902,1,1,0,0.6990517830572147
2008-06-13,0,0,1,0.1921138121907865,0,0,1,0.47865150819878177,1,1,0,0.6422669811163094
2008-06-16,0,0,1,0.17802396810307056,0,0,1,0.45548097077993865,1,1,0,0.6272088140687813
2008-06-17,0,0,1,0.16126329346325136,0,0,1,0.4962372837808607,1,1,0,0.6316129513897721
2008-06-18,0,0,1,0.1409567770110466,0,0,1,0.5119322127131121,1,1,0,0.6394687343463511
2008-06-19,0,0,1,0.11905598212295516,0,0,1,0.4832521829457677,1,1,0,0.6038219557681972
2008-06-20,0,0,1,0.1030849374112492,0,0,1,0.4563438166795044,0,0,1,0.5866616637691627
2008-06-23,0,0,1,0.0870309471173215,0,0,1,0.38485160343709207,0,0,1,0.5418833759716759
2008-06-24,0,0,1,0.07354122871986342,0,0,1,0.32463910141568114,0,0,1,0.4977866840971054
2008-06-25,0,0,1,0.062299473625564046,0,0,1,0.2739063873276398,0,0,1,0.4568656094693892
2008-06-26,0,0,1,0.05329171214178783,0,0,1,0.23096655747375475,0,0,1,0.4195834850339039
2008-06-27,0,0,1,0.0451518544294896,0,0,1,0.19468003614493853,0,0,1,0.3849972840112046
2008-06-30,0,0,1,0.03812551768197772,0,0,1,0.16469825394103454,0,0,1,0.3537472433065731
2008-07-01,0,0,1,0.032204433103443814,0,0,1,0.13906947231355915,0,0,1,0.325023812792948
2008-07-02,0,0,1,0.027269971456950703,0,0,1,0.1174930950297609,0,0,1,0.2984832000748567
2008-07-03,0,0,1,0.023089695398169127,0,0,1,0.09915677337353086,0,0,1,0.2739418602727015
2008-07-07,0,0,1,0.01957835500532838,0,0,1,0.08413985448270149,0,0,1,0.2514894933596775
2008-07-08,0,0,1,0.016563046241404828,0,0,1,0.07117605583400471,0,0,1,0.23080796107766754
2008-07-09,0,0,1,0.014311717192799077,0,0,1,0.06056513063037311,0,0,1,0.21192881119670656
2008-07-10,0,0,1,0.012195491144213746,0,0,1,0.051448162409234506,0,0,1,0.19452270143656802
2008-07-11,0,0,1,0.010434706142815494,0,0,1,0.04349357301963257,0,0,1,0.17857713285602078
2008-07-14,0,0,1,0.008873557152738642,0,0,1,0.036948148334153844,0,0,1,0.16401775561128878
2008-07-15,0,0,1,0.007587797731542982,0,0,1,0.03129861658319249,0,0,1,0.1506222360934174
2008-07-16,0,0,1,0.006471033828075115,0,0,1,0.02655510654275819,0,0,1,0.138306757006382
2008-07-17,0,0,1,0.005706126586083554,0,0,1,0.022698324890532577,0,0,1,0.13150672002933445
2008-07-18,0,0,1,0.005208901090649494,0,0,1,0.02543124596836935,0,0,1,0.12788830826596634
2008-07-21,0,0,1,0.006014318692154286,0,0,1,0.030594100597776584,0,0,1,0.13177885122967603
2008-07-22,0,0,1,0.006973289712106344,0,0,1,0.03336559258863747,0,0,1,0.13032502956279193
2008-07-23,0,0,1,0.022360119657346758,0,0,1,0.11810932078995322,0,0,1,0.18900232072052692
2008-07-24,0,0,1,0.05133268716991954,0,0,1,0.18238262793838775,0,0,1,0.25130767334735704
2008-07-25,0,0,1,0.044045174269323334,0,0,1,0.15428473557888506,0,0,1,0.23809437961421265
2008-07-28,0,0,1,0.03770079391065323,0,0,1,0.13179564056876616,0,0,1,0.23022138624240182
2008-07-29,0,0,1,0.03200511328060475,0,0,1,0.11108759876860336,0,0,1,0.21284391618798362
2008-07-30,0,0,1,0.029044899353765145,0,0,1,0.09646888814394863,0,0,1,0.23301671073505903
2008-07-31,0,0,1,0.07306760739453388,0,0,1,0.11405185191216753,0,0,1,0.24138642298345628
2008-08-01,0,0,1,0.07465015504310729,0,0,1,0.10040814132041578,0,0,1,0.2381394939283966
2008-08-04,0,0,1,0.06774976045043989,0,0,1,0.09528990312268742,0,0,1,0.25603628650737137
2008-08-05,0,0,1,0.05879069830848124,0,0,1,0.0804675944123131,0,0,1,0.23940328336340333
2008-08-06,0,0,1,0.1196526382835319,0,0,1,0.0865907634852469,0,0,1,0.23039590361561024
2008-08-07,0,0,1,0.21618907057190642,0,0,1,0.13596501019159996,0,0,1,0.2664666344892186
2008-08-08,0,0,1,0.18751595486231917,0,0,1,0.11768685885975705,0,0,1,0.26323300096218233
2008-08-11,0,0,1,0.2769200965672694,0,0,1,0.1536595118495081,0,0,1,0.3163723126654891
2008-08-12,0,0,1,0.36389081458740835,0,0,1,0.21645047069266474,0,0,1,0.3725444095036512
2008-08-13,0,0,1,0.4122491485841448,0,0,1,0.23465554995169807,0,0,1,0.42353501529771487
2008-08-14,0,0,1,0.4465955257350974,0,0,1,0.23976348171150985,0,0,1,0.4706627578704907
