Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger
2015-12-23,2015-12-07,0.8048830628395081,0.49184345865857226,0,0,1,12,,0.5,bear,1,0,0
2015-12-24,2015-12-07,0.6908606886863708,0.503013437482068,1,1,0,12,,0.5,bull,0,0,0
2015-12-28,2015-12-07,0.6403689384460449,0.5107226093806214,1,1,0,12,,0.5,bull,1,0,0
2015-12-29,2015-12-07,0.789874792098999,0.5263902175020958,1,1,0,12,,0.5,bull,1,0,0
2015-12-30,2015-12-07,0.7647096514701843,0.5397660595348646,1,1,0,12,,0.5,bull,0,0,0
2015-12-31,2015-12-07,0.2628882825374603,0.5242261039977205,1,1,0,12,,0.5,bull,0,0,0
2016-01-04,2015-12-07,0.005891968030482531,0.49513424435601877,0,0,1,12,,0.5,bear,0,0,0
2016-01-05,2015-12-07,0.004851941484957933,0.46761681312737835,0,0,1,12,,0.5,bear,0,0,0
2016-01-06,2015-12-07,0.002442670986056328,0.44150859467699305,0,0,1,12,,0.5,bear,0,0,0
2016-01-07,2015-12-07,0.0029244909528642893,0.4168927604085929,0,0,1,12,,0.5,bear,0,0,0
2016-01-08,2015-12-07,0.0030659621115773916,0.3936664469234387,0,0,1,12,,0.5,bear,0,0,0
2016-01-11,2015-12-07,0.0036345203407108784,0.3717756369678999,0,0,1,12,,0.5,bear,0,0,0
2016-01-12,2015-12-07,0.005071111023426056,0.3511940934065325,0,0,1,12,,0.5,bear,0,0,0
2016-01-13,2015-12-07,0.002690889872610569,0.3316341115755595,0,0,1,12,,0.5,bear,0,0,0
2016-01-14,2015-12-07,0.002965668449178338,0.3131873693052536,0,0,1,12,,0.5,bear,0,0,0
2016-01-15,2015-12-07,0.0028393566608428955,0.29576887378771555,0,0,1,12,,0.5,bear,0,0,0
2016-01-19,2015-12-07,0.0031078262254595757,0.2793430713419883,0,0,1,12,,0.5,bear,0,0,0
