version,rebalance_date,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,oos_sharpe,oos_accuracy,oos_balanced_accuracy,oos_f1
feature_enhanced_gspc_to_spy,2000-05-26,0,,0.5,-2.954085800381178,0.8492063492063492,0.7475490196078431,0.5957446808510638
feature_enhanced_gspc_to_spy,2000-11-27,8,,0.5,0.29563555710459627,0.8709677419354839,0.7547474747474747,0.6363636363636364
feature_enhanced_gspc_to_spy,2001-05-29,4,,0.5,-0.3670233911029658,0.9274193548387096,0.7961215932914046,0.7096774193548387
feature_enhanced_gspc_to_spy,2001-11-29,0,,0.5,-1.7767860559039754,0.8934426229508197,0.7780448717948718,0.6976744186046512
feature_enhanced_gspc_to_spy,2002-05-29,4,,0.5,-0.7210957280156159,0.8125,0.7257142857142858,0.5714285714285714
feature_enhanced_gspc_to_spy,2002-11-29,12,,0.5,-0.5704123146936287,0.6557377049180327,0.6530219780219779,0.6111111111111112
feature_enhanced_gspc_to_spy,2003-05-29,0,,0.5,1.1574414005637452,0.84375,0.7585714285714286,0.900990099009901
feature_enhanced_gspc_to_spy,2003-12-01,8,,0.5,-0.17356117132594862,0.7903225806451613,0.7185461323392358,0.8571428571428571
feature_enhanced_gspc_to_spy,2004-06-01,8,,0.5,0.6845932909344321,0.7698412698412699,0.7374768089053803,0.8242424242424242
feature_enhanced_gspc_to_spy,2004-12-01,8,,0.5,-0.7310061451057982,0.75,0.7473876698014629,0.7703703703703704
feature_enhanced_gspc_to_spy,2005-06-01,8,,0.5,0.23922047514729622,0.7716535433070866,0.7529255319148935,0.8198757763975155
feature_enhanced_gspc_to_spy,2005-12-01,8,,0.5,-0.6001741471025164,0.7479674796747967,0.6139318885448917,0.841025641025641
feature_enhanced_gspc_to_spy,2006-06-01,8,,0.5,2.1382338858128827,0.8818897637795275,0.872707147375079,0.9171270718232044
feature_enhanced_gspc_to_spy,2006-12-01,8,,0.5,0.9964877336951937,0.8770491803278688,0.7455882352941177,0.927536231884058
feature_enhanced_gspc_to_spy,2007-06-01,8,,0.5,-1.1208871714615638,0.7086614173228346,0.7211042311661506,0.6837606837606838
feature_enhanced_gspc_to_spy,2007-12-03,8,,0.5,0.2274494289333706,0.7661290322580645,0.6898809523809524,0.5671641791044776
feature_enhanced_gspc_to_spy,2008-06-03,8,,0.5,0.0,0.9448818897637795,0.5,0.0
feature_enhanced_gspc_to_spy,2008-12-03,8,,0.5,1.8304269254752623,0.8780487804878049,0.8660617551462622,0.845360824742268
feature_enhanced_gspc_to_spy,2009-06-03,8,,0.5,2.119712221278004,0.84251968503937,0.5,0.9145299145299145
feature_enhanced_gspc_to_spy,2009-12-03,8,,0.5,0.3228993187485354,0.7804878048780488,0.6948795180722892,0.8524590163934426
feature_enhanced_gspc_to_spy,2010-06-03,8,,0.5,1.3709933055676653,0.7637795275590551,0.7658817086527929,0.8076923076923077
feature_enhanced_gspc_to_spy,2010-12-03,8,,0.5,1.446268266832361,0.8629032258064516,0.5,0.9264069264069265
feature_enhanced_gspc_to_spy,2011-06-03,8,,0.5,-0.9021775310818293,0.7007874015748031,0.6621041331186259,0.5581395348837209
