Date,equity_strategy,equity_buy_and_hold
2000-05-26,1.0002263817330461,1.0326087633950403
2000-05-30,1.0004438047069992,1.034873210867487
2000-05-31,1.0006654079564836,1.0529889662060379
2000-06-01,1.0008919403257361,1.0713310170667028
2000-06-02,0.9955257098805195,1.066122796658024
2000-06-05,0.991085401146738,1.061367606191017
2000-06-06,0.990816079469888,1.0687271263110856
2000-06-07,0.9864367154650834,1.0645377624288517
2000-06-08,0.9861686570414521,1.0622728760589608
2000-06-09,0.9863941253210844,1.0498188099682038
2000-06-12,0.9866177967224173,1.0695199506538826
2000-06-13,0.9877951722772468,1.0713310170667028
2000-06-14,0.989883132910962,1.073595552318638
2000-06-15,0.9817492482792944,1.0647738014742214
2000-06-16,0.9814795193982356,1.0783934036171996
2000-06-19,0.9774765380032343,1.0745343539513015
2000-06-20,0.9772068831627243,1.0740802706557646
2000-06-21,0.9774270057069477,1.0577375732113854
2000-06-22,0.9776479108638619,1.0486588918032653
2000-06-23,0.977867399420336,1.0621641172723437
2000-06-26,0.9780873040191803,1.0543332212974459
2000-06-27,0.9783065243396663,1.0572839288132925
2000-06-28,0.9785272614469477,1.0472967296961435
2000-06-29,0.9787491489847908,1.0552409489910757
2000-06-30,0.9789754872317185,1.0697682788276839
2000-07-03,0.9792015112251988,1.050474610528992
2000-07-05,0.9794286873374686,1.0586457398024596
2000-07-06,0.9796566494426505,1.075669430520911
2000-07-07,0.9798868641548247,1.0738533606772296
2000-07-10,0.9801171329663751,1.0761231626984928
2000-07-11,0.9803500216704264,1.0831605320946833
2000-07-12,0.984173301173868,1.0879263438798348
2000-07-13,0.9938244895410212,1.0985949751685
2000-07-14,0.992181614117264,1.0967789053248187
2000-07-17,0.9840707058310534,1.0878129327803117
2000-07-18,0.9838128664835201,1.0790746602297392
2000-07-19,0.9840470011264972,1.0940550200080186
2000-07-20,0.9842793517871262,1.0727189863435311
2000-07-21,0.9845147011159314,1.0665902224358588
2000-07-24,0.9847497387757853,1.06999518880622
2000-07-25,0.9849840963821604,1.0595537308345566
2000-07-26,0.9852199823050513,1.0559225567215702
2000-07-27,0.9854551883398822,1.0320888454829078
2000-07-28,0.9856930278623365,1.0386715171271397
2000-07-31,0.9859301884005783,1.0450271032338585
2000-08-01,0.9861674060003184,1.0502478761094345
2000-08-02,0.9864039437959864,1.0575107510123396
2000-08-03,0.9866405383265744,1.0631855194039639
2000-08-04,0.9868790324286412,1.0758964282789356
2000-08-07,0.9871168469766199,1.0799823001438802
2000-08-08,0.9783243817100944,1.0709026531613832
2000-08-09,0.9780706071403172,1.0656823191832512
2000-08-10,0.9783073949500338,1.070675830962337
2000-08-11,0.9785435093531863,1.0842951697668488
2000-08-14,0.9772347240086366,1.0833870909552636
2000-08-15,0.9769819621607482,1.0795283924073207
2000-08-16,0.9772177566708143,1.0908769636161926
2000-08-17,0.9734759149921597,1.0872453506057624
2000-08-18,0.9732252159944704,1.0931472045348996
2000-08-21,0.9711216844685477,1.0913310469117294
2000-08-22,0.9749591820333259,1.0956435654167431
2000-08-23,0.9779893280373242,1.0990487951255705
2000-08-24,0.9775854960356571,1.0985949751685
2000-08-25,0.9809180864323934,1.102340087057942
2000-08-28,0.9811199243225883,1.1025669092569885
2000-08-29,0.9717281354667959,1.0920125668627345
2000-08-30,0.9714782493982355,1.10653937002241
2000-08-31,0.9719886572243982,1.1076740076945752
2000-09-01,0.9642210360583642,1.098822060706013
2000-09-05,0.9639694787600528,1.0863380618095768
2000-09-06,0.964199611565791,1.0956435654167433
2000-09-07,0.9644276364988471,1.0881535171968366
2000-09-08,0.9646546332386206,1.0865644451111793
2000-09-11,0.9648809616545171,1.0786202258162472
2000-09-12,0.9651073431718553,1.081457697791548
2000-09-13,0.9653355827756458,1.0869054684251482
2000-09-14,0.9655638763561437,1.0631256537926057
2000-09-15,0.9657925849897105,1.0533413130740625
2000-09-18,0.9660220699930181,1.062898568255093
2000-09-19,0.9662512483578245,1.0550477463362384
2000-09-20,0.9664804810927375,1.0390054303025162
2000-09-21,0.9667097682106559,1.057892240670643
2000-09-22,0.9669398325391003,1.0503828809632019
2000-09-25,0.9671699516198572,1.036957008151994
2000-09-26,0.967400848488997,1.0424186479448239
2000-09-27,0.9676336078769993,1.0558444329765426
2000-09-28,0.9678657002370072,1.0458321289255983
2000-09-29,0.9680992945380652,1.047424975529274
2000-10-02,0.9683318603018569,1.0376401081337974
2000-10-03,0.9685644819347468,1.0462872655750006
2000-10-04,0.9687975212962565,1.0499279198727767
2000-10-05,0.9690302547945361,1.0271725796539617
2000-10-06,0.9692630442022084,1.019435871070541
2000-10-09,0.9694969757521087,1.0025968683965143
2000-10-10,0.9697295150513757,0.9941773231697566
2000-10-11,0.9699606605254607,0.9693744385953076
2000-10-12,0.970191861095559,1.0016869462156646
2000-10-13,0.9704263791674973,1.0062374349148016
2000-10-16,0.9706616787055549,0.981206938125907
2000-10-17,0.970897035296753,0.9775659327101758
2000-10-18,0.9711331739481798,1.0144294557066023
2000-10-19,0.9713690074647308,1.018753473324648
2000-10-20,0.9716059861176026,1.0233040498032735
2000-10-23,0.9718433852270378,1.01647743895968
2000-10-24,0.9720822929262215,0.9925845643455696
2000-10-25,0.9723201712011468,0.9953150331240294
2000-10-26,0.9725577448122886,1.0142022823896004
2000-10-27,0.9727968281220774,1.0233040498032735
2000-10-30,0.9730356072546797,1.0409393002201603
2000-10-31,0.9732740819231501,1.0374128470373067
2000-11-01,0.9735126150377525,1.0391191047405055
2000-11-02,0.9737515698647794,1.03968774026892
2000-11-03,0.9739920363691877,1.0469696633208936
2000-11-06,0.9742325622564423,1.046741963326959
2000-11-07,0.974472784156702,1.023531662017719
2000-11-08,0.9747127017816705,1.0196636588439638
2000-11-09,0.9749515874778139,0.9948598964746268
2000-11-10,0.9751912592645652,0.9871234512296724
2000-11-13,0.9754302622471019,1.0130644846558383
2000-11-14,0.9756696877727619,1.016249914524723
2000-11-15,0.9759080797941054,1.000321009590524
2000-11-16,0.9761465300633956,0.9949740098100605
2000-11-17,0.9763854028978619,0.9807520648149703
2000-11-20,0.9766243341869038,0.985758041281465
2000-11-21,0.9768633239448256,0.9622061899813236
2000-11-22,0.9771023721859352,0.9818894236512882
2000-11-27,0.977338560690086,0.9649723184803427
2000-11-28,0.977573345995821,0.9631675778242857
2000-11-29,0.9778070918632115,0.9548215332986115
2000-11-30,0.9780416243905397,0.9543708049538657
2000-12-01,0.9782732885703659,0.9624910502411972
2000-12-04,0.9785024461891119,0.9940702266482554
2000-12-05,0.9787320235953316,0.978167608305764
2000-12-06,0.9789623871499001,0.964746606255194
2000-12-07,0.9791920724680144,0.9670021622691907
2000-12-08,0.9794214453091656,1.0006116175310666
2000-12-11,0.9796501388733396,0.996325869675446
2000-12-12,0.9798788858371472,0.9826786333205635
2000-12-13,0.9801076862130571,0.9701602191310068
2000-12-14,0.9803350725591842,0.9482475124680629
2000-12-15,0.9805599416905999,0.9609177646810909
2000-12-18,0.9807841276465727,0.9413467570941705
2000-12-19,0.9810043203048884,0.9140823039363237
2000-12-20,0.9812083385574984,0.9204179086154045
2000-12-21,0.9814083318913003,0.9480212781637504
2000-12-22,0.9816297688651463,0.9582031270557276
2000-12-26,0.9818475731669464,0.9652164775026126
2000-12-27,0.982069845522147,0.9681582195642284
2000-12-28,0.982292904498406,0.9498310655850575
2000-12-29,0.9825152776684852,0.9326357792330014
2001-01-02,0.9827310652060669,0.9774349572125673
2001-01-03,0.9829350724099761,0.9669134088113455
2001-01-04,0.9831298547087909,0.9353508519243349
2001-01-05,0.9833272731635095,0.9425908717415024
2001-01-08,0.9835265859774311,0.9401022073808696
2001-01-09,0.9837277934051704,0.9566192258859577
2001-01-10,0.983929783587412,0.9575239890768203
2001-01-11,0.984132556848538,0.9557138536027375
2001-01-12,0.9843372256766247,0.9618228759247298
2001-01-16,0.9845411955090299,0.9662349669379895
2001-01-17,0.9847422393478197,0.9758512300691851
2001-01-18,0.9849418389644158,0.9703074454551983
2001-01-19,0.9851411075563045,0.9767557322204656
2001-01-22,0.9853407880203937,0.9844490907781979
2001-01-23,0.9855419951364021,0.9873903977738439
2001-01-24,0.9857432433390111,0.9849010373076594
2001-01-25,0.9859404426222608,0.9837701268256782
2001-01-26,0.9861354481956474,0.9890192847648946
2001-01-29,0.9863271395538867,0.9977074651692448
2001-01-30,0.9865177497260944,0.9920600478412441
2001-01-31,0.9867087696576885,0.9986489479279611
2001-02-01,0.9869020638080447,0.9759868836385786
2001-02-02,0.987095395824314,0.9831546825047539
2001-02-05,0.9872891386081517,0.9802582743171947
2001-02-06,0.9874829194189788,0.9751899297950404
2001-02-07,0.9876771112695298,0.9638233092540169
2001-02-08,0.9878705951159492,0.9545552729250749
2001-02-09,0.9880633703851224,0.9654885677601458
2001-02-12,0.988256556603584,0.9575963840542002
2001-02-13,0.9884505272950006,0.9561483104802115
2001-02-14,0.9886449094289078,0.9654159117431839
2001-02-15,0.9888370885923804,0.9441290909844402
2001-02-16,0.9890300524652441,0.9295768303991132
2001-02-20,0.9892223064953001,0.9095210723086059
2001-02-21,0.9894142240219941,0.9108965768788266
2001-02-22,0.9896016886439684,0.9047423947091658
