Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,rebalance_date,predicted_label,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,signal_zone,y_true,rising_entry_trigger,drawdown_entry_trigger,mapped_spy_next_ret,mapped_spy_next_rf_daily,mapped_spy_return_date,equity_predicted_strategy,equity_full_upper_bound_oracle
2000-06-23,0.0,0.0,0.00022450675139285003,0.00022450675139285003,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.012878568593315265,0.00022450675139285003,2000-06-26,1.053080996245057,1.053080996245057
2000-06-26,0.0,0.0,0.00022488181830659926,0.00022488181830659926,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.007372585693261602,0.00022488181830659926,2000-06-27,1.0533178150143165,1.0533178150143165
2000-06-27,0.0,0.0,0.00022413164917400863,0.00022413164917400863,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.0027986479570618616,0.00022413164917400863,2000-06-28,1.0535538968733,1.0535538968733
2000-06-28,0.0,0.0,0.00022563184624613264,0.00022563184624613264,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.009446089971649085,0.00022563184624613264,2000-06-29,1.0537916121841713,1.0537916121841713
2000-06-29,0.0,0.0,0.00022675662353544013,0.00022675662353544013,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.0075854522120364365,0.00022675662353544013,2000-06-30,1.0540305664120602,1.0540305664120602
2000-06-30,0.0,0.0,0.00023125256064071564,0.00023125256064071564,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.013766836712030495,0.00023125256064071564,2000-07-03,1.0542743136795365,1.0542743136795365
2000-07-03,0.0,0.0,0.0002308780928923504,0.0002308780928923504,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.018035371473002715,0.0002308780928923504,2000-07-05,1.0545177225224642,1.0545177225224642
2000-07-05,0.0,0.0,0.000232001390587655,0.000232001390587655,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.007778511914107833,0.000232001390587655,2000-07-06,1.0547623721004888,1.0547623721004888
2000-07-06,0.0,0.0,0.0002327500798466886,0.0002327500798466886,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.016080630260343565,0.0002327500798466886,2000-07-07,1.0550078681268145,1.0550078681268145
2000-07-07,0.0,0.0,0.00023499530402326663,0.00023499530402326663,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.001688315938105478,0.00023499530402326663,2000-07-10,1.0552557900215318,1.0552557900215318
2000-07-10,0.0,0.0,0.00023499530402326663,0.00023499530402326663,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.002113698298463973,0.00023499530402326663,2000-07-11,1.0555037701767302,1.0555037701767302
2000-07-11,1.0,0.0005,0.006539557589805511,0.006039557589805511,0.005801944455397334,2000-05-26,1,1.0,1.0,0,,0.5,bull,1,0,0,0.006539557589805511,0.00023761313440817666,2000-07-12,1.0618785459829696,1.0618785459829696
2000-07-12,1.0,0.0,0.004399912703553666,0.004399912703553666,0.0041619257337206506,2000-05-26,1,1.0,1.0,0,,0.5,bull,1,0,0,0.004399912703553666,0.00023798696983301504,2000-07-13,1.066550718887071,1.066550718887071
2000-07-13,1.0,0.0,0.009806391166720108,0.009806391166720108,0.009568778032311931,2000-05-26,1,1.0,1.0,0,,0.5,bull,1,0,0,0.009806391166720108,0.00023761313440817666,2000-07-14,1.0770097324356243,1.0770097324356243
2000-07-14,1.0,0.0,-0.0016530840616696407,-0.0016530840616696407,-0.0018899494200029787,2000-05-26,1,1.0,1.0,0,,0.5,bull,1,0,0,-0.0016530840616696407,0.000236865358333338,2000-07-17,1.0752293448126717,1.0752293448126717
2000-07-17,0.0,0.0005,0.00023723926391050476,-0.00026276073608949525,-0.0005,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.008174822200698428,0.00023723926391050476,2000-07-18,1.0749468167585639,1.0749468167585639
2000-07-18,0.0,0.0,0.00023798696983301504,0.00023798696983301504,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.008032881653869062,0.00023798696983301504,2000-07-19,1.0752026400942158,1.0752026400942158
2000-07-19,0.0,0.0,0.00023798696983301504,0.00023798696983301504,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.013882598054049344,0.00023798696983301504,2000-07-20,1.0754585243124883,1.0754585243124883
2000-07-20,0.0,0.0,0.00023611744191387452,0.00023611744191387452,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.019501792208156954,0.00023611744191387452,2000-07-21,1.0757124588281335,1.0757124588281335
2000-07-21,0.0,0.0,0.00023910826573558808,0.00023910826573558808,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.005713298623121199,0.00023910826573558808,2000-07-24,1.075969670568594,1.075969670568594
2000-07-24,0.0,0.0,0.00023873453548994839,0.00023873453548994839,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.0031923847591486254,0.00023873453548994839,2000-07-25,1.0762265416880985,1.0762265416880985
2000-07-25,0.0,0.0,0.00023798696983301504,0.00023798696983301504,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.009758415814292376,0.00023798696983301504,2000-07-26,1.0764826695816088,1.0764826695816088
2000-07-26,0.0,0.0,0.00023948196093437346,0.00023948196093437346,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.0034270787854489004,0.00023948196093437346,2000-07-27,1.076740467762232,1.076740467762232
2000-07-27,0.0,0.0,0.00023873453548994839,0.00023873453548994839,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.022571457619639523,0.00023873453548994839,2000-07-28,1.0769975228976465,1.0769975228976465
2000-07-28,0.0,0.0,0.000241349911460631,0.000241349911460631,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.006378008708302518,0.000241349911460631,2000-07-31,1.0772574561544412,1.0772574561544412
2000-07-31,0.0,0.0,0.00024060283631732737,0.00024060283631732737,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.006118956765366779,0.00024060283631732737,2000-08-01,1.077516647353836,1.077516647353836
2000-08-01,0.0,0.0,0.00024060283631732737,0.00024060283631732737,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.004995825332587245,0.00024060283631732737,2000-08-02,1.0777759009153685,1.0777759009153685
2000-08-02,0.0,0.0,0.00023985562109318792,0.00023985562109318792,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.006915391183469843,0.00023985562109318792,2000-08-03,1.0780344115234817,1.0780344115234817
2000-08-03,0.0,0.0,0.00023985562109318792,0.00023985562109318792,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.005366156690314483,0.00023985562109318792,2000-08-04,1.0782929841368174,1.0782929841368174
2000-08-04,0.0,0.0,0.00024172339651817865,0.00024172339651817865,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.011955494730682137,0.00024172339651817865,2000-08-07,1.0785536327793848,1.0785536327793848
2000-08-07,0.0,0.0,0.000240976391395753,0.000240976391395753,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.0037976442318714554,0.000240976391395753,2000-08-08,1.0788135387417388,1.0788135387417388
2000-08-08,0.0,0.0,0.00024060283631732737,0.00024060283631732737,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.008407218323195909,0.00024060283631732737,2000-08-09,1.0790731043390176,1.0790731043390176
2000-08-09,0.0,0.0,0.00024060283631732737,0.00024060283631732737,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,-0.004874704495988702,0.00024060283631732737,2000-08-10,1.0793327323885153,1.0793327323885153
2000-08-10,0.0,0.0,0.0002420968465752793,0.0002420968465752793,0.0,2000-05-26,0,0.0,0.0,0,,0.5,bear,0,0,0,0.004685741415802802,0.0002420968465752793,2000-08-11,1.079594035439432,1.079594035439432
