Date,rebalance_date,predicted_probability_raw,predicted_probability_smoothed,y_true,selected_smoothing_halflife,next_ret,next_rf_daily,next_excess_ret
2000-07-21,2000-05-26,0.14473596215248108,0.14473596215248108,0,0,-0.005713298623121199,0.00023910826573558808,-0.005952406888856787
2000-07-24,2000-05-26,0.005900343880057335,0.005900343880057335,0,0,0.0031923847591486254,0.00023873453548994839,0.002953650223658677
2000-07-25,2000-05-26,0.10821081697940826,0.10821081697940826,0,0,-0.009758415814292376,0.00023798696983301504,-0.009996402784125391
2000-07-26,2000-05-26,0.0017468101577833295,0.0017468101577833295,0,0,-0.0034270787854489004,0.00023948196093437346,-0.003666560746383274
2000-07-27,2000-05-26,0.002918219892308116,0.002918219892308116,0,0,-0.022571457619639523,0.00023873453548994839,-0.022810192155129472
2000-07-28,2000-05-26,0.003612827742472291,0.003612827742472291,0,0,0.006378008708302518,0.000241349911460631,0.006136658796841887
2000-07-31,2000-05-26,0.0024463965091854334,0.0024463965091854334,0,0,0.006118956765366779,0.00024060283631732737,0.005878353929049451
2000-08-01,2000-05-26,0.002222075592726469,0.002222075592726469,0,0,0.004995825332587245,0.00024060283631732737,0.0047552224962699174
2000-08-02,2000-05-26,0.0023344228975474834,0.0023344228975474834,0,0,0.006915391183469843,0.00023985562109318792,0.0066755355623766555
2000-08-03,2000-05-26,0.029457444325089455,0.029457444325089455,0,0,0.005366156690314483,0.00023985562109318792,0.005126301069221295
2000-08-04,2000-05-26,0.09964072704315186,0.09964072704315186,0,0,0.011955494730682137,0.00024172339651817865,0.011713771334163958
2000-08-07,2000-05-26,0.2470485270023346,0.2470485270023346,0,0,0.0037976442318714554,0.000240976391395753,0.0035566678404757024
2000-08-08,2000-05-26,0.5840046405792236,0.5840046405792236,0,0,-0.008407218323195909,0.00024060283631732737,-0.008647821159513236
2000-08-09,2000-05-26,0.04452657327055931,0.04452657327055931,0,0,-0.004874704495988702,0.00024060283631732737,-0.005115307332306029
2000-08-10,2000-05-26,0.03044760599732399,0.03044760599732399,0,0,0.004685741415802802,0.0002420968465752793,0.004443644569227523
2000-08-11,2000-05-26,0.12013700604438782,0.12013700604438782,1,0,0.012720319643594324,0.000241349911460631,0.012478969732133693
2000-08-14,2000-05-26,0.7375000715255737,0.7375000715255737,0,0,-0.0008374830368195196,0.00024172339651817865,-0.0010792064333376983
2000-08-15,2000-05-26,0.233180433511734,0.233180433511734,0,0,-0.0035616988425998253,0.000241349911460631,-0.0038030487540604563
2000-08-16,2000-05-26,0.1275663673877716,0.1275663673877716,1,0,0.010512526848474035,0.000241349911460631,0.010271176937013404
2000-08-17,2000-05-26,0.5559592843055725,0.5559592843055725,1,0,-0.003329076634262629,0.000241349911460631,-0.00357042654572326
2000-08-18,2000-05-26,0.28071129322052,0.28071129322052,1,0,0.005428263202826189,0.00024247026163837226,0.005185792941187817
2000-08-21,2000-05-26,0.770179808139801,0.770179808139801,1,0,-0.0016614026140632232,0.00024172339651817865,-0.0019031260105814019
2000-08-22,2000-05-26,0.5104843378067017,0.5104843378067017,1,0,0.003951613506476548,0.0002420968465752793,0.0037095166599012686
2000-08-23,2000-05-26,0.8797537684440613,0.8797537684440613,1,0,0.003107972169336115,0.0002420968465752793,0.002865875322760836
2000-08-24,2000-05-26,0.7450328469276428,0.7450328469276428,1,0,-0.00041292066292530905,0.00024284364171411887,-0.0006557643046394279
2000-08-25,2000-05-26,0.5914350152015686,0.5914350152015686,1,0,0.0034090014737848673,0.00024321698680918047,0.003165784486975687
2000-08-28,2000-05-26,0.9082798361778259,0.9082798361778259,1,0,0.00020576426613660992,0.00024284364171411887,-3.7079375577508955e-05
2000-08-29,2000-05-26,0.7804233431816101,0.7804233431816101,0,0,-0.009572518733912072,0.00024321698680918047,-0.009815735720721253
2000-08-30,2000-05-26,0.33428603410720825,0.33428603410720825,1,0,0.01330278020646758,0.00024284364171411887,0.01305993656475346
2000-08-31,2000-05-26,0.8856030106544495,0.8856030106544495,1,0,0.0010253929529342454,0.000241349911460631,0.0007840430414736144
2000-09-01,2000-05-26,0.918612003326416,0.918612003326416,0,0,-0.007991473057119003,0.000241349911460631,-0.008232822968579634
2000-09-05,2000-05-26,0.354777455329895,0.354777455329895,0,0,-0.011361256151350863,0.00023910826573558808,-0.01160036441708645
2000-09-06,2000-05-26,0.006220455281436443,0.006220455281436443,0,0,0.008565937192392736,0.00023873453548994839,0.008327202656902788
2000-09-07,2000-05-26,0.12887884676456451,0.12887884676456451,0,0,-0.006836208833168933,0.00023649141767001503,-0.007072700250838948
2000-09-08,2000-05-26,0.042188163846731186,0.042188163846731186,0,0,-0.0014603381421317563,0.00023536938509716165,-0.001695707527228918
2000-09-11,2000-05-26,0.009605568833649158,0.009605568833649158,0,0,-0.007311319020860574,0.0002346211878303528,-0.007545940208690927
2000-09-12,2000-05-26,0.004382209852337837,0.004382209852337837,0,0,0.002630649701709009,0.0002346211878303528,0.0023960285138786563
2000-09-13,2000-05-26,0.008586126379668713,0.008586126379668713,0,0,0.005037432943262754,0.00023649141767001503,0.004800941525592739
2000-09-14,2000-05-26,0.0048010507598519325,0.0048010507598519325,0,0,-0.02187845707225844,0.00023649141767001503,-0.022114948489928454
2000-09-15,2000-05-26,0.005332103930413723,0.005332103930413723,0,0,-0.009203371853212738,0.000236865358333338,-0.009440237211546076
2000-09-18,2000-05-26,0.012559885159134865,0.012559885159134865,0,0,0.009073274789857866,0.00023761313440817666,0.00883566165544969
2000-09-19,2000-05-26,0.0034434846602380276,0.0034434846602380276,0,0,-0.0073862381165334945,0.00023723926391050476,-0.007623477380443999
2000-09-20,2000-05-26,0.005482273641973734,0.005482273641973734,0,0,-0.015205298612722351,0.00023723926391050476,-0.015442537876632856
2000-09-21,2000-05-26,0.002389113185927272,0.002389113185927272,0,0,0.018177778303456682,0.00023723926391050476,0.017940539039546177
2000-09-22,2000-05-26,0.0016822096658870578,0.0016822096658870578,0,0,-0.0070984164726273224,0.00023798696983301504,-0.0073364034424603375
2000-09-25,2000-05-26,0.002104749670252204,0.002104749670252204,0,0,-0.012781884638957686,0.00023798696983301504,-0.0130198716087907
2000-09-26,2000-05-26,0.0027202439960092306,0.0027202439960092306,0,0,0.005266987685982549,0.00023873453548994839,0.005028253150492601
2000-09-27,2000-05-26,0.0022980866488069296,0.0022980866488069296,0,0,0.012879455925110639,0.00024060283631732737,0.012638853088793311
2000-09-28,2000-05-26,0.019461803138256073,0.019461803138256073,0,0,-0.009482745505148493,0.00023985562109318792,-0.009722601126241681
