term,coef,std_err,t_value,p_value,ci_lower,ci_upper
const,0.0004766138879050732,0.00045551683048161435,1.0463145508831213,0.29541582950403433,-0.000416182694190728,0.0013694104700008743
predicted_probability_smoothed,-0.0002638280834438925,0.0005734950698933737,-0.4600354864305013,0.6454907492378539,-0.001387857765746186,0.0008602015988584011
