term,coef,std_err,t_value,p_value,ci_lower,ci_upper
const,0.0005701907580783441,0.0004555002434008392,1.2517902379616896,0.21064630821120256,-0.00032257331393652927,0.0014629548300932175
predicted_probability_smoothed,-0.00029647591743309817,0.0005734731472000025,-0.5169830860967938,0.6051679659642988,-0.0014204626320459403,0.0008275107971797438
