term,coef,std_err,t_value,p_value,ci_lower,ci_upper
const,0.0006534826317670919,0.00037416516432773933,1.7465084782577258,0.08072263514179333,-7.986761458478818e-05,0.001386832878118972
predicted_probability_raw,-0.0004386060282878497,0.0004326397014093758,-1.0137905209786293,0.3106827193248788,-0.0012865642613323891,0.0004093522047566897
