phase_name,start_date,end_date,n_days,predicted_annual_return,predicted_annual_volatility,predicted_sharpe,predicted_max_drawdown,predicted_total_return,buy_and_hold_annual_return,buy_and_hold_annual_volatility,buy_and_hold_sharpe,buy_and_hold_max_drawdown,buy_and_hold_total_return,excess_annual_return,excess_total_return,sharpe_difference
2000-05_to_2003-03,2000-05-30,2003-03-31,706,0.003467289517012029,0.04880541099893353,0.09535394589322138,-0.09625653926895816,0.009744281973678826,-0.15834054075077342,0.2346547528968628,-0.6172197837359794,-0.4762925417088514,-0.38303132646920335,0.16180783026778545,0.3927756084428822,0.7125737296292007
2003-04_to_2007-10,2003-04-01,2007-10-31,1147,0.041480143102592404,0.09109770713083272,0.49181471838779095,-0.12448172302988814,0.20320614299865736,0.14523893488237638,0.1182511952246725,1.206319702427725,-0.09047548860162669,0.8538336491590592,-0.10375879177978398,-0.6506275061604019,-0.714504984039934
2007-11_to_2009-06,2007-11-01,2009-06-30,414,0.08685864735801174,0.09890948740028382,0.8915986665853343,-0.05569690061213328,0.14664023895870093,-0.24096760992880828,0.3776157158042178,-0.5417515864879721,-0.5471137506315054,-0.36425230661508734,0.32782625728682,0.5108925455737883,1.4333502530733062
2009-07_to_2019-12,2009-07-01,2019-12-31,2623,0.06618748311428035,0.10617809342474775,0.656898786341228,-0.15345750947896053,0.9485529871118479,0.15122659890663104,0.14804899408420422,1.025682669975674,-0.18366768681498036,3.3311818974275678,-0.08503911579235068,-2.38262891031572,-0.36878388363444603
2020-01_to_2022-12,2020-01-02,2022-12-30,750,0.03494443597661512,0.11266881707335133,0.361602446017716,-0.12870221531363502,0.10763312331204022,0.09396502732418588,0.25010790814845496,0.4849647434934821,-0.33717277905478016,0.3064165148640434,-0.05902059134757076,-0.1987833915520032,-0.1233622974757661
2023-01_to_latest,2023-01-03,2026-04-10,814,0.11209373524323496,0.0904955345888399,1.2195620168529797,-0.10554529928580003,0.40943167504240874,0.20634217877251793,0.1531472121269487,1.3015354153986318,-0.18755225458981695,0.8330009426467386,-0.09424844352928297,-0.4235692676043299,-0.08197339854565211
