section,metric,threshold,days,strategy_value,buy_and_hold_value,difference,strategy_compounded_return,buy_and_hold_compounded_return,period
drawdown_zone,dd_leq_10pct,0.1,2629.0,7.677903917435433e-05,-0.00025916736218261146,0.0003359464013569658,0.16478088343536568,-0.6378480079345028,
drawdown_zone,dd_leq_20pct,0.2,1387.0,0.00022092778215312284,-0.0002659829651452146,0.0004869107472983375,0.31648812764638,-0.44743622179582454,
drawdown_zone,dd_leq_30pct,0.3,578.0,0.0003904993362692294,-0.0002848728133575601,0.0006753721496267895,0.23268392309855446,-0.26118349831993437,
tail_daily_return,worst_1pct,0.01,65.0,-0.027218775598273137,-0.04878461433984655,0.021565838741573414,,,
tail_daily_return,worst_5pct,0.05,323.0,-0.016336428157894902,-0.02900903589756333,0.01267260773966843,,,
tail_daily_return,worst_10pct,0.1,646.0,-0.011895965727437542,-0.022073015313097844,0.010177049585660302,,,
worst_month,worst_month,,,-0.07916588085426801,-0.07916556947015796,-3.113841100521597e-07,-0.07916588085426801,-0.07916556947015796,2020-02
worst_quarter,worst_quarter,,,-0.09154202838582282,0.047287305042461814,-0.13882933342828463,-0.09154202838582282,0.047287305042461814,2014Q4
