Date,equity_single_threshold_055_dd20_pf52_baseline,equity_single_threshold_055_dd20_pf52_rising_2d_prob48,equity_single_threshold_055_dd20_pf52_rising_2d_prob49,equity_single_threshold_055_dd20_pf52_rising_2d_prob50,equity_single_threshold_055_dd20_pf52_rising_2d_prob51,equity_single_threshold_055_dd20_pf52_rising_2d_prob52,equity_single_threshold_055_dd20_pf52_rising_2d_prob53,equity_buy_and_hold
2000-05-26,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0002263817330461,1.0326087633950403
2000-05-30,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.0004438047069992,1.034873210867487
2000-05-31,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0006654079564836,1.0529889662060379
2000-06-01,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0008919403257361,1.0713310170667028
2000-06-02,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,0.9955257098805195,1.066122796658024
2000-06-05,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,0.9952577921029018,1.061367606191017
2000-06-06,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,0.9954849654991981,1.0687271263110856
2000-06-07,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,0.99108496522108,1.0645377624288517
2000-06-08,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,0.9908156436626903,1.0622728760589608
2000-06-09,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,0.9910421743854163,1.0498188099682038
2000-06-12,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,0.9912668997626611,1.0695199506538826
2000-06-13,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,0.9914894458740902,1.0713310170667028
2000-06-14,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,0.9930894705878033,1.073595552318638
2000-06-15,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,0.9928162536183963,1.0647738014742214
2000-06-16,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,0.9930398922802379,1.0783934036171996
2000-06-19,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,0.9889897617021398,1.0745343539513015
2000-06-20,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,0.9887169307275953,1.0740802706557646
2000-06-21,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,0.9889396459888756,1.0577375732113854
2000-06-22,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,0.9891631530808633,1.0486588918032653
2000-06-23,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,0.9893852268869591,1.0621641172723437
2000-06-26,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,0.9896077216357871,1.0543332212974459
2000-06-27,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,0.9898295240464727,1.0572839288132925
2000-06-28,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,0.9900528611094522,1.0472967296961435
2000-06-29,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,0.990277362153359,1.0552409489910757
2000-06-30,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,0.9905063663291015,1.0697682788276839
2000-07-03,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,0.9907350525499573,1.050474610528992
2000-07-05,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,0.9909649044598529,1.0586457398024596
2000-07-06,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,0.9911955516204911,1.075669430520911
2000-07-07,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,0.9914284779204907,1.0738533606772296
2000-07-10,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,0.9916614589570769,1.0761231626984928
2000-07-11,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,0.9918970907446115,1.0831605320946833
2000-07-12,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,0.9957654028094244,1.0879263438798348
2000-07-13,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0055302678596603,1.0985949751685
2000-07-14,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.003868041800335,1.0967789053248187
2000-07-17,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,0.9956615990456539,1.0878129327803117
2000-07-18,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,0.9954007227330671,1.0790746602297392
2000-07-19,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,0.99563761513484,1.0940550200080186
2000-07-20,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,0.9958727025415988,1.0727189863435311
2000-07-21,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,0.9961108239363969,1.0665902224358588
2000-07-24,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,0.9963486299912458,1.06999518880622
2000-07-25,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,0.9965857479825947,1.0595537308345566
2000-07-26,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,0.9968244122917608,1.0559225567215702
2000-07-27,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,0.9970623887047942,1.0320888454829078
2000-07-28,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,0.9973030296240288,1.0386715171271397
2000-07-31,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,0.9975429835616242,1.0450271032338585
2000-08-01,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,0.9977829952328175,1.0502478761094345
2000-08-02,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,0.9980223190928553,1.0575107510123396
2000-08-03,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,0.9982617003560662,1.0631855194039639
2000-08-04,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,0.9985030035648903,1.0758964282789356
2000-08-07,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,0.9987436192154872,1.0799823001438802
2000-08-08,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,0.989847591750236,1.0709026531613832
2000-08-09,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,0.9895908280924579,1.0656823191832512
2000-08-10,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,0.9898304049113389,1.070675830962337
2000-08-11,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,0.9900693003919253,1.0842951697668488
2000-08-14,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,0.9887450994973754,1.0833870909552636
2000-08-15,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,0.9884893604898476,1.0795283924073207
2000-08-16,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,0.9887279323094816,1.0908769636161926
2000-08-17,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,0.9849420172862327,1.0872453506057624
2000-08-18,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,0.9846883654262196,1.0931472045348996
2000-08-21,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,0.9825600574191498,1.0913310469117294
2000-08-22,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,0.9823066520819123,1.0956435654167431
