Date,position,fee,strategy_ret_gross,strategy_ret,strategy_excess_ret,signal_zone,rebalance_date,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,predicted_probability_raw,predicted_probability_smoothed,y_true,equity_predicted_strategy,predicted_label,predicted_bull_flag,predicted_bear_flag
2000-07-27,0,0.0,0.0002394819609343,0.0002394819609343,0.0,bear,2000-05-26,12,0.48,0.67,0.003890564665198326,0.2714156643159432,0,1.0097147564124616,0,0,1
2000-07-28,0,0.0,0.0002387345354899,0.0002387345354899,0.0,bear,2000-05-26,12,0.48,0.67,0.004011658951640129,0.2564074307232036,0,1.009955810195811,0,0,1
2000-07-31,0,0.0,0.0002413499114606,0.0002413499114606,0.0,bear,2000-05-26,12,0.48,0.67,0.0024619060568511486,0.2421545636098966,0,1.0101995629411809,0,0,1
2000-08-01,0,0.0,0.0002406028363173,0.0002406028363173,0.0,bear,2000-05-26,12,0.48,0.67,0.002442463068291545,0.228700557208484,0,1.010442619821271,0,0,1
2000-08-02,0,0.0,0.0002406028363173,0.0002406028363173,0.0,bear,2000-05-26,12,0.48,0.67,0.0038681048899888992,0.21608168129064811,0,1.010685735181536,0,0,1
2000-08-03,0,0.0,0.0002398556210931,0.0002398556210931,0.0,bear,2000-05-26,12,0.48,0.67,0.0023944368585944176,0.20408833782574415,0,1.010928153836278,0,0,1
2000-08-04,0,0.0,0.0002398556210931,0.0002398556210931,0.0,bear,2000-05-26,12,0.48,0.67,0.015162189491093159,0.19348472789806154,0,1.011170630636497,0,0,1
2000-08-07,0,0.0,0.0002417233965181,0.0002417233965181,0.0,bear,2000-05-26,12,0.48,0.67,0.05531354621052742,0.18572977535826607,0,1.0114150542357938,0,0,1
2000-08-08,0,0.0,0.0002409763913957,0.0002409763913957,0.0,bear,2000-05-26,12,0.48,0.67,0.21004189550876617,0.18709430981187813,0,1.011658781385767,0,0,1
2000-08-09,0,0.0,0.0002406028363173,0.0002406028363173,0.0,bear,2000-05-26,12,0.48,0.67,0.36695533990859985,0.19718913374783525,0,1.0119021893579536,0,0,1
2000-08-10,0,0.0,0.0002406028363173,0.0002406028363173,0.0,bear,2000-05-26,12,0.48,0.67,0.060300979763269424,0.18950619201971733,0,1.0121456558947888,0,0,1
2000-08-11,0,0.0,0.0002420968465752,0.0002420968465752,0.0,bear,2000-05-26,12,0.48,0.67,0.03656096011400223,0.1809220357569513,0,1.0123906931663558,0,0,1
2000-08-14,0,0.0,0.0002413499114606,0.0002413499114606,0.0,bear,2000-05-26,12,0.48,0.67,0.10483298450708389,0.17665148545815462,1,1.012635033570515,0,0,1
2000-08-15,0,0.0,0.0002417233965181,0.0002417233965181,0.0,bear,2000-05-26,12,0.48,0.67,0.4582052528858185,0.19245388417209086,0,1.012879811150263,0,0,1
