Date,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bull_flag,predicted_bear_flag,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold
2000-09-15,0.00850003119558096,0.304962494684375,0,0,1,12,0.48,0.67
2000-09-18,0.005476011894643307,0.28815360999525913,0,0,1,12,0.48,0.67
2000-09-19,0.005956137552857399,0.2723150828949405,0,0,1,12,0.48,0.67
2000-09-20,0.004639944992959499,0.25729163180216935,0,0,1,12,0.48,0.67
2000-09-21,0.004937218967825174,0.2431280669340341,0,0,1,12,0.48,0.67
2000-09-22,0.0041244602762162685,0.2297138252388099,0,0,1,12,0.48,0.67
2000-09-25,0.003185637528076768,0.21699977500657466,0,0,1,12,0.48,0.67
2000-09-26,0.00430943863466382,0.20506238369173937,0,0,1,12,0.48,0.67
2000-09-27,0.005497099831700325,0.19386164497022174,0,0,1,12,0.48,0.67
2000-09-28,0.0027925355825573206,0.18313775988054237,0,0,1,12,0.48,0.67
2000-09-29,0.006792932748794556,0.17324028525274507,0,0,1,12,0.48,0.67
2000-10-02,0.00375994760543108,0.16372808481535092,0,0,1,12,0.48,0.67
2000-10-03,0.002787771401926875,0.15469519910779886,0,0,1,12,0.48,0.67
2000-10-04,0.0033685346134006977,0.146201886053464,0,0,1,12,0.48,0.67
2000-10-05,0.005344287492334843,0.13829615652021454,0,0,1,12,0.48,0.67
2000-10-06,0.009129177778959274,0.13104657105953252,0,0,1,12,0.48,0.67
2000-10-09,0.004010315984487534,0.12391657392910192,0,0,1,12,0.48,0.67
2000-10-10,0.002326943213120103,0.11709227233438838,0,0,1,12,0.48,0.67
2000-10-11,0.002467639045789838,0.11065888600745695,0,0,1,12,0.48,0.67
2000-10-12,0.0027902673464268446,0.10460468564503034,0,0,1,12,0.48,0.67
2000-10-13,0.0016027465462684631,0.09882363101799398,0,0,1,12,0.48,0.67
2000-10-16,0.00205231923609972,0.09339227463154104,0,0,1,12,0.48,0.67
2000-10-17,0.0016825179336592555,0.08824500150307776,0,0,1,12,0.48,0.67
2000-10-18,0.001957276836037636,0.08340204364900734,0,0,1,12,0.48,0.67
2000-10-19,0.0016269641928374767,0.07881236110902069,0,0,1,12,0.48,0.67
2000-10-20,0.05480732396245003,0.07746506190006794,0,0,1,12,0.48,0.67
2000-10-23,0.10573068261146545,0.07905148928997369,0,0,1,12,0.48,0.67
2000-10-24,0.05455321818590164,0.07767650698614743,0,0,1,12,0.48,0.67
2000-10-25,0.04180203378200531,0.07566302752038279,0,0,1,12,0.48,0.67
2000-10-26,0.0017219686415046453,0.07151303476976238,0,0,1,12,0.48,0.67
