strategy_name,annual_return,annual_volatility,sharpe,max_drawdown,total_return,final_wealth,total_switch_count,avg_switch_count_per_year,avg_position
predicted_strategy,0.08938056164392139,0.10720802648219324,0.7258228231060502,-0.18223393050599934,3.6390597344186597,4.63905973441866,162,9.037856984724375,0.691830861191056
buy_and_hold,0.11270872744471472,0.19843324799362136,0.5692295039268483,-0.5148148346329289,5.782188905100343,6.782188905100343,0,0.0,1.0
