Date,equity_current_baseline,equity_buy_and_hold,equity_fixed_rising_floor_048,equity_fixed_rising_floor_049,equity_fixed_rising_floor_050,equity_fixed_rising_floor_051,equity_fixed_rising_floor_052,equity_fixed_rising_floor_053,equity_dynamic_rising_floor
2000-07-27,1.0097147564124616,1.0559225567215702,0.9779247593357477,0.9779247593357477,0.9837787280546155,0.9837787280546155,0.9837787280546155,0.9837787280546155,0.9779247593357477
2000-07-28,1.009955810195811,1.0320888454829078,0.9781582237489119,0.9781582237489119,0.9840135900122825,0.9840135900122825,0.9840135900122825,0.9840135900122825,0.9781582237489119
2000-07-31,1.0101995629411809,1.0386715171271397,0.9783943021496082,0.9783943021496082,0.984251081605108,0.984251081605108,0.984251081605108,0.984251081605108,0.9783943021496082
2000-08-01,1.010442619821271,1.0450271032338585,0.9786297065937422,0.9786297065937422,0.9844878952069905,0.9844878952069905,0.9844878952069905,0.9844878952069905,0.9786297065937422
2000-08-02,1.010685735181536,1.0502478761094345,0.978865167676853,0.978865167676853,0.9847247657868974,0.9847247657868974,0.9847247657868974,0.9847247657868974,0.978865167676853
2000-08-03,1.010928153836278,1.0575107510123396,0.9790999539896127,0.9790999539896127,0.984960957557201,0.984960957557201,0.984960957557201,0.984960957557201,0.9790999539896127
2000-08-04,1.011170630636497,1.063185519403964,0.9793347966171891,0.9793347966171891,0.9851972059794285,0.9851972059794285,0.9851972059794285,0.9851972059794285,0.9793347966171891
2000-08-07,1.0114150542357938,1.0758964282789356,0.9795715247505559,0.9795715247505559,0.985435351194298,0.985435351194298,0.985435351194298,0.985435351194298,0.9795715247505559
2000-08-08,1.011658781385767,1.0799823001438802,0.9798075783617043,0.9798075783617043,0.9856728178491826,0.9856728178491826,0.9856728178491826,0.9856728178491826,0.9798075783617043
2000-08-09,1.0119021893579536,1.0709026531613832,0.9800433228441033,0.9800433228441033,0.985909973524838,0.985909973524838,0.985909973524838,0.985909973524838,0.9800433228441033
2000-08-10,1.0121456558947888,1.0656823191832512,0.9802791240472934,0.9802791240472934,0.9861471862608217,0.9861471862608217,0.9861471862608217,0.9861471862608217,0.9802791240472934
2000-08-11,1.0123906931663558,1.070675830962337,0.9805164465319889,0.9805164465319889,0.9863859293848745,0.9863859293848745,0.9863859293848745,0.9863859293848745,0.9805164465319889
2000-08-14,1.012635033570515,1.0842951697668488,0.980753094089545,0.980753094089545,0.9866239935415975,0.9866239935415975,0.9866239935415975,0.9866239935415975,0.980753094089545
2000-08-15,1.012879811150263,1.0833870909552636,0.980990165058594,0.980990165058594,0.9868624836444027,0.9868624836444027,0.9868624836444027,0.9868624836444027,0.980990165058594
2000-08-16,1.0131242696030045,1.079528392407321,0.9812269269480747,0.9812269269480747,0.987100662817454,0.987100662817454,0.987100662817454,0.987100662817454,0.9812269269480747
2000-08-17,1.0133687870557715,1.0908769636161926,0.9814637459800164,0.9814637459800164,0.9873388994750277,0.9873388994750277,0.9873388994750277,0.9873388994750277,0.9814637459800164
2000-08-18,1.0136133635228046,1.0872453506057624,0.9817006221682105,0.9817006221682105,0.9875771936309977,0.9875771936309977,0.9875771936309977,0.9875771936309977,0.9817006221682105
2000-08-21,1.013859134620258,1.0931472045348996,0.9819386553749182,0.9819386553749182,0.9878166517315256,0.9878166517315256,0.9878166517315256,0.9878166517315256,0.9819386553749182
2000-08-22,1.0141042080938696,1.0913310469117294,0.982176012921868,0.982176012921868,0.9880554301277193,0.9880554301277193,0.9880554301277193,0.9880554301277193,0.982176012921868
2000-08-23,1.0143497195247475,1.0956435654167431,0.9824137946373782,0.9824137946373782,0.9882946352315949,0.9882946352315949,0.9882946352315949,0.9882946352315949,0.9824137946373782
2000-08-24,1.0145952903931692,1.0990487951255703,0.9849758230308393,0.9849758230308393,0.9885338982462717,0.9885338982462717,0.9885338982462717,0.9885338982462717,0.9849758230308393
2000-08-25,1.0148416784083545,1.0985949751685,0.9845685555456025,0.9845685555456025,0.9876308926201206,0.9876308926201206,0.9876308926201206,0.9876308926201206,0.9845685555456025
2000-08-28,1.015088505143465,1.102340087057942,0.9879250312120346,0.9879250312120346,0.9909978080470093,0.9909978080470093,0.9909978080470093,0.9909978080470093,0.9879250312120346
2000-08-29,1.0153350129327163,1.1025669092569883,0.9881281536085736,0.9881281536085736,0.9912015622220488,0.9912015622220488,0.9912015622220488,0.9912015622220488,0.9881281536085736
2000-08-30,1.0155819596551636,1.0920125668627343,0.978669352496936,0.978669352496936,0.9817133410795138,0.9817133410795138,0.9817133410795138,0.9817133410795138,0.978669352496936
2000-08-31,1.0158285872767054,1.10653937002241,0.991689010369587,0.991689010369587,0.9947734944369905,0.9947734944369905,0.9947734944369905,0.9947734944369905,0.991689010369587
2000-09-01,1.016073757416304,1.1076740076945752,0.9927056450444406,0.9927056450444406,0.9957932911852604,0.9957932911852604,0.9957932911852604,0.9957932911852604,0.9927056450444406
2000-09-05,1.0163189867276938,1.098822060706013,0.9847718352793968,0.9847718352793968,0.9878348046217867,0.9878348046217867,0.9878348046217867,0.9878348046217867,0.9847718352793968
2000-09-06,1.0165619969980444,1.0863380618095768,0.9735840550697221,0.9735840550697221,0.9766122266787042,0.9766122266787042,0.9766122266787042,0.9766122266787042,0.9735840550697221
2000-09-07,1.0168046854541946,1.0956435654167431,0.9819241096278435,0.9819241096278435,0.9849782215922563,0.9849782215922563,0.9849782215922563,0.9849782215922563,0.9819241096278435
2000-09-08,1.0170451510357512,1.0881535171968366,0.9752111582949793,0.9752111582949793,0.9782443907384788,0.9782443907384788,0.9782443907384788,0.9782443907384788,0.9752111582949793
2000-09-11,1.0172845323275663,1.0865644451111791,0.9749530875664996,0.9749530875664996,0.9779855173238323,0.9779855173238323,0.9779855173238323,0.9779855173238323,0.9749530875664996
2000-09-12,1.0175232088329027,1.0786202258162472,0.9751818322179833,0.9751818322179833,0.9782149734475877,0.9782149734475877,0.9782149734475877,0.9782149734475877,0.9751818322179833
2000-09-13,1.017761941336804,1.081457697791548,0.9754106305378089,0.9754106305378089,0.9784444834066114,0.9784444834066114,0.9784444834066114,0.9784444834066114,0.9754106305378089
2000-09-14,1.0180026333011614,1.0869054684251482,0.9756413067806351,0.9756413067806351,0.9786758771296036,0.9786758771296036,0.9786758771296036,0.9786758771296036,0.9756413067806351
2000-09-15,1.0182433821871026,1.0631256537926057,0.975872037576413,0.975872037576413,0.9789073255752254,0.9789073255752254,0.9789073255752254,0.9789073255752254,0.975872037576413
2000-09-18,1.018484568770695,1.0533413130740623,0.976103187856281,0.976103187856281,0.9791391948096729,0.9791391948096729,0.9791391948096729,0.9791391948096729,0.976103187856281
2000-09-19,1.0187265740814269,1.062898568255093,0.9763351227942534,0.9763351227942534,0.9793718511427736,0.9793718511427736,0.9793718511427736,0.9793718511427736,0.9763351227942534
2000-09-20,1.018968256023988,1.0550477463362384,0.9765667478201151,0.9765667478201151,0.9796041965998333,0.9796041965998333,0.9796041965998333,0.9796041965998333,0.9765667478201151
2000-09-21,1.0192099953029954,1.0390054303025162,0.9767984277965274,0.9767984277965274,0.9798365971783584,0.9798365971783584,0.9798365971783584,0.9798365971783584,0.9767984277965274
2000-09-22,1.0194517919320514,1.057892240670643,0.9770301627365268,0.9770301627365268,0.9800690528914255,0.9800690528914255,0.9800690528914255,0.9800690528914255,0.9770301627365268
2000-09-25,1.0196944081749042,1.050382880963202,0.9772626831843919,0.9772626831843919,0.9803022965555502,0.9803022965555502,0.9803022965555502,0.9803022965555502,0.9772626831843919
2000-09-26,1.0199370821572613,1.036957008151994,0.9774952589690938,0.9774952589690938,0.9805355957286278,0.9805355957286278,0.9805355957286278,0.9805355957286278,0.9774952589690938
2000-09-27,1.0201805763627991,1.042418647944824,0.9777286208456875,0.9777286208456875,0.9807696834386055,0.9807696834386055,0.9807696834386055,0.9807696834386055,0.9777286208456875
2000-09-28,1.0204260347030278,1.0558444329765426,0.9779638651250115,0.9779638651250115,0.9810056594062149,0.9810056594062149,0.9810056594062149,0.9810056594062149,0.9779638651250115
2000-09-29,1.020670789623361,1.0458321289255983,0.9781984352552878,0.9781984352552878,0.9812409591279477,0.9812409591279477,0.9812409591279477,0.9812409591279477,0.9781984352552878
2000-10-02,1.0209171284280671,1.047424975529274,0.9784345233610277,0.9784345233610277,0.9814777815465549,0.9814777815465549,0.9814777815465549,0.9814777815465549,0.9784345233610277
2000-10-03,1.0211623825802811,1.0376401081337974,0.978669571949049,0.978669571949049,0.9817135612141962,0.9817135612141962,0.9817135612141962,0.9817135612141962,0.978669571949049
2000-10-04,1.0214076956497151,1.0462872655750006,0.9789046770026155,0.9789046770026155,0.9819493975230094,0.9819493975230094,0.9819493975230094,0.9819493975230094,0.9789046770026155
2000-10-05,1.021653449238325,1.049927919872777,0.9791402042443866,0.9791402042443866,0.9821856573331735,0.9821856573331735,0.9821856573331735,0.9821856573331735,0.9791402042443866
2000-10-06,1.0218988802763322,1.0271725796539617,0.9793754223575947,0.9793754223575947,0.9824216070532815,0.9824216070532815,0.9824216070532815,0.9824216070532815,0.9793754223575947
2000-10-09,1.0221443702740527,1.019435871070541,0.9796106969770727,0.9796106969770727,0.9826576134554129,0.9826576134554129,0.9826576134554129,0.9826576134554129,0.9796106969770727
2000-10-10,1.0223910647273182,1.0025968683965143,0.979847125932054,0.979847125932054,0.9828947777834165,0.9828947777834165,0.9828947777834165,0.9828947777834165,0.979847125932054
2000-10-11,1.0226362909711486,0.9941773231697566,0.9800821477730208,0.9800821477730208,0.983130530620811,0.983130530620811,0.983130530620811,0.983130530620811,0.9800821477730208
2000-10-12,1.0228800473450903,0.9693744385953076,0.9803157609086149,0.9803157609086149,0.9833648703712885,0.9833648703712885,0.9833648703712885,0.9833648703712885,0.9803157609086149
2000-10-13,1.023123861820989,1.0016869462156646,0.980549429728416,0.980549429728416,0.9835992659791695,0.9835992659791695,0.9835992659791695,0.9835992659791695,0.980549429728416
2000-10-16,1.023371174795927,1.0062374349148016,0.9807864514670239,0.9807864514670239,0.9838370249345547,0.9838370249345547,0.9838370249345547,0.9838370249345547,0.9807864514670239
2000-10-17,1.023619311872433,0.981206938125907,0.9810242630145225,0.9810242630145225,0.9840755761554001,0.9840755761554001,0.9840755761554001,0.9840755761554001,0.9810242630145225
2000-10-18,1.0238675091148008,0.9775659327101758,0.9812621322242492,0.9812621322242492,0.9843141852178224,0.9843141852178224,0.9843141852178224,0.9843141852178224,0.9812621322242492
2000-10-19,1.0241165310852596,1.0144294557066025,0.9815007918433187,0.9815007918433187,0.9845535871480247,0.9845535871480247,0.9845535871480247,0.9845535871480247,0.9815007918433187
2000-10-20,1.024365231273208,1.018753473324648,0.9817391430699552,0.9817391430699552,0.9847926797265903,0.9847926797265903,0.9847926797265903,0.9847926797265903,0.9817391430699552
