asset,first_oos_block_start,first_execution_date,annual_return_predicted,sharpe_predicted,max_drawdown_predicted,annual_return_buy_and_hold,sharpe_buy_and_hold,max_drawdown_buy_and_hold,predicted_beats_buyhold_sharpe,bear_flag_days
gspc,2008-04-28,2008-04-29,0.06210252057470789,0.503599069601436,-0.14693540146564288,0.0927133474694839,0.47687616548242867,-0.5257845222788164,True,1688
mid,2008-04-28,2008-04-29,0.04421605159376307,0.30861462188931216,-0.1996653237283883,0.08306348150278509,0.4055520164786199,-0.5490543690197407,False,1918
rut,2008-04-28,2008-04-29,0.011758470123029108,0.052958147790507615,-0.3459605423756257,0.07493162500634076,0.3585510106059787,-0.5502770959398691,False,2105
