Date,spy_predicted_label,spy_predicted_bull_flag,spy_predicted_bear_flag,spy_smoothed_prob,mid_predicted_label,mid_predicted_bull_flag,mid_predicted_bear_flag,mid_smoothed_prob,rut_predicted_label,rut_predicted_bull_flag,rut_predicted_bear_flag,rut_smoothed_prob
2011-09-20,0.0,0.0,1.0,0.25626938110066866,0,0,1,0.12917803937643269,0,0,1,0.09038868312755141
2011-09-21,0.0,0.0,1.0,0.27632124311318834,0,0,1,0.12209016612657171,0,0,1,0.0777721305792936
2011-09-22,0.0,0.0,1.0,0.25367064694494856,0,0,1,0.11222794133943104,0,0,1,0.06569422850719449
2011-09-23,0.0,0.0,1.0,0.2329015764058313,0,0,1,0.10319431149722148,0,0,1,0.05553796395098094
2011-09-26,0.0,0.0,1.0,0.21403502559323453,0,0,1,0.09494270223438141,0,0,1,0.046870957354669326
2011-09-27,0.0,0.0,1.0,0.19719171063957794,0,0,1,0.08732501602609216,0,0,1,0.03983909076744933
2011-09-28,0.0,0.0,1.0,0.18779995539635938,0,0,1,0.08170887002847921,0,0,1,0.03524930154609635
2011-09-29,0.0,0.0,1.0,0.17239058331869214,0,0,1,0.07542873271923536,0,0,1,0.030106230437580952
2011-09-30,0.0,0.0,1.0,0.15864633818012827,0,0,1,0.06944440453478994,0,0,1,0.02864070348529591
2011-10-03,0.0,0.0,1.0,0.14592389180245893,0,0,1,0.06403719640267977,0,0,1,0.024371702044802157
2011-10-04,0.0,0.0,1.0,0.13406547131762733,0,0,1,0.058995460726741604,0,0,1,0.020645277097463145
2011-10-05,0.0,0.0,1.0,0.12332820976257945,0,0,1,0.05434868160074397,0,0,1,0.01782306751821774
2011-10-06,0.0,0.0,1.0,0.11391770808535896,0,0,1,0.05079287047676712,0,0,1,0.019795549870112342
2011-10-07,0.0,0.0,1.0,0.11603718073267882,0,0,1,0.05703701536101259,0,0,1,0.04896851486949423
2011-10-10,0.0,0.0,1.0,0.1096837356225915,0,0,1,0.052609186179201656,0,0,1,0.04200482785742118
2011-10-11,0.0,0.0,1.0,0.17605733192433284,0,0,1,0.09875518661218874,0,0,1,0.05717658876811717
2011-10-12,0.0,0.0,1.0,0.2406725162070768,0,0,1,0.15280977119958927,0,0,1,0.08367864501066849
2011-10-13,0.0,0.0,1.0,0.3021821724446428,0,0,1,0.2054305163620858,0,0,1,0.18995136163516152
2011-10-14,0.0,0.0,1.0,0.35719994453621584,0,0,1,0.24742558281091181,0,0,1,0.24366258723942352
2011-10-17,0.0,0.0,1.0,0.40893526535313407,0,0,1,0.2727818472174934,0,0,1,0.3277852807645023
2011-10-18,0.0,0.0,1.0,0.43535264030639437,0,0,1,0.293657062793025,0,0,1,0.31841461130859966
2011-10-19,0.0,0.0,1.0,0.4800325217046884,0,0,1,0.3162588609420811,0,0,1,0.37592029344795996
2011-10-20,0.0,0.0,1.0,0.4998716228422169,0,0,1,0.32586016927594724,0,0,1,0.3558112399101282
2011-10-21,1.0,1.0,0.0,0.5248590393948103,0,0,1,0.3528363403530883,0,0,1,0.33574629975322856
2011-10-24,1.0,1.0,0.0,0.5637382514282814,0,0,1,0.3979690837912008,0,0,1,0.41932336770870715
2011-10-25,1.0,1.0,0.0,0.5988371373838992,0,0,1,0.44244814398898596,0,0,1,0.5030355584383708
2011-10-26,1.0,1.0,0.0,0.627694965099894,0,0,1,0.4784763200584057,1,1,0,0.5700734728203247
2011-10-27,1.0,1.0,0.0,0.6577377591281659,1,1,0,0.5052492898152335,1,1,0,0.6157872239378456
2011-10-31,1.0,1.0,0.0,0.9939101934432983,1,1,0,0.9901026487350464,1,1,0,0.9714009761810303
2011-11-01,1.0,1.0,0.0,0.9915392911297398,1,1,0,0.989273816692636,1,1,0,0.9698358218111228
2011-11-02,1.0,1.0,0.0,0.9317276555459711,1,1,0,0.8518201889585867,1,1,0,0.8652669599364207
2011-11-03,1.0,1.0,0.0,0.9051142954775835,1,1,0,0.8552071417122143,1,1,0,0.8773211826726817
2011-11-04,1.0,1.0,0.0,0.9112440789727756,1,1,0,0.8749954966131956,1,1,0,0.8786019705899322
2011-11-07,1.0,1.0,0.0,0.9130480973507146,1,1,0,0.889440900965938,1,1,0,0.8602234241052984
2011-11-08,1.0,1.0,0.0,0.917646108411017,1,1,0,0.9037813566362292,1,1,0,0.8798342015754651
2011-11-09,1.0,1.0,0.0,0.9241008570260347,1,1,0,0.918276922104919,1,1,0,0.892930557303003
2011-11-10,1.0,1.0,0.0,0.8636669795516249,1,1,0,0.8049524168302264,1,1,0,0.7893205719871659
2011-11-11,1.0,1.0,0.0,0.8527981295239272,1,1,0,0.7212674737367499,1,1,0,0.7320635428654869
2011-11-14,1.0,1.0,0.0,0.860592266084069,1,1,0,0.7571116434950893,1,1,0,0.7705662551635301
2011-11-15,1.0,1.0,0.0,0.8531119203519719,1,1,0,0.7617616191461936,1,1,0,0.7314029287667976
2011-11-16,1.0,1.0,0.0,0.8389474728131917,1,1,0,0.7843661832984685,1,1,0,0.7540166946339749
2011-11-17,1.0,1.0,0.0,0.8141921067786898,1,1,0,0.7028986443635657,1,1,0,0.6839856080550712
2011-11-18,1.0,1.0,0.0,0.749630921910217,1,1,0,0.6059845162462039,1,1,0,0.594972634358459
2011-11-21,1.0,1.0,0.0,0.6914289727288369,1,1,0,0.5370891804157333,0,0,1,0.5263310977786041
2011-11-22,1.0,1.0,0.0,0.6351546908454618,0,0,1,0.45265854311847653,0,0,1,0.4428633614706955
2011-11-23,1.0,1.0,0.0,0.5827582386810485,0,0,1,0.3818224827759794,0,0,1,0.37270573230821613
2011-11-25,1.0,1.0,0.0,0.5347317601162572,0,0,1,0.32167652216535025,0,0,1,0.313489367654481
2011-11-28,0.0,0.0,1.0,0.4915168468071829,0,0,1,0.27087990762711367,0,0,1,0.26371117412347844
2011-11-29,0.0,0.0,1.0,0.4544294238058671,0,0,1,0.23533990401733376,0,0,1,0.22304559190506995
2011-11-30,0.0,0.0,1.0,0.42451672953818054,0,0,1,0.2242018324644804,0,0,1,0.18975611462310815
2011-12-01,0.0,0.0,1.0,0.470669798229995,0,0,1,0.33975223631511126,0,0,1,0.28284885105799523
2011-12-02,1.0,1.0,0.0,0.5108085350080328,0,0,1,0.428852997583432,0,0,1,0.2976188281984177
2011-12-05,1.0,1.0,0.0,0.5480525362461843,1,1,0,0.5139122392109634,0,0,1,0.35073059139339197
2011-12-06,1.0,1.0,0.0,0.5849501986655969,1,1,0,0.5884653998445483,0,0,1,0.4324962357018598
2011-12-07,1.0,1.0,0.0,0.6188721648631459,1,1,0,0.6521710213387808,0,0,1,0.5114772486764426
2011-12-08,1.0,1.0,0.0,0.6501653338732531,1,1,0,0.7057953032660347,1,1,0,0.579324591669105
2011-12-09,1.0,1.0,0.0,0.6559617912462987,1,1,0,0.6224413971279952,0,0,1,0.5459780181682071
2011-12-12,1.0,1.0,0.0,0.6823835225647884,1,1,0,0.6614148839912113,1,1,0,0.5818181865242904
2011-12-13,1.0,1.0,0.0,0.6793122330680621,1,1,0,0.6406041680937635,1,1,0,0.5531369563781927
2011-12-14,1.0,1.0,0.0,0.6658716516105743,1,1,0,0.5427346120187312,0,0,1,0.493623989755842
2011-12-15,1.0,1.0,0.0,0.6175396126810719,0,0,1,0.45732199125065465,0,0,1,0.4170805779669912
2011-12-16,1.0,1.0,0.0,0.5848971672395953,0,0,1,0.3890717584670045,0,0,1,0.3817072248414752
2011-12-19,1.0,1.0,0.0,0.575240884329939,0,0,1,0.36433422037662766,0,0,1,0.3675174383861741
2011-12-20,1.0,1.0,0.0,0.543942674112612,0,0,1,0.31105659407608044,0,0,1,0.31391557965435823
2011-12-21,1.0,1.0,0.0,0.5735701685685473,0,0,1,0.3418963299756631,0,0,1,0.39180672557716095
2011-12-22,1.0,1.0,0.0,0.6000966962084127,0,0,1,0.41062195766512993,0,0,1,0.4591422562237089
2011-12-23,1.0,1.0,0.0,0.632099034911222,0,0,1,0.4980958033239371,0,0,1,0.540677181798422
2011-12-27,1.0,1.0,0.0,0.6621580597135722,1,1,0,0.5770332298982311,1,1,0,0.6035850315308403
2011-12-28,1.0,1.0,0.0,0.6895354460566655,1,1,0,0.6430980149340957,1,1,0,0.656925626282383
2011-12-29,1.0,1.0,0.0,0.7037729942084535,1,1,0,0.6689650559884013,1,1,0,0.6769894696441514
2011-12-30,1.0,1.0,0.0,0.7257883935926981,1,1,0,0.7041555026920255,1,1,0,0.7087571960998595
2012-01-03,1.0,1.0,0.0,0.7455337335793766,1,1,0,0.6814465064878326,1,1,0,0.7196651719170087
2012-01-04,1.0,1.0,0.0,0.7665025873354314,1,1,0,0.7277422822404537,1,1,0,0.7452989734456921
2012-01-05,1.0,1.0,0.0,0.7856734741604686,1,1,0,0.7442272245622673,1,1,0,0.7352944402724284
2012-01-06,1.0,1.0,0.0,0.8032095684237679,1,1,0,0.7797032075622898,1,1,0,0.7421465068498369
2012-01-09,1.0,1.0,0.0,0.8190128526919616,1,1,0,0.8088806945545497,1,1,0,0.7457469200024386
2012-01-10,1.0,1.0,0.0,0.8338166112039593,1,1,0,0.8390997432433803,1,1,0,0.764361864638257
2012-01-11,1.0,1.0,0.0,0.8475325719654783,1,1,0,0.8641851949683754,1,1,0,0.7972460468572472
2012-01-12,1.0,1.0,0.0,0.8600969353105744,1,1,0,0.8856256497272794,1,1,0,0.8281262531138072
2012-01-13,1.0,1.0,0.0,0.8715758497957019,1,1,0,0.9033284925538695,1,1,0,0.8549949622575035
2012-01-17,1.0,1.0,0.0,0.8821545528184936,1,1,0,0.9181866505711633,1,1,0,0.8756864678409588
2012-01-18,1.0,1.0,0.0,0.8918852348521729,1,1,0,0.9307604822114498,1,1,0,0.8935719099689801
2012-01-19,1.0,1.0,0.0,0.900800473660072,1,1,0,0.9415913484186922,1,1,0,0.9097980291357746
2012-01-20,1.0,1.0,0.0,0.9088263513398571,1,1,0,0.9505546584512148,1,1,0,0.923386752698222
2012-01-23,1.0,1.0,0.0,0.9162714533624452,1,1,0,0.9582635122020465,1,1,0,0.934917284936664
2012-01-24,1.0,1.0,0.0,0.923074580081072,1,1,0,0.9646605478062251,1,1,0,0.9445791946195812
2012-01-25,1.0,1.0,0.0,0.9293683717343599,1,1,0,0.9701538953318496,1,1,0,0.9526282304180573
2012-01-26,1.0,1.0,0.0,0.9351330713360175,1,1,0,0.974216618021135,1,1,0,0.9593766544274884
2012-01-27,1.0,1.0,0.0,0.9403700526111529,1,1,0,0.978097287887383,1,1,0,0.9653102270044482
2012-01-30,1.0,1.0,0.0,0.9451710202579511,1,1,0,0.9813742042035374,1,1,0,0.9703291925998438
2012-01-31,1.0,1.0,0.0,0.9488564426580892,1,1,0,0.9835098082722376,1,1,0,0.9746463146330863
2012-02-01,1.0,1.0,0.0,0.9523069637129984,1,1,0,0.9856837202701032,1,1,0,0.9781118893508629
2012-02-02,1.0,1.0,0.0,0.9560979773344697,1,1,0,0.987740890876466,1,1,0,0.9812348728024787
2012-02-03,1.0,1.0,0.0,0.9595732390906853,1,1,0,0.9895119442917663,1,1,0,0.9838482328196357
2012-02-06,1.0,1.0,0.0,0.9628388482638517,1,1,0,0.9908935432280724,1,1,0,0.9853843273490901
2012-02-07,1.0,1.0,0.0,0.965819296605615,1,1,0,0.9921620026049449,1,1,0,0.9871039582157888
2012-02-08,1.0,1.0,0.0,0.9685013471058798,1,1,0,0.993123589410301,1,1,0,0.9881858588912835
2012-02-09,1.0,1.0,0.0,0.9709594972122922,1,1,0,0.9941024192532836,1,1,0,0.9895629155218602
2012-02-10,1.0,1.0,0.0,0.9732120675642073,1,1,0,0.9948749202863963,1,1,0,0.9907786498467852
2012-02-13,1.0,1.0,0.0,0.9747478659261481,1,1,0,0.9954808050479108,1,1,0,0.9903279609449533
2012-02-14,1.0,1.0,0.0,0.9766295970896832,1,1,0,0.9960399080637168,1,1,0,0.9916941069404119
2012-02-15,1.0,1.0,0.0,0.978304619136571,1,1,0,0.9964731372493141,1,1,0,0.9924586493487012
2012-02-16,1.0,1.0,0.0,0.973340148039463,1,1,0,0.996773833540514,1,1,0,0.9910863558640539
2012-02-17,1.0,1.0,0.0,0.9751598226880759,1,1,0,0.9971179364081947,1,1,0,0.992391023863487
2012-02-21,1.0,1.0,0.0,0.9770658211494199,1,1,0,0.9973670061639632,1,1,0,0.9933508056234284
2012-02-22,1.0,1.0,0.0,0.9786804725390997,1,1,0,0.9974007412119339,1,1,0,0.9929953802667428
2012-02-23,1.0,1.0,0.0,0.9800816862505478,1,1,0,0.9973249252200538,1,1,0,0.988923938269292
2012-02-24,1.0,1.0,0.0,0.9815352709628368,1,1,0,0.9976343970769672,1,1,0,0.9903375064392688
2012-02-27,1.0,1.0,0.0,0.9827646447906215,1,1,0,0.9978579683653578,1,1,0,0.9910253950382547
2012-02-28,1.0,1.0,0.0,0.9838198838448936,1,1,0,0.9980074758942674,1,1,0,0.9920923614631546
2012-02-29,1.0,1.0,0.0,0.9849347782340342,1,1,0,0.9981526559969415,1,1,0,0.9910248075066413
2012-03-01,1.0,1.0,0.0,0.9858521073705188,1,1,0,0.995366214918007,1,1,0,0.9768329613045541
2012-03-02,1.0,1.0,0.0,0.9865423656732962,1,1,0,0.9959320937925744,1,1,0,0.9279029126752247
2012-03-05,1.0,1.0,0.0,0.9873307980063654,1,1,0,0.9901074160503995,1,1,0,0.8276592140136987
2012-03-06,1.0,1.0,0.0,0.9855440998544991,1,1,0,0.9893153889124386,1,1,0,0.7389890324751721
2012-03-07,1.0,1.0,0.0,0.9597368191146259,1,1,0,0.8806923833317526,1,1,0,0.6350243958128389
2012-03-08,1.0,1.0,0.0,0.9503531237073393,1,1,0,0.873577486812861,1,1,0,0.6378868061498363
2012-03-09,1.0,1.0,0.0,0.9482120186776933,1,1,0,0.880850834941522,1,1,0,0.6012839957421969
2012-03-12,1.0,1.0,0.0,0.9502257622269549,1,1,0,0.8989329068967685,1,1,0,0.6427651577488627
2012-03-13,1.0,1.0,0.0,0.9522811095277353,1,1,0,0.9120861899591851,1,1,0,0.6567333007068715
2012-03-14,1.0,1.0,0.0,0.9559232684074425,1,1,0,0.9254843845870453,1,1,0,0.7057185134996183
2012-03-15,1.0,1.0,0.0,0.9593904920189725,1,1,0,0.936087340517586,1,1,0,0.7297124236268027
2012-03-16,1.0,1.0,0.0,0.9626620275678391,1,1,0,0.945904129052792,1,1,0,0.7685118235926519
2012-03-19,1.0,1.0,0.0,0.9656291516064515,1,1,0,0.9543212718541887,1,1,0,0.8024194756600598
2012-03-20,1.0,1.0,0.0,0.968165045143905,1,1,0,0.9611045705384862,1,1,0,0.8326601772649043
2012-03-21,1.0,1.0,0.0,0.9704691682277723,1,1,0,0.9664984987953845,1,1,0,0.8483630669513784
2012-03-22,1.0,1.0,0.0,0.9723484439035854,1,1,0,0.9706589221492584,1,1,0,0.8486376902131425
2012-03-23,1.0,1.0,0.0,0.9730548583274854,1,1,0,0.9370721734121985,1,1,0,0.7653346043911439
2012-03-26,1.0,1.0,0.0,0.9735719498830379,1,1,0,0.9354786140464584,1,1,0,0.7851599629040575
2012-03-27,1.0,1.0,0.0,0.9754424890666858,1,1,0,0.9456574919168947,1,1,0,0.818610979913513
2012-03-28,1.0,1.0,0.0,0.9771853355420546,1,1,0,0.9539140526898688,1,1,0,0.8402041866568377
2012-03-29,1.0,1.0,0.0,0.9781107236168592,1,1,0,0.9581870901022179,1,1,0,0.8572046545414831
2012-03-30,1.0,1.0,0.0,0.97930796887294,1,1,0,0.9559879878601617,1,1,0,0.8382406594788293
2012-04-02,1.0,1.0,0.0,0.9804271095810317,1,1,0,0.9582548602746443,1,1,0,0.8261633895561745
2012-04-03,1.0,1.0,0.0,0.9817386514789394,1,1,0,0.964195911228941,1,1,0,0.8515424446414477
2012-04-04,1.0,1.0,0.0,0.9828658701165165,1,1,0,0.9693315606076046,1,1,0,0.8629786982866611
2012-04-05,1.0,1.0,0.0,0.9764899462424415,1,1,0,0.9480974471042767,1,1,0,0.8246411453803695
2012-04-09,1.0,1.0,0.0,0.9706890514995292,1,1,0,0.9441111398640052,1,1,0,0.7708807996098825
2012-04-10,1.0,1.0,0.0,0.9316141192488933,1,1,0,0.8643130229824663,1,1,0,0.6517284255157008
2012-04-11,1.0,1.0,0.0,0.8587188189647146,1,1,0,0.7284127440153042,0,0,1,0.5485314445689299
2012-04-12,1.0,1.0,0.0,0.8280539930619549,1,1,0,0.6191894977641438,0,0,1,0.46195879490918573
2012-04-13,1.0,1.0,0.0,0.8160195081833224,1,1,0,0.5828825077383477,0,0,1,0.4174244357356103
2012-04-16,1.0,1.0,0.0,0.7647648971840599,1,1,0,0.5491502675764852,0,0,1,0.35143974071449624
2012-04-17,1.0,1.0,0.0,0.731990784367959,1,1,0,0.5164242171228279,0,0,1,0.3114318536251014
2012-04-18,1.0,1.0,0.0,0.7407589937167445,1,1,0,0.5701518430290267,0,0,1,0.3283627627969366
2012-04-19,1.0,1.0,0.0,0.7332731009485135,1,1,0,0.5916888384483342,0,0,1,0.36387311239037345
2012-04-20,1.0,1.0,0.0,0.698855334489109,1,1,0,0.5731908789554471,0,0,1,0.32613507764276833
2012-04-23,1.0,1.0,0.0,0.6865928934263268,1,1,0,0.5733065546443412,0,0,1,0.3582651796748376
2012-04-24,1.0,1.0,0.0,0.6865520946041573,1,1,0,0.5338347987120683,0,0,1,0.3030156155433593
2012-04-25,1.0,1.0,0.0,0.656875922107111,1,1,0,0.541260548062847,0,0,1,0.27820603033656677
2012-04-26,1.0,1.0,0.0,0.6800509412295339,1,1,0,0.603875835117001,0,0,1,0.3540647110055006
2012-04-27,1.0,1.0,0.0,0.7054430606682058,1,1,0,0.6651145226497701,0,0,1,0.4318770823797903
2012-05-01,1.0,1.0,0.0,0.9282761812210083,1,1,0,0.9188725352287292,1,1,0,0.922918438911438
2012-05-02,1.0,1.0,0.0,0.9335612048792052,1,1,0,0.9236622055663296,1,1,0,0.909558063548916
2012-05-03,1.0,1.0,0.0,0.9352604062002734,1,1,0,0.9303278616468637,1,1,0,0.9066001510327346
2012-05-04,1.0,1.0,0.0,0.9117754754413668,1,1,0,0.8546150708455424,1,1,0,0.848521664756048
2012-05-07,1.0,1.0,0.0,0.8690140345754012,1,1,0,0.7199407791003758,1,1,0,0.7147147494543369
2012-05-08,1.0,1.0,0.0,0.8423451745640897,1,1,0,0.6264389014474399,1,1,0,0.6049653674858809
2012-05-09,1.0,1.0,0.0,0.7852536927057251,1,1,0,0.5520051081931847,0,0,1,0.5101810668244566
2012-05-10,1.0,1.0,0.0,0.7239626506928533,0,0,1,0.46671395962557594,0,0,1,0.42956206974913685
2012-05-11,1.0,1.0,0.0,0.6756348068254403,0,0,1,0.40908076607500304,0,0,1,0.3776996144930639
2012-05-14,1.0,1.0,0.0,0.6259926824844715,0,0,1,0.38221642970908626,0,0,1,0.32019255897375287
2012-05-15,1.0,1.0,0.0,0.575228899083676,0,0,1,0.32420263909658376,0,0,1,0.2700019089760304
2012-05-16,1.0,1.0,0.0,0.5283794049671896,0,0,1,0.2759238641598299,0,0,1,0.22892257855205234
2012-05-17,0.0,0.0,1.0,0.4857272909587663,0,0,1,0.23481407941668653,0,0,1,0.1941248132345098
2012-05-18,0.0,0.0,1.0,0.445806826357725,0,0,1,0.1978854462883131,0,0,1,0.163695703292952
2012-05-21,0.0,0.0,1.0,0.40918724712580035,0,0,1,0.16684784433294367,0,0,1,0.13827322354726304
2012-05-22,0.0,0.0,1.0,0.37600663016188507,0,0,1,0.1407270157892833,0,0,1,0.11722366185540509
2012-05-23,0.0,0.0,1.0,0.3454767989603092,0,0,1,0.11911138940746688,0,0,1,0.09934212474390014
2012-05-24,0.0,0.0,1.0,0.31938405874005593,0,0,1,0.10249996324664219,0,0,1,0.08537336120569626
2012-05-25,0.0,0.0,1.0,0.29650717491768513,0,0,1,0.08936531124823831,0,0,1,0.07368263037734454
2012-05-29,0.0,0.0,1.0,0.2754933316560498,0,0,1,0.07989682867505918,0,0,1,0.06711927148634529
2012-05-30,0.0,0.0,1.0,0.2933858579703509,0,0,1,0.16468173722680357,0,0,1,0.07784941674654915
2012-05-31,0.0,0.0,1.0,0.2708723417173385,0,0,1,0.14156794921989813,0,0,1,0.06768221074558152
2012-06-01,0.0,0.0,1.0,0.2521930605579667,0,0,1,0.12075522818596102,0,0,1,0.06174009766819914
2012-06-04,0.0,0.0,1.0,0.23150468460126644,0,0,1,0.10186402467353835,0,0,1,0.052150634618549754
2012-06-05,0.0,0.0,1.0,0.21248073383284272,0,0,1,0.08602277276475179,0,0,1,0.04409786489442951
2012-06-06,0.0,0.0,1.0,0.19544894250120978,0,0,1,0.07265935767691266,0,0,1,0.03755624961713569
2012-06-07,0.0,0.0,1.0,0.19142098753245843,0,0,1,0.0638328161044514,0,0,1,0.03712651745825515
2012-06-08,0.0,0.0,1.0,0.18472401622057402,0,0,1,0.05558596970427639,0,0,1,0.0427937310849408
2012-06-11,0.0,0.0,1.0,0.22550708831312957,0,0,1,0.05994312326640354,0,0,1,0.12487186211260298
2012-06-12,0.0,0.0,1.0,0.21971557480630036,0,0,1,0.05176868816436769,0,0,1,0.10600072762040302
2012-06-13,0.0,0.0,1.0,0.23497292548489282,0,0,1,0.04712283883391965,0,0,1,0.099114651498828
2012-06-14,0.0,0.0,1.0,0.234786540569119,0,0,1,0.040295953578609066,0,0,1,0.08449472845341102
2012-06-15,0.0,0.0,1.0,0.261585996600761,0,0,1,0.03692850235242471,0,0,1,0.1008147194703323
2012-06-18,0.0,0.0,1.0,0.31775453588563185,0,0,1,0.05280521108897847,0,0,1,0.21112516866797643
2012-06-19,0.0,0.0,1.0,0.37319125528449715,0,0,1,0.1066789104128929,0,0,1,0.2475934887450616
2012-06-20,0.0,0.0,1.0,0.4242235327966977,0,0,1,0.18784844096154443,0,0,1,0.3574109088980242
2012-06-21,0.0,0.0,1.0,0.4707086504227388,0,0,1,0.2707411487215673,0,0,1,0.44837550749772526
2012-06-22,0.0,0.0,1.0,0.44788064000916306,0,0,1,0.23140088763715755,0,0,1,0.38679246014886776
2012-06-25,0.0,0.0,1.0,0.4621219818663315,0,0,1,0.20246082612981775,0,0,1,0.4183187880356608
2012-06-26,0.0,0.0,1.0,0.4272214425640372,0,0,1,0.17182697155093515,0,0,1,0.3553369127710976
2012-06-27,0.0,0.0,1.0,0.40398414065755267,0,0,1,0.14765225024930578,0,0,1,0.30562649016166304
2012-06-28,0.0,0.0,1.0,0.4168353072594287,0,0,1,0.13375652758850254,0,0,1,0.396291457604973
2012-06-29,0.0,0.0,1.0,0.41027247305790115,0,0,1,0.14347496091352888,0,0,1,0.4346950674003954
2012-07-02,0.0,0.0,1.0,0.4583103917634545,0,0,1,0.25988573983139984,0,0,1,0.5097903093809514
2012-07-03,1.0,1.0,0.0,0.502279470670902,0,0,1,0.37535813754046843,1,1,0,0.5869461984305617
2012-07-05,1.0,1.0,0.0,0.5422905846790295,0,0,1,0.46870194251065767,1,1,0,0.6515050143154666
2012-07-06,1.0,1.0,0.0,0.578983129494029,1,1,0,0.5381545310611999,1,1,0,0.7056027102628956
2012-07-09,1.0,1.0,0.0,0.6018121999137066,1,1,0,0.5590347484185126,1,1,0,0.7512217867116244
2012-07-10,1.0,1.0,0.0,0.6205300811917026,1,1,0,0.5756008559074194,1,1,0,0.7852476547521356
2012-07-11,1.0,1.0,0.0,0.6181793218139504,1,1,0,0.5178684102106234,1,1,0,0.796332030172914
2012-07-12,1.0,1.0,0.0,0.6130661203362927,0,0,1,0.45838535411815334,1,1,0,0.8110713315624551
2012-07-13,1.0,1.0,0.0,0.6022855447978719,0,0,1,0.42653165518165176,1,1,0,0.8218165514438942
2012-07-16,1.0,1.0,0.0,0.622520830025844,0,0,1,0.4894546417555583,1,1,0,0.8387323364542143
2012-07-17,1.0,1.0,0.0,0.6454837380212908,0,0,1,0.43635485253929496,1,1,0,0.8493196719460077
2012-07-18,1.0,1.0,0.0,0.6508459780553483,0,0,1,0.49916331954116233,1,1,0,0.8682368267014099
2012-07-19,1.0,1.0,0.0,0.6795769040105625,1,1,0,0.55133381213045,1,1,0,0.8657357188688447
2012-07-20,1.0,1.0,0.0,0.7058382215123867,1,1,0,0.5976908479734802,1,1,0,0.8647009647115104
2012-07-23,1.0,1.0,0.0,0.716885904715574,1,1,0,0.5676820624539933,1,1,0,0.8593302626152007
2012-07-24,1.0,1.0,0.0,0.6868113231931376,1,1,0,0.502076599596221,1,1,0,0.7446752660128539
2012-07-25,1.0,1.0,0.0,0.6472217861040412,0,0,1,0.42398089863164307,1,1,0,0.6263710825796125
2012-07-26,1.0,1.0,0.0,0.6077125661967486,0,0,1,0.3636123518427868,0,0,1,0.5274705633876129
2012-07-27,1.0,1.0,0.0,0.6129492483675013,0,0,1,0.3276509051073381,0,0,1,0.4803879471567783
2012-07-30,1.0,1.0,0.0,0.6440947958504765,0,0,1,0.4146529869770068,1,1,0,0.5573731819273468
2012-07-31,1.0,1.0,0.0,0.6729408275191405,0,0,1,0.48737051887189153,1,1,0,0.6034178582050536
2012-08-01,1.0,1.0,0.0,0.6943903108965374,1,1,0,0.5346853312368341,1,1,0,0.6277775509941019
2012-08-02,1.0,1.0,0.0,0.711311234538464,1,1,0,0.5136769838637602,0,0,1,0.5367043515859774
2012-08-03,1.0,1.0,0.0,0.7281829855970507,0,0,1,0.47613205392972435,0,0,1,0.4713684660813202
2012-08-06,1.0,1.0,0.0,0.7504380412022502,1,1,0,0.5416096590259354,0,0,1,0.4761825979502576
2012-08-07,1.0,1.0,0.0,0.770960969323834,1,1,0,0.593968211338704,0,0,1,0.5336033419485187
2012-08-08,1.0,1.0,0.0,0.7896275832364753,1,1,0,0.6567177550570606,1,1,0,0.5875730494399262
2012-08-09,1.0,1.0,0.0,0.806966769606645,1,1,0,0.7094554844399965,1,1,0,0.621822099783491
2012-08-10,1.0,1.0,0.0,0.8228668736139699,1,1,0,0.7534001983539979,1,1,0,0.6387686592273845
2012-08-13,1.0,1.0,0.0,0.8374201992853554,1,1,0,0.791099307276348,1,1,0,0.6715719709359395
2012-08-14,1.0,1.0,0.0,0.8507780647049528,1,1,0,0.8230521537449287,1,1,0,0.6821710141361382
2012-08-15,1.0,1.0,0.0,0.8631021780433793,1,1,0,0.8449819276861488,1,1,0,0.6950818477321521
2012-08-16,1.0,1.0,0.0,0.8744072934734121,1,1,0,0.8678252143956955,1,1,0,0.7235014362682327
2012-08-17,1.0,1.0,0.0,0.8847389819908147,1,1,0,0.8886528632552546,1,1,0,0.765146039387708
2012-08-20,1.0,1.0,0.0,0.8941734433290544,1,1,0,0.9061580149051565,1,1,0,0.797449328221091
2012-08-21,1.0,1.0,0.0,0.9028291962573021,1,1,0,0.9207502465380554,1,1,0,0.826320101179097
2012-08-22,1.0,1.0,0.0,0.9108239313520586,1,1,0,0.9324227177297328,1,1,0,0.8467274235384723
2012-08-23,1.0,1.0,0.0,0.9181214866416582,1,1,0,0.9421557133082155,1,1,0,0.8594413321194594
2012-08-24,1.0,1.0,0.0,0.9208249794775134,1,1,0,0.9222003776695342,1,1,0,0.8222577196617356
2012-08-27,1.0,1.0,0.0,0.9253741076456292,1,1,0,0.9284635468104113,1,1,0,0.7202374738476657
2012-08-28,1.0,1.0,0.0,0.926657121033502,1,1,0,0.9369510597314867,1,1,0,0.7075237781872938
2012-08-29,1.0,1.0,0.0,0.9232684606838951,1,1,0,0.9440171489094805,1,1,0,0.7361794447380824
2012-08-30,1.0,1.0,0.0,0.9204498579573756,1,1,0,0.9495619885682848,1,1,0,0.7727551348681859
2012-08-31,1.0,1.0,0.0,0.8977487644582394,1,1,0,0.8983632186046482,1,1,0,0.7692549407770655
2012-09-04,1.0,1.0,0.0,0.8998134611210482,1,1,0,0.9056217104034147,1,1,0,0.7821291228169969
