Date,asset,predicted_probability_raw,predicted_probability_smoothed,predicted_label,predicted_bear_flag,predicted_bull_flag
2008-06-11,spy,0.013398097828030586,0.4383805359335298,0,1,0
2008-06-12,mid,0.011282806284725666,0.7237130700929989,1,0,1
2008-06-12,rut,0.017546024173498154,0.6990517830572147,1,0,1
2008-06-12,spy,0.009881287813186646,0.40281683084970293,0,1,0
2008-06-13,mid,0.012745631858706474,0.6647056473064199,1,0,1
2008-06-13,rut,0.014864213764667511,0.6422669811163094,1,0,1
2008-06-13,spy,0.0035738307051360607,0.369681276058867,0,1,0
2008-06-16,mid,0.3330197334289551,0.6371770575286266,1,0,1
2008-06-16,rut,0.46083444356918335,0.6272088140687813,1,0,1
2008-06-16,spy,0.13404741883277893,0.35012461862501393,0,1,0
2008-06-17,mid,0.7116430997848511,0.6433574379544433,1,0,1
2008-06-17,rut,0.6802732944488525,0.6316129513897721,1,0,1
2008-06-17,spy,0.058209653943777084,0.32589685682842007,0,1,0
2008-06-18,mid,0.5948832631111145,0.6393342774334572,1,0,1
2008-06-18,rut,0.726265549659729,0.6394687343463511,1,0,1
2008-06-18,spy,0.03309832140803337,0.3015957622329341,0,1,0
2008-06-19,mid,0.3316721022129059,0.6137995608312954,1,0,1
2008-06-19,rut,0.20996855199337006,0.6038219557681972,1,0,1
2008-06-19,spy,0.004510297905653715,0.27693886987110694,0,1,0
2008-06-20,mid,0.3141273558139801,0.5889279794509173,1,0,1
2008-06-20,rut,0.39706137776374817,0.5866616637691627,1,0,1
2008-06-20,spy,0.010743861086666584,0.2548457604229014,0,1,0
2008-06-23,mid,0.006999992299824953,0.5406303093713326,1,0,1
2008-06-23,rut,0.04713793843984604,0.5418833759716759,1,0,1
2008-06-23,spy,0.003002395387738943,0.23394377937925287,0,1,0
2008-06-24,mid,0.006403172388672829,0.49629161699142754,1,0,1
2008-06-24,rut,0.010572049766778946,0.4977866840971054,1,0,1
2008-06-24,spy,0.003505636705085635,0.21481834524587187,0,1,0
2008-06-25,mid,0.0057731615379452705,0.45558056845529893,1,0,1
2008-06-25,rut,0.004737670533359051,0.4568656094693892,1,0,1
2008-06-25,spy,0.004741591401398182,0.197382824060093,0,1,0
2008-06-26,mid,0.004020388703793287,0.4181028992861521,0,1,0
2008-06-26,rut,0.00766150513663888,0.4195834850339039,0,1,0
2008-06-26,spy,0.004104331601411104,0.18134149065052596,0,1,0
2008-06-27,mid,0.0028980234637856483,0.3836425733511891,0,1,0
2008-06-27,rut,0.002861968008801341,0.3849972840112046,0,1,0
2008-06-27,spy,0.0023578933905810118,0.16648657574526704,0,1,0
2008-06-30,mid,0.006238133646547794,0.35231953077909745,0,1,0
2008-06-30,rut,0.008472427725791931,0.3537472433065731,0,1,0
2008-06-30,spy,0.001990170916542411,0.1528340392371153,0,1,0
2008-07-01,mid,0.0036158894654363394,0.323378538430255,0,1,0
2008-07-01,rut,0.007664956618100405,0.325023812792948,0,1,0
2008-07-01,spy,0.002707748208194971,0.1403741640730361,0,1,0
2008-07-02,mid,0.0034573343582451344,0.29682637199918493,0,1,0
2008-07-02,rut,0.005241816863417625,0.2984832000748567,0,1,0
2008-07-02,spy,0.002690274501219392,0.12894695792272076,0,1,0
2008-07-03,mid,0.002245398471131921,0.27237734224752475,0,1,0
2008-07-03,rut,0.0027900030836462975,0.2739418602727015,0,1,0
2008-07-03,spy,0.0021962726023048162,0.11842716352008921,0,1,0
2008-07-07,mid,0.004772231914103031,0.2501672000720829,0,1,0
2008-07-07,rut,0.0034182374365627766,0.2514894933596775,0,1,0
2008-07-07,spy,0.0030043344013392925,0.10884753538135482,0,1,0
2008-07-08,mid,0.002659612102434039,0.22962507099443785,0,1,0
2008-07-08,rut,0.002302266890183091,0.23080796107766754,0,1,0
2008-07-08,spy,0.0009225738467648625,0.09989019993669246,0,1,0
2008-07-09,mid,0.004484125413000584,0.21093928280210142,0,1,0
2008-07-09,rut,0.0033372431062161922,0.21192881119670656,0,1,0
2008-07-09,spy,0.004715383052825928,0.09199107494659574,0,1,0
2008-07-10,mid,0.0032630388159304857,0.19370299422880902,0,1,0
2008-07-10,rut,0.0022064291406422853,0.19452270143656802,0,1,0
2008-07-10,spy,0.0029450745787471533,0.08460061694726895,0,1,0
2008-07-11,mid,0.0014518697280436754,0.17774692820589014,0,1,0
2008-07-11,rut,0.00239805830642581,0.17857713285602078,0,1,0
2008-07-11,spy,0.0020069144666194916,0.07774567358461872,0,1,0
2008-07-14,mid,0.002354181371629238,0.16319003936741977,0,1,0
2008-07-14,rut,0.0031544037628918886,0.16401775561128878,0,1,0
2008-07-14,spy,0.0015525927301496267,0.0714219559379182,0,1,0
2008-07-15,mid,0.0014396350597962737,0.1497654097998773,0,1,0
2008-07-15,rut,0.002618091879412532,0.1506222360934174,0,1,0
2008-07-15,spy,0.001228701206855476,0.0655961996009354,0,1,0
2008-07-16,mid,0.0014846432022750378,0.13745870570176447,0,1,0
2008-07-16,rut,0.002235741587355733,0.138306757006382,0,1,0
2008-07-16,spy,0.0007281274301931262,0.06021241188565621,0,1,0
2008-07-17,mid,0.0023144104052335024,0.12624227560819842,0,1,0
2008-07-17,rut,0.05637460947036743,0.13150672002933445,0,1,0
2008-07-17,spy,0.001327764941379428,0.05532522427196082,0,1,0
2008-07-18,mid,0.03987531736493111,0.11907416727329624,0,1,0
2008-07-18,rut,0.0879092738032341,0.12788830826596634,0,1,0
2008-07-18,spy,0.003088120836764574,0.05098975589214015,0,1,0
2008-07-21,mid,0.057880889624357224,0.11399537264538034,0,1,0
2008-07-21,rut,0.17476460337638855,0.13177885122967603,0,1,0
2008-07-21,spy,0.03517460078001022,0.04967716196174239,0,1,0
2008-07-22,mid,0.04801351949572563,0.10851914561209587,0,1,0
2008-07-22,rut,0.11426207423210144,0.13032502956279193,0,1,0
2008-07-22,spy,0.05663718655705452,0.050254815862349346,0,1,0
2008-07-23,mid,0.5659980177879333,0.14648804232197743,0,1,0
2008-07-23,rut,0.837314784526825,0.18900232072052692,0,1,0
2008-07-23,spy,0.10516507178544998,0.05481214509056345,0,1,0
2008-07-24,mid,0.5220807790756226,0.17766072087422227,0,1,0
2008-07-24,rut,0.9397057890892029,0.25130767334735704,0,1,0
2008-07-24,spy,0.11042036861181259,0.059427402807398035,0,1,0
2008-07-25,mid,0.005781375337392092,0.16339543013803812,0,1,0
2008-07-25,rut,0.09210360795259476,0.23809437961421265,0,1,0
2008-07-25,spy,0.037020862102508545,0.05756775052312225,0,1,0
2008-07-28,mid,0.012935971841216087,0.1509079034377865,0,1,0
2008-07-28,rut,0.14323441684246063,0.23022138624240182,0,1,0
2008-07-28,spy,0.014817184768617153,0.054019626414785485,0,1,0
2008-07-29,mid,0.0016411765245720744,0.13851936861991723,0,1,0
2008-07-29,rut,0.020844077691435814,0.21284391618798362,0,1,0
2008-07-29,spy,0.0022853838745504618,0.04972589345607708,0,1,0
2008-07-30,mid,0.019205881282687187,0.12861683157977646,0,1,0
2008-07-30,rut,0.45590147376060486,0.23301671073505903,0,1,0
2008-07-30,spy,0.029108675196766853,0.0480147477001875,0,1,0
2008-07-31,mid,0.2069815695285797,0.1351207879848526,0,1,0
2008-07-31,rut,0.3338615298271179,0.24138642298345628,0,1,0
2008-07-31,spy,0.7425191402435303,0.10565580425788085,0,1,0
2008-08-01,mid,0.028298217803239822,0.12625494656529349,0,1,0
2008-08-01,rut,0.20226489007472992,0.2381394939283966,0,1,0
2008-08-01,spy,0.03210265561938286,0.09955119031131968,0,1,0
2008-08-04,mid,0.06823892146348953,0.12143985105250746,0,1,0
2008-08-04,rut,0.45377400517463684,0.25603628650737137,0,1,0
2008-08-04,spy,0.025866998359560966,0.09343570029959279,0,1,0
2008-08-05,mid,0.0021285281982272863,0.11153749365570009,0,1,0
2008-08-05,rut,0.05562889575958252,0.23940328336340333,0,1,0
2008-08-05,spy,0.02669553831219673,0.08789653669877362,0,1,0
2008-08-06,mid,0.11895301938056946,0.112152952308376,0,1,0
2008-08-06,rut,0.1308753490447998,0.23039590361561024,0,1,0
2008-08-06,spy,0.5671828985214233,0.12767536687719658,0,1,0
2008-08-07,mid,0.3969184458255768,0.1357873369051301,0,1,0
2008-08-07,rut,0.6650041937828064,0.2664666344892186,0,1,0
2008-08-07,spy,0.6804561614990234,0.17355393782491724,0,1,0
2008-08-08,mid,0.02108292654156685,0.12626733461836215,0,1,0
2008-08-08,rut,0.22750529646873474,0.26323300096218233,0,1,0
2008-08-08,spy,0.2704581916332245,0.18159659908727507,0,1,0
2008-08-11,mid,0.3437826633453369,0.1443202274437079,0,1,0
2008-08-11,rut,0.9034968614578247,0.3163723126654891,0,1,0
2008-08-11,spy,0.764520525932312,0.22997692813466916,0,1,0
2008-08-12,mid,0.548314094543457,0.17785008498309646,0,1,0
2008-08-12,rut,0.9931775331497192,0.3725444095036512,0,1,0
2008-08-12,spy,0.9603054523468018,0.29059124277657555,0,1,0
2008-08-13,mid,0.3308732807636261,0.19055039152878042,0,1,0
2008-08-13,rut,0.9869189858436584,0.42353501529771487,0,1,0
2008-08-13,spy,0.7140432596206665,0.32573604807146256,0,1,0
2008-08-14,mid,0.266759991645813,0.19687548020748294,0,1,0
2008-08-14,rut,0.9913668036460876,0.4706627578704907,1,0,1
2008-08-14,spy,0.5562028288841248,0.3448638590545488,0,1,0
2008-08-15,mid,0.26043885946273804,0.2021509836859172,0,1,0
2008-08-15,rut,0.9931789636611938,0.5140294903111551,1,0,1
2008-08-15,spy,0.6070212125778198,0.36662185944114395,0,1,0
2008-08-18,mid,0.2849685251712799,0.2090245047809317,0,1,0
2008-08-18,rut,0.9940010905265808,0.5538651925056194,1,0,1
2008-08-18,spy,0.66827791929245,0.39165809275161206,0,1,0
2008-08-19,mid,0.025076957419514656,0.19375760208751683,0,1,0
2008-08-19,rut,0.7296593189239502,0.5684553942267077,1,0,1
2008-08-19,spy,0.26365751028060913,0.3810345619390718,0,1,0
2008-08-20,mid,0.006769558414816856,0.1782383504936144,0,1,0
2008-08-20,rut,0.5158626437187195,0.5640904085777991,1,0,1
2008-08-20,spy,0.0543307289481163,0.35391946473128616,0,1,0
2008-08-21,mid,0.03897827863693237,0.16668032758648282,0,1,0
2008-08-21,rut,0.5113063454627991,0.5597095447560246,1,0,1
2008-08-21,spy,0.03014739602804184,0.3270476921056575,0,1,0
2008-08-22,mid,0.07261934876441956,0.1588736466520405,0,1,0
2008-08-22,rut,0.49958157539367676,0.5547191664086364,1,0,1
2008-08-22,spy,0.06290561705827713,0.3051249678571966,0,1,0
2008-08-25,mid,0.41378024220466614,0.18002986344337057,0,1,0
2008-08-25,rut,0.4289482533931732,0.5442806891458959,1,0,1
2008-08-25,spy,0.3486555516719818,0.30873783031076396,0,1,0
2008-08-26,mid,0.004110874142497778,0.16542929860787745,0,1,0
2008-08-26,rut,0.08956236392259598,0.5065409066716187,1,0,1
2008-08-26,spy,0.09223216027021408,0.29076873507413475,0,1,0
2008-08-27,mid,0.02099572867155075,0.15344189627764698,0,1,0
2008-08-27,rut,0.35855633020401,0.494258785156738,1,0,1
2008-08-27,spy,0.061444781720638275,0.271735774149474,0,1,0
2008-08-28,mid,0.11481437087059021,0.15023596784785243,0,1,0
2008-08-28,rut,0.5842084288597107,0.5017242418992651,1,0,1
2008-08-28,spy,0.4001563489437103,0.28239416262672773,0,1,0
2008-08-29,mid,0.4439907670021057,0.17461642846687933,0,1,0
2008-08-29,rut,0.9799495339393616,0.5414150075758585,1,0,1
2008-08-29,spy,0.7755421996116638,0.3233234557980307,0,1,0
2008-09-02,mid,0.18867410719394684,0.17578315896315364,0,1,0
2008-09-02,rut,0.618645429611206,0.5478248203463891,1,0,1
2008-09-02,spy,0.3698502480983734,0.32718499144161517,0,1,0
2008-09-03,mid,0.10292041301727295,0.1697358456486403,0,1,0
2008-09-03,rut,0.7198384404182434,0.5621012553260809,1,0,1
2008-09-03,spy,0.08605241775512695,0.30717196277398495,0,1,0
2008-09-04,mid,0.008894671685993671,0.15638667852352653,0,1,0
2008-09-04,rut,0.8235163688659668,0.5837976527950832,1,0,1
2008-09-04,spy,0.0722629651427269,0.28767546575574704,0,1,0
2008-09-05,mid,0.0019940719939768314,0.14357271642248182,0,1,0
2008-09-05,rut,0.015577253885567188,0.5366376571169645,1,0,1
2008-09-05,spy,0.0013990105362609029,0.2639156774468307,0,1,0
2008-09-08,mid,0.002510886639356613,0.13186515489233153,0,1,0
2008-09-08,rut,0.022895043715834618,0.49399909737120506,1,0,1
2008-09-08,spy,0.0027430045884102583,0.2422394015741527,0,1,0
2008-09-09,mid,0.005040265154093504,0.12133920182304438,0,1,0
2008-09-09,rut,0.209458589553833,0.4703833856778735,1,0,1
2008-09-09,spy,0.02788110449910164,0.2244485296113915,0,1,0
2008-09-10,mid,0.0013390700332820415,0.1113796760695875,0,1,0
2008-09-10,rut,0.0033790445886552334,0.4316239135616018,0,1,0
2008-09-10,spy,0.0015679261414334178,0.20595034067528206,0,1,0
2008-09-11,mid,0.0010098990751430392,0.10221943082664652,0,1,0
2008-09-11,rut,0.01971616968512535,0.3974372362471684,0,1,0
2008-09-11,spy,0.0017499926034361124,0.18900253740912001,0,1,0
2008-09-12,mid,0.001154331723228097,0.09383143622794357,0,1,0
2008-09-12,rut,0.05364566668868065,0.3689039259934939,0,1,0
2008-09-12,spy,0.013724055141210556,0.17445513206766178,0,1,0
2008-09-15,mid,0.00218643038533628,0.08622527128252289,0,1,0
2008-09-15,rut,0.11133751273155212,0.34752695508647796,0,1,0
2008-09-15,spy,0.03612806275486946,0.16297454459935282,0,1,0
2008-09-16,mid,0.0008384410757571459,0.07913850961179207,0,1,0
2008-09-16,rut,0.003019855357706547,0.31893425872170483,0,1,0
2008-09-16,spy,0.0005577091360464692,0.14949460394040623,0,1,0
2008-09-17,mid,0.0008122617146000266,0.07263774772537651,0,1,0
2008-09-17,rut,0.03412077948451042,0.2952958915042074,0,1,0
2008-09-17,spy,0.0015001377323642373,0.1372116616170558,0,1,0
2008-09-18,mid,0.0009454397368244827,0.06668757602900124,0,1,0
2008-09-18,rut,0.002903437940403819,0.27102850006094575,0,1,0
2008-09-18,spy,0.0006762175471521914,0.12587977179999907,0,1,0
2008-09-19,mid,0.0020721605978906155,0.06132475780156857,0,1,0
2008-09-19,rut,0.16803564131259918,0.2624805092060406,0,1,0
2008-09-19,spy,0.0005537692341022193,0.11547822030570863,0,1,0
2008-09-22,mid,0.06192341819405556,0.061374444193638494,0,1,0
2008-09-22,rut,0.7307496070861816,0.30134495102228837,0,1,0
2008-09-22,spy,0.0240840632468462,0.10789287479510579,0,1,0
2008-09-23,mid,0.0014992807991802692,0.05640504771943879,0,1,0
2008-09-23,rut,0.05377676710486412,0.2807977927259798,0,1,0
2008-09-23,spy,0.0021817320957779884,0.09911927736284755,0,1,0
2008-09-24,mid,0.0008254926651716232,0.05179216936945124,0,1,0
2008-09-24,rut,0.054358456283807755,0.2620042433418624,0,1,0
2008-09-24,spy,0.0006194716552272439,0.09094419174398961,0,1,0
2008-09-25,mid,0.0011899019591510296,0.04759238576972029,0,1,0
2008-09-25,rut,0.0028389734216034412,0.24049457379671088,0,1,0
2008-09-25,spy,0.0011750925332307816,0.08349371946433788,0,1,0
2008-09-26,mid,0.0009179491316899657,0.04371859624306401,0,1,0
2008-09-26,rut,0.020435214042663574,0.22223053668215625,0,1,0
2008-09-26,spy,0.002632957184687257,0.07678260313173865,0,1,0
2008-09-29,mid,0.001118520158343017,0.04018296216885879,0,1,0
2008-09-29,rut,0.02720736339688301,0.20604440181808378,0,1,0
2008-09-29,spy,0.007066969294101,0.07099648739779112,0,1,0
2008-09-30,mid,0.001319391536526382,0.036957442939745525,0,1,0
2008-09-30,rut,0.005839974619448185,0.18942824382807227,0,1,0
2008-09-30,spy,0.0009728997829370201,0.06518481274545478,0,1,0
2008-10-01,mid,0.0014050510944798589,0.03400673816218525,0,1,0
2008-10-01,rut,0.0032195723615586758,0.17397367697612193,0,1,0
2008-10-01,spy,0.0019058507168665528,0.05993291474687682,0,1,0
2008-10-02,mid,0.0012459690915420651,0.03128772678781641,0,1,0
2008-10-02,rut,0.003695619059726596,0.1598412866381003,0,1,0
2008-10-02,spy,0.0013954536989331245,0.05507454215883345,0,1,0
2008-10-03,mid,0.0012570405378937721,0.028795301249283756,0,1,0
2008-10-03,rut,0.004587533418089151,0.14695585284353962,0,1,0
2008-10-03,spy,0.0007849542307667434,0.05056872586471942,0,1,0
2008-10-06,mid,0.0011916471412405372,0.0265043095655394,0,1,0
2008-10-06,rut,0.005014588590711355,0.13517530180813755,0,1,0
2008-10-06,spy,0.0007151257595978677,0.04643107862430315,0,1,0
2008-10-07,mid,0.001255746348761022,0.024408780903655534,0,1,0
2008-10-07,rut,0.004315896891057491,0.12431450029137714,0,1,0
2008-10-07,spy,0.0011188004864379764,0.04267034274567497,0,1,0
2008-10-08,mid,0.0011655960697680712,0.022479690539396368,0,1,0
2008-10-08,rut,0.0030909422785043716,0.11425343510796472,0,1,0
2008-10-08,spy,0.0006887422641739249,0.03918603964591356,0,1,0
2008-10-09,mid,0.0013018350582569838,0.020722014160866005,0,1,0
2008-10-09,rut,0.004010007716715336,0.10510367637123162,0,1,0
2008-10-09,spy,0.0011188004864379764,0.03602661270931627,0,1,0
2008-10-10,mid,0.0013200897956267,0.019111732884502367,0,1,0
2008-10-10,rut,0.003618395421653986,0.09668080837817868,0,1,0
2008-10-10,spy,0.0007147064316086471,0.03309586726153095,0,1,0
2008-10-13,mid,0.0013318229466676712,0.017636072247477,0,1,0
2008-10-13,rut,0.0038453612942248583,0.08897584162292382,0,1,0
2008-10-13,spy,0.0006887422641739249,0.030406206915389488,0,1,0
2008-10-14,mid,0.0012608940014615655,0.016276998661254895,0,1,0
2008-10-14,rut,0.002903943182900548,0.08183222205870372,0,1,0
2008-10-14,spy,0.0010648525785654783,0.02797099313853401,0,1,0
2008-10-15,mid,0.0016903331270441413,0.015066364398789627,0,1,0
2008-10-15,rut,0.003332035383209586,0.07531702395695916,0,1,0
2008-10-15,spy,0.0014688699739053845,0.02577142406937801,0,1,0
2008-10-16,mid,0.001354692503809929,0.013928351070602167,0,1,0
2008-10-16,rut,0.003994908649474382,0.0693975767563477,0,1,0
2008-10-16,spy,0.0014437517384067178,0.023752325627665802,0,1,0
2008-10-17,mid,0.0015321376267820597,0.0128995154751932,0,1,0
2008-10-17,rut,0.0018665449460968375,0.06379277415788015,0,1,0
2008-10-17,spy,0.004051916301250458,0.02211727130636034,0,1,0
2008-10-20,mid,0.0014218646101653576,0.011946916859887479,0,1,0
2008-10-20,rut,0.002796379616484046,0.058730320031851614,0,1,0
2008-10-20,spy,0.002467009937390685,0.020486379062764418,0,1,0
2008-10-21,mid,0.001220910926349461,0.011056701734841119,0,1,0
2008-10-21,rut,0.003965514246374369,0.05418506257697557,0,1,0
2008-10-21,spy,0.0017196079716086388,0.018928812940095026,0,1,0
2008-10-22,mid,0.0012551730033010244,0.010243214479710045,0,1,0
2008-10-22,rut,0.003083840012550354,0.04994386771683006,0,1,0
2008-10-22,spy,0.0009562451159581542,0.017437162477461847,0,1,0
2008-10-23,mid,0.001231008325703442,0.009495237807121516,0,1,0
2008-10-23,rut,0.004084658343344927,0.04613773875700035,0,1,0
2008-10-23,spy,0.002520294627174735,0.01619912275783779,0,1,0
2008-10-24,mid,0.0009923044126480818,0.00878952871448024,0,1,0
2008-10-24,rut,0.003386125201359391,0.042589527685405776,0,1,0
2008-10-24,spy,0.0015094034606590867,0.01497993544971364,0,1,0
2008-10-27,mid,0.0011595467803999782,0.008156271063530176,0,1,0
2008-10-27,rut,0.0038239203859120607,0.039372139016832314,0,1,0
2008-10-27,spy,0.0010486216051504016,0.013823692727768103,0,1,0
2008-10-29,mid,0.0007997528300620615,0.0007997528300620615,0,1,0
2008-10-29,rut,0.0009390428895130754,0.0009390428895130754,0,1,0
2008-10-29,spy,0.009163572452962399,0.009163572452962399,0,1,0
2008-10-30,mid,0.0005519744008779526,0.0007791882222586828,0,1,0
2008-10-30,rut,0.001254368107765913,0.0009892122620980067,0,1,0
2008-10-30,spy,0.012825258076190948,0.00946747755474595,0,1,0
2008-10-31,mid,0.0018107314826920629,0.0008648021421341242,0,1,0
2008-10-31,rut,0.003545733168721199,0.0013959639028205805,0,1,0
2008-10-31,spy,0.021551329642534256,0.010470388420545172,0,1,0
2008-11-03,mid,0.00754518760368228,0.0014192471252769175,0,1,0
2008-11-03,rut,0.02127106860280037,0.004558164307795112,0,1,0
2008-11-03,spy,0.0574411042034626,0.014368767918309855,0,1,0
2008-11-04,mid,0.007991305552423,0.00196470140255271,0,1,0
2008-11-04,rut,0.02266201749444008,0.007438552247510791,0,1,0
2008-11-04,spy,0.062421612441539764,0.018356959726252495,0,1,0
2008-11-05,mid,0.03551822155714035,0.004749507911634059,0,1,0
2008-11-05,rut,0.11211208254098892,0.02409248614525207,0,1,0
2008-11-05,spy,0.4385887086391449,0.05323449580305237,0,1,0
2008-11-06,mid,0.0019370042718946934,0.004516081481063546,0,1,0
2008-11-06,rut,0.00890255719423294,0.02167571399710354,0,1,0
2008-11-06,spy,0.06034603714942932,0.053824724981384464,0,1,0
2008-11-07,mid,0.0008804657263681293,0.004214340072962428,0,1,0
2008-11-07,rut,0.0021706107072532177,0.01857238214284179,0,1,0
2008-11-07,spy,0.003774244338274002,0.049670737452343426,0,1,0
