Date,equity_predicted_strategy,equity_buy_and_hold
2008-04-29,0.9928649687327563,0.9933649687327563
2008-04-30,0.9916119214506062,0.9921112904245746
2008-05-01,1.0045206822262929,1.0050265519638002
2008-05-02,1.0057973950527825,1.0063039077341276
2008-05-05,1.0047925473819985,1.005298554028937
2008-05-06,1.0128428007651917,1.013352861464613
2008-05-07,1.0010097399912083,1.001513841642246
2008-05-08,1.0085990203171287,1.0091069438777738
2008-05-09,1.0094501141007555,1.0099584662664025
2008-05-12,1.021153158682971,1.0216674044217375
2008-05-13,1.0273593033839232,1.027876674494667
2008-05-14,1.029416185512071,1.0299345924545706
2008-05-15,1.0415683703793897,1.0420928970789811
2008-05-16,1.044582841240692,1.0451088860071687
2008-05-19,1.0413910952499923,1.0419155326750424
2008-05-20,1.0397834255579979,1.040307053371599
2008-05-21,1.0237774366668704,1.0242930039740605
2008-05-22,1.0270756054560484,1.0275928336984579
2008-05-23,1.014852423955711,1.0153634966876106
2008-05-27,1.023245466976579,1.0237607663874757
2008-05-28,1.03205229626814,1.0325720307379667
2008-05-29,1.035539572958885,1.0360610635973753
2008-05-30,1.042585050822344,1.0431100895152452
2008-06-02,1.0338254804684122,1.034346107901661
2008-06-03,1.0341091783962877,1.0346299486978705
2008-06-04,1.0368162857853749,1.037338419367703
2008-06-05,1.0606833480070788,1.0612175008785216
2008-06-06,1.0328797966584768,1.0333999478518345
2008-06-09,1.0318040966567739,1.0323237061349761
2008-06-10,1.0244275897767603,1.0249434844966054
2008-06-11,1.0065184726446423,1.0070253484557254
2008-06-12,1.0060943106040994,1.007652151516124
2008-06-13,1.0061729830017916,1.0237962825806945
2008-06-16,1.0062547924489693,1.0321581082747258
2008-06-17,1.0063334773956754,1.031661386881359
2008-06-18,1.00640981834151,1.0238199600428404
2008-06-19,1.0064853813283752,1.028574437754119
2008-06-20,1.0065593819107426,1.0105143813151343
2008-06-23,1.0066333879339104,1.0099347888042578
2008-06-24,1.0067058304763068,0.9973507229855332
2008-06-25,1.0067774934843798,1.0042814337800592
2008-06-26,1.0068464135717032,0.9776465988625016
2008-06-27,1.006912981268843,0.9737081995340175
2008-06-30,1.0069881899055317,0.9686342926459263
2008-07-01,1.0070622274562726,0.9699589311531605
2008-07-02,1.0071343083666353,0.9408522558124578
2008-07-03,1.0072071794410993,0.9305625938255548
2008-07-07,1.0072812330927727,0.9232652433046941
2008-07-08,1.0073548997637953,0.9438918500154068
2008-07-09,1.007427001622304,0.9303378744973252
2008-07-10,1.0074932144923885,0.9352343447940934
2008-07-11,1.0075574649437264,0.9317217066599236
2008-07-14,1.0076177828070445,0.9224728423840455
2008-07-15,1.007672980505336,0.9140045402977435
2008-07-16,1.0077273923302,0.9361450608380862
2008-07-17,1.0077841734475848,0.9489065632481343
2008-07-18,1.0078429287726076,0.9466239259600007
2008-07-21,1.007901687523154,0.9529514389688892
2008-07-22,1.0079632078081557,0.9652871801846229
2008-07-23,1.0080263071564208,0.9661506134917089
2008-07-24,1.0080917724068974,0.9368309853664644
2008-07-25,1.008161175667162,0.9408995385493649
2008-07-28,1.008229797207941,0.929699232705854
2008-07-29,1.0082980300861726,0.9495334384959174
2008-07-30,1.008365480746635,0.9634894977461678
2008-07-31,1.0084321488769712,0.9497344803620019
2008-08-01,1.0084980341665442,0.9474400043427954
2008-08-04,1.008567465396376,0.9297938703670521
2008-08-05,1.0086369014062826,0.9493441631735214
2008-08-06,1.0087020125105515,0.9562631074243594
2008-08-07,1.008767915431498,0.9418457707865763
2008-08-08,1.0088353975252031,0.9626615806323005
2008-08-11,1.0089095708895803,0.9715792491876778
2008-08-12,1.0089833566477264,0.9619637451854648
2008-08-13,1.0090567546752114,0.9648850964524543
2008-08-14,1.009131730433452,0.9724662877695247
2008-08-15,1.0092051392543193,0.9720050825693766
2008-08-18,1.009277373544512,0.9592790241651625
2008-08-19,1.0093488261757018,0.949722641630929
2008-08-20,1.0094167409767851,0.9536255969535792
2008-08-21,1.009485054182527,0.9549383967297407
2008-08-22,1.00955258424963,0.9638206212792841
2008-08-25,1.0096216943089174,0.9443176112097214
2008-08-26,1.00968962747014,0.94870552138205
2008-08-27,1.0097559890507029,0.9606155014034694
2008-08-28,1.009825113034295,0.9757306013007035
2008-08-29,1.0098934538769915,0.964624860931006
2008-09-02,1.0099617993447172,0.9551631160579706
2008-09-03,1.0100293613039544,0.9486818439199043
2008-09-04,1.0100965336316126,0.925784438652131
2008-09-05,1.0101633162105903,0.9292261165872483
2008-09-08,1.0102312858152531,0.9413963321301162
2008-09-09,1.0102972886503232,0.9050395168180746
2008-09-10,1.0103629013873994,0.9173989354959541
2008-09-11,1.0104269402555888,0.9221534853946175
2008-09-12,1.01048624477688,0.9325495515864067
2008-09-15,1.0105269390444331,0.8915092909495232
2008-09-16,1.0105604831459887,0.910456385970355
2008-09-17,1.0105616860144777,0.8707762078465399
2008-09-18,1.010570898846288,0.9134841414422311
2008-09-19,1.0106104053856144,0.9521827155103859
2008-09-22,1.0106614135130616,0.9078307864180325
2008-09-23,1.010693370850049,0.897387365301952
2008-09-24,1.0107129754196824,0.8872987451811335
2008-09-25,1.010743342448394,0.8972336061727745
2008-09-26,1.0107780868388807,0.8909060931638858
2008-09-29,1.0108156150582668,0.825785636962715
2008-09-30,1.0108523497992223,0.8601790276012818
2008-10-01,1.010886302486683,0.8502324000659526
2008-10-02,1.0109114956836533,0.8029118369697028
2008-10-03,1.0109319028192048,0.7829238720504618
2008-10-06,1.010953507596632,0.748435843750697
2008-10-07,1.0109862700924668,0.7079868699809938
2008-10-08,1.011013458704319,0.6994831238888579
2008-10-09,1.0110374588105167,0.6489574409167934
2008-10-10,1.0110474764768553,0.6503175234298616
2008-10-13,1.0110574942424522,0.7184421298281474
2008-10-14,1.0110711124483738,0.7022151998334516
2008-10-15,1.011079929602843,0.6342444247517282
2008-10-16,1.0110983436718814,0.6589631899201024
2008-10-17,1.0111315088209127,0.6564203892979049
2008-10-20,1.0111809581713707,0.6854088217026487
2008-10-21,1.0112248569776154,0.6662250964351294
2008-10-22,1.0112667725462465,0.6270653171668263
2008-10-23,1.0113059088919825,0.6107319829672443
2008-10-24,1.011341468270666,0.5931686118279338
2008-10-27,1.0113750394102452,0.5676928536510522
2008-10-28,,0.6165627745827662
2008-10-29,1.0113998459310911,0.6276448374903182
2008-10-30,1.0114162677378877,0.653700152084384
2008-10-31,1.0114346879324099,0.6723634063090064
2008-11-03,1.011454306881481,0.6723042848410268
2008-11-04,1.0114735267699302,0.6876796202597094
2008-11-05,1.011489550007291,0.6525410392500157
2008-11-06,1.0115023738931663,0.6225236478653201
2008-11-07,1.0115147978072088,0.6380645811442531
2008-11-10,1.0115264214759756,0.6222516458001834
2008-11-11,1.011538045278314,0.6076214285652433
2008-11-12,1.0115452640808724,0.5744580026790204
2008-11-13,1.0115540853702318,0.6215302050785869
2008-11-14,1.0115601020320395,0.5884259006603435
2008-11-17,1.0115649161084999,0.5793071541451895
2008-11-18,1.0115697302078708,0.5777459575786525
2008-11-19,1.011572539144676,0.5350498627140341
2008-11-20,1.0115737432178136,0.49333537190507615
2008-11-21,1.0115745459741634,0.5221818839117153
2008-11-24,1.0115797610386752,0.5612115815129864
2008-11-25,1.0115837732462674,0.5720098036243288
2008-11-26,1.0115857798573082,0.6025712352329903
2008-11-28,1.0115861812602467,0.6085794273461431
2008-12-01,1.0115889902427333,0.5423235718664418
2008-12-02,1.0115913980685391,0.568260571337164
2008-12-03,1.0115922008388993,0.5823112682486123
2008-12-04,1.0115930036098966,0.5621222614632868
2008-12-05,1.0115938063815308,0.5891355387445598
2008-12-08,1.011595010479983,0.6115717388121851
2008-12-09,1.011596214579868,0.5956878071753707
2008-12-10,1.011596214579868,0.6117491032161237
2008-12-11,1.011596615986947,0.5831155079003342
2008-12-12,1.0115974187614478,0.600253081751638
