Date,predicted_probability_raw,predicted_probability_smoothed,selected_smoothing_halflife,selected_threshold,predicted_label,predicted_bear_flag,predicted_bull_flag
2008-04-29,0.9921897053718567,0.9921897053718567,4,0.6,1,0,1
2008-04-30,0.9260330200195312,0.9816639395773696,4,0.6,1,0,1
2008-05-01,0.9405971169471741,0.9751300608827655,4,0.6,1,0,1
2008-05-02,0.9896855354309082,0.9774458890610583,4,0.6,1,0,1
2008-05-05,0.9879401922225952,0.9791155703134731,4,0.6,1,0,1
2008-05-06,0.9855270385742188,0.9801356578972447,4,0.6,1,0,1
2008-05-07,0.993285059928894,0.9822277748977501,4,0.6,1,0,1
2008-05-08,0.9361247420310974,0.9748926171009898,4,0.6,1,0,1
2008-05-09,0.9406276941299438,0.969440945025241,4,0.6,1,0,1
2008-05-12,0.9896097183227539,0.9726498691568104,4,0.6,1,0,1
2008-05-13,0.9974489808082581,0.9765954967190791,4,0.6,1,0,1
2008-05-14,0.9975874423980713,0.979935390527406,4,0.6,1,0,1
2008-05-15,0.9959174990653992,0.9824782012876049,4,0.6,1,0,1
2008-05-16,0.996145486831665,0.984652715411416,4,0.6,1,0,1
2008-05-19,0.9938381314277649,0.986114148027003,4,0.6,1,0,1
2008-05-20,0.9977250695228577,0.9879614872592012,4,0.6,1,0,1
2008-05-21,0.9976951479911804,0.9895101475743633,4,0.6,1,0,1
2008-05-22,0.8377874493598938,0.9653705224010624,4,0.6,1,0,1
2008-05-23,0.7910625338554382,0.937637496573539,4,0.6,1,0,1
2008-05-27,0.7718486785888672,0.9112599013213283,4,0.6,1,0,1
2008-05-28,0.760742723941803,0.8873120788343533,4,0.6,1,0,1
2008-05-29,0.8722261786460876,0.8849118580352755,4,0.6,1,0,1
2008-05-30,0.9714776873588562,0.8986847917971923,4,0.6,1,0,1
2008-06-02,0.9788482189178467,0.911439080417636,4,0.6,1,0,1
2008-06-03,0.8567565679550171,0.9027388966618999,4,0.6,1,0,1
2008-06-04,0.8256097435951233,0.8904673719205307,4,0.6,1,0,1
2008-06-05,0.9474021196365356,0.8995258943787725,4,0.6,1,0,1
2008-06-06,0.9986231327056885,0.9152926202350419,4,0.6,1,0,1
2008-06-09,0.5180116295814514,0.8520837904705001,4,0.6,1,0,1
2008-06-10,0.2330651581287384,0.7535957070401829,4,0.6,1,0,1
2008-06-11,0.24020130932331085,0.6719128179747682,4,0.6,1,0,1
2008-06-12,0.011282806284725666,0.566804214923902,4,0.6,0,1,0
2008-06-13,0.012745631858706474,0.47865150819878177,4,0.6,0,1,0
2008-06-16,0.3330197334289551,0.45548097077993865,4,0.6,0,1,0
2008-06-17,0.7116430997848511,0.4962372837808607,4,0.6,0,1,0
2008-06-18,0.5948832631111145,0.5119322127131121,4,0.6,0,1,0
2008-06-19,0.3316721022129059,0.4832521829457677,4,0.6,0,1,0
2008-06-20,0.3141273558139801,0.4563438166795044,4,0.6,0,1,0
2008-06-23,0.006999992299824953,0.38485160343709207,4,0.6,0,1,0
2008-06-24,0.006403172388672829,0.32463910141568114,4,0.6,0,1,0
2008-06-25,0.0057731615379452705,0.2739063873276398,4,0.6,0,1,0
2008-06-26,0.004020388703793287,0.23096655747375475,4,0.6,0,1,0
2008-06-27,0.0028980234637856483,0.19468003614493853,4,0.6,0,1,0
2008-06-30,0.006238133646547794,0.16469825394103454,4,0.6,0,1,0
2008-07-01,0.0036158894654363394,0.13906947231355915,4,0.6,0,1,0
2008-07-02,0.0034573343582451344,0.1174930950297609,4,0.6,0,1,0
2008-07-03,0.002245398471131921,0.09915677337353086,4,0.6,0,1,0
2008-07-07,0.004772231914103031,0.08413985448270149,4,0.6,0,1,0
2008-07-08,0.002659612102434039,0.07117605583400471,4,0.6,0,1,0
2008-07-09,0.004484125413000584,0.06056513063037311,4,0.6,0,1,0
2008-07-10,0.0032630388159304857,0.051448162409234506,4,0.6,0,1,0
2008-07-11,0.0014518697280436754,0.04349357301963257,4,0.6,0,1,0
2008-07-14,0.002354181371629238,0.036948148334153844,4,0.6,0,1,0
2008-07-15,0.0014396350597962737,0.03129861658319249,4,0.6,0,1,0
2008-07-16,0.0014846432022750378,0.02655510654275819,4,0.6,0,1,0
2008-07-17,0.0023144104052335024,0.022698324890532577,4,0.6,0,1,0
2008-07-18,0.03987531736493111,0.02543124596836935,4,0.6,0,1,0
2008-07-21,0.057880889624357224,0.030594100597776584,4,0.6,0,1,0
2008-07-22,0.04801351949572563,0.03336559258863747,4,0.6,0,1,0
2008-07-23,0.5659980177879333,0.11810932078995322,4,0.6,0,1,0
2008-07-24,0.5220807790756226,0.18238262793838775,4,0.6,0,1,0
2008-07-25,0.005781375337392092,0.15428473557888506,4,0.6,0,1,0
2008-07-28,0.012935971841216087,0.13179564056876616,4,0.6,0,1,0
2008-07-29,0.0016411765245720744,0.11108759876860336,4,0.6,0,1,0
2008-07-30,0.019205881282687187,0.09646888814394863,4,0.6,0,1,0
2008-07-31,0.2069815695285797,0.11405185191216753,4,0.6,0,1,0
2008-08-01,0.028298217803239822,0.10040814132041578,4,0.6,0,1,0
2008-08-04,0.06823892146348953,0.09528990312268742,4,0.6,0,1,0
2008-08-05,0.0021285281982272863,0.0804675944123131,4,0.6,0,1,0
2008-08-06,0.11895301938056946,0.0865907634852469,4,0.6,0,1,0
2008-08-07,0.3969184458255768,0.13596501019159996,4,0.6,0,1,0
2008-08-08,0.02108292654156685,0.11768685885975705,4,0.6,0,1,0
2008-08-11,0.3437826633453369,0.1536595118495081,4,0.6,0,1,0
2008-08-12,0.548314094543457,0.21645047069266474,4,0.6,0,1,0
2008-08-13,0.3308732807636261,0.23465554995169807,4,0.6,0,1,0
2008-08-14,0.266759991645813,0.23976348171150985,4,0.6,0,1,0
2008-08-15,0.26043885946273804,0.24305300842771385,4,0.6,0,1,0
2008-08-18,0.2849685251712799,0.24972191739810815,4,0.6,0,1,0
2008-08-19,0.025076957419514656,0.2139800989703281,4,0.6,0,1,0
2008-08-20,0.006769558414816856,0.18101215917073069,4,0.6,0,1,0
2008-08-21,0.03897827863693237,0.1584140596223777,4,0.6,0,1,0
2008-08-22,0.07261934876441956,0.1447638135726055,4,0.6,0,1,0
2008-08-25,0.41378024220466614,0.18756529172360964,4,0.6,0,1,0
